posicion,n,frac_acumulada
8188,1,0.6889438943894389
8191,2,0.6897689768976898
8193,1,0.6901815181518152
8194,2,0.691006600660066
8195,1,0.6914191419141914
8199,2,0.6922442244224423
8200,1,0.6926567656765676
8201,7,0.6955445544554455
8202,1,0.695957095709571
8203,1,0.6963696369636964
8204,1,0.6967821782178217
8205,2,0.6976072607260726
8207,2,0.6984323432343235
8208,1,0.6988448844884488
8209,3,0.7000825082508251
8210,3,0.7013201320132013
8212,5,0.7033828382838284
8213,1,0.7037953795379538
8215,1,0.7042079207920792
8216,1,0.7046204620462047
8218,2,0.7054455445544554
8219,1,0.7058580858085809
8220,2,0.7066831683168316
8221,2,0.7075082508250825
8224,4,0.7091584158415841
8226,1,0.7095709570957096
8228,1,0.709983498349835
8233,1,0.7103960396039604
8234,1,0.7108085808580858
8236,1,0.7112211221122112
8237,1,0.7116336633663366
8243,1,0.7120462046204621
8246,1,0.7124587458745875
8250,2,0.7132838283828383
8254,1,0.7136963696369637
8255,2,0.7145214521452146
8259,2,0.7153465346534653
8261,2,0.7161716171617162
8262,1,0.7165841584158416
8265,1,0.716996699669967
8266,1,0.7174092409240924
8270,1,0.7178217821782178
8271,2,0.7186468646864687
8272,1,0.719059405940594
8274,2,0.7198844884488449
8276,1,0.7202970297029703
8282,3,0.7215346534653465
8286,1,0.721947194719472
8293,1,0.7223597359735974
8294,1,0.7227722772277227
8297,1,0.7231848184818482
8300,1,0.7235973597359736
8302,1,0.724009900990099
8304,1,0.7244224422442245
8308,1,0.7248349834983498
8311,1,0.7252475247524752
8318,1,0.7256600660066007
8323,1,0.7260726072607261
8329,1,0.7264851485148515
8337,1,0.726897689768977
8342,1,0.7273102310231023
8343,1,0.7277227722772277
8348,1,0.7281353135313532
8357,3,0.7293729372937293
8365,1,0.7297854785478548
8368,1,0.7301980198019802
8369,1,0.7306105610561056
8375,1,0.731023102310231
8376,1,0.7314356435643564
8380,1,0.7318481848184818
8381,2,0.7326732673267327
8387,1,0.733085808580858
8389,1,0.7334983498349835
8391,1,0.7339108910891089
8394,1,0.7343234323432343
8401,1,0.7347359735973598
8406,1,0.7351485148514851
8407,1,0.7355610561056105
8418,1,0.735973597359736
8421,1,0.7363861386138614
8422,1,0.7367986798679867
8423,1,0.7372112211221122
