drug_id,especie,grupo,palanca,parametro,semilla_antes,semilla_despues,rescatada
391029,21,2,fenotipo,,nula,nula,False
391351,26,1,fenotipo,,nula,nula,False
391886,1,0,fenotipo,,no informativa,no informativa,False
392702,26,0,fenotipo,,nula,nula,False
396227,0,0,fenotipo,,nula,nula,False
397648,3,3,fenotipo,,nula,nula,False
399437,0,3,fenotipo,,informativa,informativa,False
400062,3,2,fenotipo,,nula,nula,False
400885,1,2,fenotipo,,no informativa,no informativa,False
401092,1,2,fenotipo,,nula,nula,False
405659,0,2,fenotipo,,nula,nula,False
405683,3,2,fenotipo,,informativa,informativa,False
407217,3,0,fenotipo,,no informativa,no informativa,False
407790,9,3,fenotipo,,nula,nula,False
411610,0,3,fenotipo,,nula,nula,False
412518,3,1,fenotipo,,nula,nula,False
412705,10,0,fenotipo,,nula,nula,False
413782,0,0,fenotipo,,nula,nula,False
416505,0,0,fenotipo,,nula,nula,False
418997,18,3,fenotipo,,nula,nula,False
420153,0,0,fenotipo,,nula,nula,False
422172,4,0,fenotipo,,no informativa,no informativa,False
423332,10,1,fenotipo,,nula,nula,False
423619,1,3,fenotipo,,nula,nula,False
424806,10,0,fenotipo,,nula,nula,False
425554,15,0,fenotipo,,nula,nula,False
428860,0,1,fenotipo,,nula,nula,False
437251,10,1,fenotipo,,nula,nula,False
437821,17,2,fenotipo,,no informativa,no informativa,False
443646,3,3,fenotipo,,nula,nula,False
446587,10,2,fenotipo,,informativa,informativa,False
451468,10,3,fenotipo,,informativa,informativa,False
452888,3,1,fenotipo,,nula,nula,False
453033,21,2,fenotipo,,no informativa,no informativa,False
457563,0,2,fenotipo,,nula,nula,False
459314,18,0,fenotipo,,nula,nula,False
459617,21,3,fenotipo,,no informativa,no informativa,False
461413,23,0,fenotipo,,no informativa,no informativa,False
465291,10,1,fenotipo,,nula,nula,False
465515,10,2,fenotipo,,no informativa,no informativa,False
467471,1,3,fenotipo,,nula,nula,False
468048,3,0,fenotipo,,nula,nula,False
468435,17,2,fenotipo,,nula,nula,False
469116,10,2,fenotipo,,nula,nula,False
469136,3,3,fenotipo,,nula,nula,False
469940,21,3,fenotipo,,informativa,informativa,False
474300,10,2,fenotipo,,no informativa,no informativa,False
479089,1,3,fenotipo,,nula,nula,False
480499,18,1,fenotipo,,nula,nula,False
481605,0,3,fenotipo,,nula,nula,False
483273,26,3,fenotipo,,nula,nula,False
484568,3,0,fenotipo,,nula,nula,False
485200,26,0,fenotipo,,nula,nula,False
486461,3,0,fenotipo,,nula,nula,False
488841,10,1,fenotipo,,nula,nula,False
488864,4,2,fenotipo,,no informativa,no informativa,False
491072,1,0,fenotipo,,nula,nula,False
492307,3,1,fenotipo,,no informativa,no informativa,False
494054,18,0,fenotipo,,no informativa,no informativa,False
494312,25,2,fenotipo,,nula,nula,False
496265,26,3,fenotipo,,nula,nula,False
499618,0,0,fenotipo,,no informativa,no informativa,False
503421,23,0,fenotipo,,nula,nula,False
503918,5,2,fenotipo,,informativa,informativa,False
504071,0,0,fenotipo,,nula,nula,False
504350,3,1,fenotipo,,no informativa,no informativa,False
504894,1,1,fenotipo,,nula,nula,False
505370,26,3,fenotipo,,nula,nula,False
505460,21,3,fenotipo,,nula,nula,False
508572,28,0,fenotipo,,nula,nula,False
508806,18,0,fenotipo,,no informativa,no informativa,False
509256,0,2,fenotipo,,nula,nula,False
509456,26,0,fenotipo,,nula,nula,False
511656,1,1,fenotipo,,nula,nula,False
513136,1,1,fenotipo,,nula,nula,False
513141,10,2,fenotipo,,nula,nula,False
514167,10,1,fenotipo,,nula,nula,False
514200,1,1,fenotipo,,nula,nula,False
514656,18,1,fenotipo,,nula,nula,False
514874,0,2,fenotipo,,informativa,informativa,False
515464,0,3,fenotipo,,nula,nula,False
515670,1,1,fenotipo,,no informativa,no informativa,False
519563,0,1,fenotipo,,nula,nula,False
521567,10,3,fenotipo,,informativa,informativa,False
527021,10,0,fenotipo,,nula,nula,False
530511,18,0,fenotipo,,nula,nula,False
534025,10,3,fenotipo,,nula,nula,False
536320,1,1,fenotipo,,no informativa,no informativa,False
537160,0,1,fenotipo,,no informativa,no informativa,False
541788,3,3,fenotipo,,nula,nula,False
544756,26,3,fenotipo,,nula,nula,False
544779,3,0,fenotipo,,nula,nula,False
545378,10,2,fenotipo,,nula,nula,False
548579,1,0,fenotipo,,nula,nula,False
548657,1,3,fenotipo,,nula,nula,False
550058,10,3,fenotipo,,nula,nula,False
554001,10,0,fenotipo,,nula,nula,False
554786,18,2,fenotipo,,nula,nula,False
555643,0,3,fenotipo,,nula,nula,False
556881,26,1,fenotipo,,nula,nula,False
557725,4,2,fenotipo,,nula,nula,False
558474,10,1,fenotipo,,nula,nula,False
559860,17,2,fenotipo,,informativa,informativa,False
562738,0,3,fenotipo,,nula,nula,False
564519,26,0,fenotipo,,nula,nula,False
565251,15,2,fenotipo,,nula,nula,False
566276,23,3,fenotipo,,nula,nula,False
566551,28,2,fenotipo,,informativa,informativa,False
567209,18,2,fenotipo,,nula,nula,False
571449,9,3,fenotipo,,nula,nula,False
572432,10,3,fenotipo,,nula,nula,False
572653,1,3,fenotipo,,nula,nula,False
572684,0,2,fenotipo,,no informativa,no informativa,False
573369,0,0,fenotipo,,nula,nula,False
574148,18,3,fenotipo,,nula,nula,False
574233,3,0,fenotipo,,no informativa,no informativa,False
576141,3,3,fenotipo,,no informativa,no informativa,False
581657,3,3,fenotipo,,nula,nula,False
585372,26,0,fenotipo,,nula,nula,False
586188,10,3,fenotipo,,no informativa,no informativa,False
588063,1,3,fenotipo,,informativa,informativa,False
589202,10,1,fenotipo,,nula,nula,False
590231,0,0,fenotipo,,nula,nula,False
591075,21,2,fenotipo,,informativa,informativa,False
593038,0,3,fenotipo,,nula,nula,False
594496,0,2,fenotipo,,no informativa,no informativa,False
599614,1,3,fenotipo,,nula,nula,False
601254,21,0,fenotipo,,nula,nula,False
603045,26,3,fenotipo,,nula,nula,False
603656,10,2,fenotipo,,nula,nula,False
606411,3,0,fenotipo,,nula,nula,False
607231,3,3,fenotipo,,nula,nula,False
608788,26,0,fenotipo,,nula,nula,False
609537,0,0,fenotipo,,nula,nula,False
610005,10,0,fenotipo,,nula,nula,False
612438,9,0,fenotipo,,nula,nula,False
615786,3,0,fenotipo,,no informativa,no informativa,False
615802,10,2,fenotipo,,nula,nula,False
620444,26,3,fenotipo,,nula,nula,False
621297,0,0,fenotipo,,nula,nula,False
622001,0,0,fenotipo,,nula,nula,False
622492,10,2,fenotipo,,nula,nula,False
622544,10,2,fenotipo,,nula,nula,False
624052,9,2,fenotipo,,nula,nula,False
625898,3,0,fenotipo,,no informativa,no informativa,False
626832,10,2,fenotipo,,nula,nula,False
628753,1,0,fenotipo,,nula,nula,False
628887,22,2,fenotipo,,nula,nula,False
630329,18,3,fenotipo,,nula,nula,False
630931,0,1,fenotipo,,nula,nula,False
631996,18,0,fenotipo,,nula,nula,False
638556,10,0,fenotipo,,nula,nula,False
641340,10,2,fenotipo,,no informativa,no informativa,False
643274,0,2,fenotipo,,nula,nula,False
646728,17,2,fenotipo,,nula,nula,False
649984,26,2,fenotipo,,nula,nula,False
653534,18,1,fenotipo,,nula,nula,False
654475,3,0,fenotipo,,nula,nula,False
654559,10,2,fenotipo,,nula,nula,False
655214,9,2,fenotipo,,nula,nula,False
656902,26,2,fenotipo,,nula,nula,False
660615,23,1,fenotipo,,no informativa,no informativa,False
661733,1,2,fenotipo,,no informativa,no informativa,False
664980,1,2,fenotipo,,nula,nula,False
671391,9,3,fenotipo,,informativa,informativa,False
674528,10,2,fenotipo,,nula,nula,False
675711,18,2,fenotipo,,nula,nula,False
677197,1,0,fenotipo,,nula,nula,False
677433,3,1,fenotipo,,nula,nula,False
680231,1,0,fenotipo,,nula,nula,False
681057,10,1,fenotipo,,nula,nula,False
682032,26,2,fenotipo,,nula,nula,False
682416,26,0,fenotipo,,no informativa,no informativa,False
685615,26,1,fenotipo,,nula,nula,False
686415,1,1,fenotipo,,nula,nula,False
690274,10,0,fenotipo,,nula,nula,False
692561,15,3,fenotipo,,nula,nula,False
693482,18,0,fenotipo,,nula,nula,False
694409,0,2,fenotipo,,nula,nula,False
694886,18,1,fenotipo,,nula,nula,False
695232,3,1,fenotipo,,no informativa,no informativa,False
695561,3,3,fenotipo,,no informativa,no informativa,False
696346,1,2,fenotipo,,nula,nula,False
696394,26,3,fenotipo,,nula,nula,False
697363,9,2,fenotipo,,nula,nula,False
697516,23,0,fenotipo,,no informativa,no informativa,False
698555,3,0,fenotipo,,nula,nula,False
699038,1,0,fenotipo,,nula,nula,False
700144,26,0,fenotipo,,nula,nula,False
701725,26,2,fenotipo,,nula,nula,False
702369,10,0,fenotipo,,nula,nula,False
702614,0,2,fenotipo,,no informativa,no informativa,False
706006,10,3,fenotipo,,nula,nula,False
707833,21,3,fenotipo,,nula,nula,False
712594,0,0,fenotipo,,nula,nula,False
712988,0,0,fenotipo,,no informativa,no informativa,False
721868,3,2,fenotipo,,no informativa,no informativa,False
724241,17,3,fenotipo,,nula,nula,False
724241,21,3,fenotipo,,nula,nula,False
727264,10,1,fenotipo,,nula,nula,False
728508,17,0,fenotipo,,nula,nula,False
730415,9,1,fenotipo,,nula,nula,False
731939,1,2,fenotipo,,nula,nula,False
737010,21,2,fenotipo,,no informativa,no informativa,False
737318,26,2,fenotipo,,no informativa,no informativa,False
738967,4,2,fenotipo,,nula,nula,False
742920,0,1,fenotipo,,nula,nula,False
745451,3,0,fenotipo,,nula,nula,False
745569,21,2,fenotipo,,nula,no informativa,False
748001,10,0,fenotipo,,nula,nula,False
749074,3,2,fenotipo,,nula,nula,False
750458,10,3,fenotipo,,nula,nula,False
750750,10,3,fenotipo,,nula,nula,False
754632,0,2,fenotipo,,no informativa,no informativa,False
757741,18,2,fenotipo,,nula,nula,False
757783,1,1,fenotipo,,nula,nula,False
758145,1,2,fenotipo,,nula,nula,False
759396,10,2,fenotipo,,no informativa,no informativa,False
759533,26,0,fenotipo,,nula,nula,False
764205,9,0,fenotipo,,no informativa,no informativa,False
765394,10,1,fenotipo,,no informativa,no informativa,False
767137,1,1,fenotipo,,nula,nula,False
768353,1,2,fenotipo,,nula,nula,False
770863,22,2,fenotipo,,nula,nula,False
771061,10,1,fenotipo,,nula,nula,False
774333,0,3,fenotipo,,nula,nula,False
774705,22,3,fenotipo,,nula,nula,False
776759,10,2,fenotipo,,nula,nula,False
777076,1,2,fenotipo,,nula,nula,False
777950,18,3,fenotipo,,nula,no informativa,False
779453,26,1,fenotipo,,nula,nula,False
781502,3,0,fenotipo,,nula,nula,False
781677,0,2,fenotipo,,nula,nula,False
782855,15,2,fenotipo,,nula,nula,False
786902,0,1,fenotipo,,nula,nula,False
787738,18,2,fenotipo,,informativa,informativa,False
789235,22,3,fenotipo,,nula,nula,False
794904,1,2,fenotipo,,nula,nula,False
795448,1,1,fenotipo,,nula,nula,False
795474,15,2,fenotipo,,nula,nula,False
795532,18,1,fenotipo,,no informativa,no informativa,False
796175,18,2,fenotipo,,nula,no informativa,False
796279,18,0,fenotipo,,nula,nula,False
796799,9,0,fenotipo,,nula,nula,False
799893,3,1,fenotipo,,nula,nula,False
800445,1,2,fenotipo,,nula,nula,False
800926,1,0,fenotipo,,nula,nula,False
801985,26,0,fenotipo,,nula,nula,False
803405,18,1,fenotipo,,no informativa,no informativa,False
806043,0,2,fenotipo,,nula,nula,False
806967,17,2,fenotipo,,no informativa,no informativa,False
808645,26,3,fenotipo,,nula,nula,False
809945,18,3,fenotipo,,nula,nula,False
814684,26,2,fenotipo,,informativa,informativa,False
824633,0,3,fenotipo,,no informativa,no informativa,False
824724,26,3,fenotipo,,nula,nula,False
828632,1,0,fenotipo,,nula,nula,False
