drug,cluster_id
692702,165088
739908,165088
202731,165088
432485,165088
2651,165088
753557,165088
289060,165088
800890,165088
319912,165088
489315,165088
17869,165088
559852,165088
301511,165088
472715,165088
734533,165088
384835,165088
378286,165088
728335,165088
131967,165088
353360,165088
512343,165088
672375,165088
484600,165088
547460,165088
636188,165088
242629,165088
288747,165088
99133,165088
153541,165088
386583,165088
178342,165088
816350,165088
159425,165088
765347,165088
572965,165088
90128,165088
245667,165088
350087,165088
610661,165088
637393,165088
662308,165088
81139,165088
455265,165088
586525,165088
704044,165088
452402,165088
303862,165088
317,165088
277959,165088
485338,165088
713539,165088
790633,165088
342897,165088
537719,165088
43180,165088
628261,165088
815792,165088
478367,165088
158937,165088
100862,165088
466633,165088
104258,165088
607842,165088
731481,165088
305417,165088
4972,165088
729205,165088
505656,165088
200286,165088
779215,165088
101692,165088
378394,165088
531458,165088
274740,165088
213342,165088
455621,165088
820069,165088
818074,165088
105339,165088
106802,165088
422795,165088
339381,165088
763154,165088
559404,165088
341759,165088
454588,165088
830410,165088
163141,165088
442411,165088
385875,165088
20864,165088
550830,165088
271043,165088
755309,165088
595905,165088
324637,165088
431128,165088
807035,165088
211695,165088
778348,165088
593102,165088
86162,165088
10759,165088
813347,165088
752019,165088
564696,165088
670784,165088
530531,165088
159896,165088
773061,165088
202758,165088
751343,165088
363242,165088
353953,165088
119288,165088
561733,165088
742679,165088
114578,165088
682698,165088
793210,165088
554074,165088
596853,165088
96250,165088
132297,165088
475407,165088
115277,165088
317142,165088
340825,165088
323365,165088
101645,165088
362186,165088
571516,165088
277923,165088
319137,165088
430698,165088
142777,165088
750832,165088
272431,165088
802292,165088
548563,165088
140050,165088
585932,165088
593459,165088
252502,165088
693967,165088
347272,165088
227971,165088
513185,165088
461978,165088
208475,165088
209451,165088
258822,165088
395823,165088
83212,165088
507283,165088
444845,165088
54897,165088
165821,165088
703671,165088
127886,165088
216774,165088
170380,165088
455973,165088
332443,165088
305326,165088
562712,165088
459570,165088
737454,165088
794362,165088
8105,165088
41471,165088
409477,165088
448326,165088
513667,165088
557156,165088
683241,165088
472485,165088
257189,165088
242137,165088
268070,165088
415020,165088
715593,165088
747435,165088
604458,165088
50606,165088
388992,165088
134652,165088
499427,165088
551907,165088
349156,165088
231464,165088
773302,165088
544993,165088
1341,165088
795736,165088
264540,165088
460365,165088
232929,165088
424415,165088
708948,165088
387294,165088
122620,165088
228395,165088
108143,165088
481147,165088
558428,165088
744544,165088
668647,165088
104431,165088
6412,165088
292364,165088
763869,165088
407783,165088
487610,165088
733244,165088
156187,165088
503756,165088
527694,165088
13492,165088
344231,165088
263209,165088
88008,165088
816484,165088
402663,165088
103962,165088
43227,165088
745833,165088
532677,165088
628152,165088
374288,165088
111950,165088
46223,165088
483450,165088
483857,165088
389811,165088
230060,165088
157683,165088
28318,165088
815656,165088
298376,165088
822409,165088
244140,165088
354045,165088
6245,165088
38702,165088
577717,165088
780813,165088
132464,165088
379049,165088
311660,165088
38443,165088
499626,165088
807807,165088
606661,165088
801004,165088
426228,165088
515339,165088
629551,165088
504538,165088
63961,165088
189663,165088
258163,165088
135308,165088
691822,165088
26777,165088
283076,165088
765067,165088
431733,165088
407801,165088
534285,165088
210882,165088
294856,165088
70063,165088
540971,165088
7838,165088
555995,165088
376862,165088
389260,165088
236722,165088
791764,165088
675941,165088
517322,165088
729346,165088
602516,165088
299488,165088
341104,165088
359288,165088
527496,165088
432972,165088
40200,165088
84263,165088
350474,165088
52441,165088
659059,165088
474718,165088
758994,165088
457325,165088
10390,165088
680095,165088
204529,165088
18642,165088
434258,165088
46057,165088
541204,165088
255362,165088
812229,165088
232037,165088
531478,165088
537973,165088
337108,165088
28928,165088
335713,165088
149350,165088
578190,165088
825525,165088
656678,165088
684762,165088
631474,165088
276120,165088
119770,165088
351140,165088
689275,165088
485821,165088
510977,165088
638370,165088
825359,165088
452766,165088
265895,267332
755763,267332
315164,267332
409605,267332
731553,267332
10457,267332
760556,267332
411283,267332
6615,267332
653154,267332
687849,267332
315405,267332
631490,267332
799412,267332
96930,267332
817898,267332
565716,267332
367419,267332
704367,267332
468614,267332
195091,267332
153135,267332
480587,267332
294901,267332
624101,267332
551199,267332
719882,267332
604426,267332
24980,267332
