drug_id,sp_id,activity_tag,publication_year,cluster_consistent
56855,26,1,-1,1
2472,26,1,-1,1
501718,26,1,-1,1
678478,26,1,-1,1
173449,26,1,-1,1
305445,26,1,-1,1
360370,26,1,-1,1
357734,26,1,-1,1
317892,26,1,-1,1
192215,26,1,-1,1
193794,26,1,-1,1
543980,26,1,-1,1
614434,26,1,-1,1
759810,26,1,-1,1
673424,26,1,-1,1
542561,26,1,-1,1
691331,26,1,-1,1
629711,26,1,-1,1
635955,26,1,-1,1
688909,26,1,-1,1
219504,26,1,-1,1
595506,26,1,-1,1
733895,26,1,-1,1
778943,26,1,-1,1
19469,26,1,-1,1
604125,26,1,-1,1
366013,26,1,-1,1
51816,26,1,-1,1
620187,26,1,-1,1
682219,26,1,-1,1
228170,26,1,-1,1
785036,26,1,-1,1
87085,26,1,-1,1
478461,26,1,-1,1
394987,26,1,-1,1
91910,26,1,-1,1
401399,26,1,-1,1
343916,26,1,-1,1
105561,26,1,-1,1
64914,26,1,-1,1
94690,26,1,-1,1
289553,26,1,-1,1
317814,26,1,-1,1
635015,25,1,2019,1
635015,1,1,2019,1
635015,26,1,-1,1
635015,5,1,2019,1
183933,26,1,-1,1
707296,26,1,-1,1
282784,26,1,-1,1
64861,26,1,-1,1
186900,26,1,-1,1
747177,26,1,-1,1
658048,26,1,-1,1
755500,26,1,-1,1
288718,26,1,-1,1
393370,26,1,-1,1
234428,26,1,-1,1
641652,26,1,-1,1
807650,26,1,-1,1
285751,26,1,-1,1
686755,26,1,-1,1
609193,26,1,-1,1
342189,26,1,-1,1
287024,26,1,-1,1
528046,26,1,-1,1
359044,26,1,-1,1
504667,26,1,-1,1
614488,26,1,-1,1
263850,26,1,-1,1
748682,26,1,-1,1
592885,26,1,-1,1
68952,26,1,-1,1
245678,26,1,-1,1
214077,26,1,-1,1
727113,26,1,-1,1
158367,26,1,-1,1
700912,26,1,-1,1
540553,26,1,-1,1
399720,26,1,-1,1
52469,26,1,-1,1
52469,10,1,-1,1
667940,26,1,-1,1
649903,26,1,-1,1
433254,26,1,-1,1
69400,26,1,-1,1
211690,26,1,-1,1
605488,26,1,-1,1
525291,26,1,-1,1
142177,26,1,-1,1
141320,26,1,-1,1
124880,26,1,-1,1
418316,26,1,-1,1
231719,26,1,-1,1
454447,26,1,-1,1
494123,26,1,-1,1
21626,26,1,-1,1
700348,26,1,-1,1
3260,26,1,-1,1
45095,26,1,-1,1
315273,26,1,-1,1
372185,26,1,-1,1
207405,26,1,-1,1
428961,26,1,-1,1
757984,26,1,-1,1
576790,26,1,-1,1
421841,26,1,-1,1
595957,26,1,-1,1
548302,26,1,-1,1
317125,26,1,-1,1
600532,26,1,-1,1
581623,26,1,-1,1
581623,10,1,-1,1
13895,26,1,-1,1
347204,26,1,-1,1
347204,10,1,-1,1
250516,26,1,-1,1
352239,26,1,2008,1
556859,26,1,-1,1
597934,26,1,-1,1
55496,26,1,-1,1
434111,26,1,-1,1
188657,26,1,-1,1
244659,26,1,-1,1
808129,26,1,-1,1
530578,26,1,-1,1
526741,26,1,-1,1
772190,26,1,-1,1
597466,26,1,-1,1
564918,26,1,-1,1
401903,26,1,-1,1
779758,26,1,-1,1
227671,26,1,-1,1
43891,26,1,-1,1
122030,26,1,-1,1
266413,26,1,-1,1
252948,26,1,-1,1
824982,26,1,-1,1
260316,26,1,-1,1
275852,26,1,-1,1
374000,26,1,-1,1
504247,26,1,-1,1
208713,26,1,-1,1
508526,26,1,-1,1
405934,26,1,-1,1
382537,26,1,-1,1
788189,26,1,-1,1
415627,26,1,-1,1
399668,26,1,-1,1
427087,26,1,-1,1
312518,26,1,-1,1
363265,26,1,-1,1
363265,10,1,-1,1
363265,15,1,2016,1
762698,26,1,-1,1
762698,10,3,-1,1
409132,26,1,-1,1
327104,26,1,-1,1
493306,26,1,-1,1
469708,26,1,-1,1
469708,10,3,-1,1
722285,26,1,-1,1
672778,26,1,-1,1
735294,26,1,-1,1
279937,26,1,-1,1
715072,26,1,-1,1
715072,10,1,-1,1
689653,26,1,-1,1
671,26,1,-1,1
403620,26,1,-1,1
108075,26,1,-1,1
65647,26,1,-1,1
95698,26,1,-1,1
194689,26,1,-1,1
29763,26,1,-1,1
368990,26,1,-1,1
290955,26,1,-1,1
524976,26,1,-1,1
310786,26,1,-1,1
229563,26,1,-1,1
187196,26,1,-1,1
295391,26,1,-1,1
597175,26,1,-1,1
411330,26,1,-1,1
746017,26,1,-1,1
47933,26,1,-1,1
574750,26,1,-1,1
111939,26,1,-1,1
80714,26,1,-1,1
308652,26,1,-1,1
258763,26,1,-1,1
112755,26,1,-1,1
821297,26,1,-1,1
266217,26,1,-1,1
610979,26,1,-1,1
617271,26,1,-1,1
346347,26,1,-1,1
318062,26,1,-1,1
74217,26,1,-1,1
55829,26,1,-1,1
40149,26,1,-1,1
477089,3,1,2000,1
362417,26,1,-1,1
805073,26,1,-1,1
37596,26,1,-1,1
308912,26,1,-1,1
97864,26,1,-1,1
799980,26,1,-1,1
738209,26,1,-1,1
580425,26,1,-1,1
276661,26,1,-1,1
273175,26,1,-1,1
223202,26,1,-1,1
278993,26,1,-1,1
759298,26,1,-1,1
651942,26,1,-1,1
181310,26,1,-1,1
102340,26,1,-1,1
491209,26,1,-1,1
182159,26,1,-1,1
755647,26,1,-1,1
760718,26,1,-1,1
5325,26,1,-1,1
716822,26,1,-1,1
221942,26,1,-1,1
221942,10,1,-1,1
520581,26,1,-1,1
336356,26,1,-1,1
574028,26,1,-1,1
416071,26,1,-1,1
813607,26,1,-1,1
505047,26,1,-1,1
34294,26,1,-1,1
410379,26,1,-1,1
684321,26,1,-1,1
718402,26,1,-1,1
574676,26,1,-1,1
211946,26,1,-1,1
675733,26,1,-1,1
442401,26,1,-1,1
31820,26,1,-1,1
515165,26,1,-1,1
438010,26,1,-1,1
657285,26,1,-1,1
499333,26,1,-1,1
9923,26,1,-1,1
76936,26,1,-1,1
123843,26,1,-1,1
198112,26,1,-1,1
790391,26,1,-1,1
475301,26,1,-1,1
754833,26,1,-1,1
502637,26,1,-1,1
531701,26,1,-1,1
491014,26,1,-1,1
157376,26,1,-1,1
509882,26,1,-1,1
418182,26,1,-1,1
394956,26,1,-1,1
770331,26,1,-1,1
306728,26,1,-1,1
88292,26,1,-1,1
387788,26,1,-1,1
507690,26,1,-1,1
783758,26,1,-1,1
825370,26,1,-1,1
74092,26,1,-1,1
537196,26,1,-1,1
432141,26,1,-1,1
358204,26,1,-1,1
712974,26,1,-1,1
692803,26,1,-1,1
7634,26,1,-1,1
152913,26,1,-1,1
451418,26,1,-1,1
513961,26,1,-1,1
209152,26,1,-1,1
443379,26,1,-1,1
412503,26,1,-1,1
127165,26,1,-1,1
13423,26,1,-1,1
72750,26,1,-1,1
57704,26,1,-1,1
511303,26,1,-1,1
373762,26,1,-1,1
120737,26,1,-1,1
732205,26,1,-1,1
544071,26,1,-1,1
688196,26,1,-1,1
53407,26,1,-1,1
119190,26,1,-1,1
266936,26,1,-1,1
60364,26,1,-1,1
327400,26,1,-1,1
29793,26,1,-1,1
777636,26,1,-1,1
194452,26,1,-1,1
491928,26,1,-1,1
347764,26,1,-1,1
243622,26,1,-1,1
567738,26,1,-1,1
590786,26,1,-1,1
571650,26,1,-1,1
424453,26,1,-1,1
171293,26,1,-1,1
70634,26,1,-1,1
820565,26,1,-1,1
700570,26,1,-1,1
446406,26,1,-1,1
181036,26,1,-1,1
183908,26,1,-1,1
583781,26,1,-1,1
772152,26,1,-1,1
637439,26,1,-1,1
378534,26,1,-1,1
74204,26,1,-1,1
799807,26,1,-1,1
552275,26,1,-1,1
101807,26,1,-1,1
321912,26,1,-1,1
271047,26,1,-1,1
619629,26,1,-1,1
281673,26,1,-1,1
697768,26,1,-1,1
17704,26,1,-1,1
764434,26,1,-1,1
172036,26,1,-1,1
752795,26,1,-1,1
500115,26,1,-1,1
675854,26,1,-1,1
632478,26,1,-1,1
289385,26,1,-1,1
497958,26,1,-1,1
305476,26,1,-1,1
464034,26,1,-1,1
319170,26,1,-1,1
38327,26,1,-1,1
674750,26,1,-1,1
166193,26,1,-1,1
719992,26,1,-1,1
30207,26,1,-1,1
464752,26,1,-1,1
264917,26,1,-1,1
92636,26,1,-1,1
92636,10,1,-1,1
442236,26,1,-1,1
61199,26,1,-1,1
245746,26,1,-1,1
7680,26,1,-1,1
748371,26,1,-1,1
726648,26,1,-1,1
472640,26,1,-1,1
114637,26,1,-1,1
262295,26,1,-1,1
449500,26,1,-1,1
819198,26,1,-1,1
298097,26,1,-1,1
273364,26,1,-1,1
525404,26,1,-1,1
479554,26,1,-1,1
727907,26,1,-1,1
540431,26,1,-1,1
734198,26,1,-1,1
36915,26,1,-1,1
177750,26,1,-1,1
414641,26,1,-1,1
117086,26,1,-1,1
6398,26,1,-1,1
401842,26,1,-1,1
38534,26,1,-1,1
462237,26,1,-1,1
108674,26,1,-1,1
15579,26,1,-1,1
688226,26,1,-1,1
749399,26,1,-1,1
281044,26,1,-1,1
105241,26,1,-1,1
471452,26,1,-1,1
646736,26,1,-1,1
214616,26,1,-1,1
132370,26,1,-1,1
195155,26,1,-1,1
4629,26,1,-1,1
546574,26,1,-1,1
355523,26,1,-1,1
193029,26,1,-1,1
598795,26,1,-1,1
217451,26,1,-1,1
606845,26,1,-1,1
819786,26,1,-1,1
732335,26,1,-1,1
76503,26,1,-1,1
76503,10,1,-1,1
239029,26,1,-1,1
263155,26,1,-1,1
649984,26,1,-1,1
513391,26,1,-1,1
344822,26,1,-1,1
497518,26,1,-1,1
673076,26,1,-1,1
442911,26,1,-1,1
381466,26,1,-1,1
7035,26,1,-1,1
7035,10,1,-1,1
378477,26,1,-1,1
651433,26,1,-1,1
176255,26,1,-1,1
276246,26,1,-1,1
794455,26,1,-1,1
708932,26,1,-1,1
192156,26,1,-1,1
64409,26,1,-1,1
777083,26,1,-1,1
162778,26,1,-1,1
494990,26,1,-1,1
286998,26,1,-1,1
825426,26,1,-1,1
622307,26,1,-1,1
24556,26,1,-1,1
441002,26,1,-1,1
754047,26,1,-1,1
371259,26,1,-1,1
290147,26,1,-1,1
27807,26,1,-1,1
823966,26,1,-1,1
613127,26,1,-1,1
333315,26,1,-1,1
410922,26,1,-1,1
618478,26,1,-1,1
60605,26,1,-1,1
113246,26,1,-1,1
464517,26,1,-1,1
366902,26,1,-1,1
118432,26,1,-1,1
636295,26,1,-1,1
607210,26,1,-1,1
116476,26,1,-1,1
59594,26,1,-1,1
471802,26,1,-1,1
621905,26,1,-1,1
72256,26,1,-1,1
773297,26,1,-1,1
193838,26,1,-1,1
193838,10,3,-1,1
332540,26,1,-1,1
245360,26,1,-1,1
472114,26,1,-1,1
955,26,1,-1,1
438691,26,1,-1,1
250106,26,1,-1,1
21747,26,1,-1,1
505352,26,1,-1,1
707993,26,1,-1,1
404301,26,1,-1,1
712415,26,1,-1,1
343533,26,1,-1,1
536975,26,1,-1,1
800705,26,1,-1,1
277297,18,1,1999,1
723726,26,1,-1,1
97305,26,1,-1,1
112546,26,1,-1,1
474666,26,1,-1,1
402912,26,1,-1,1
25666,26,1,-1,1
564836,26,1,-1,1
683448,26,1,-1,1
661775,26,1,-1,1
752545,26,1,-1,1
437281,26,1,-1,1
197547,26,1,-1,1
241387,26,1,-1,1
119005,26,1,-1,1
44390,26,1,-1,1
9459,26,1,-1,1
422745,26,1,-1,1
134645,26,1,-1,1
190126,26,1,-1,1
115607,26,1,-1,1
560023,26,1,-1,1
643146,26,1,-1,1
46254,26,1,-1,1
382706,26,1,-1,1
698819,26,1,-1,1
529366,26,1,-1,1
419507,26,1,-1,1
362148,26,1,-1,1
204952,26,1,-1,1
295541,26,1,-1,1
402065,26,1,-1,1
690216,26,1,-1,1
244655,26,1,-1,1
804989,26,1,-1,1
585228,26,1,-1,1
218408,26,1,-1,1
534772,26,1,-1,1
791762,26,1,-1,1
718396,26,1,-1,1
666808,26,1,-1,1
614063,26,1,-1,1
432378,26,1,-1,1
263288,26,1,-1,1
464071,26,1,-1,1
539377,26,1,-1,1
658619,26,1,-1,1
663709,26,1,-1,1
60151,26,1,-1,1
347571,26,1,-1,1
283939,26,1,-1,1
735421,26,1,-1,1
22311,26,1,-1,1
519927,26,1,-1,1
145556,26,1,-1,1
674700,26,1,-1,1
84597,26,1,-1,1
145537,26,1,-1,1
145537,10,1,-1,1
106211,26,1,-1,1
246935,26,1,-1,1
111673,26,1,-1,1
214578,26,1,-1,1
435907,26,1,-1,1
450151,26,1,-1,1
723510,26,1,-1,1
723510,10,1,-1,1
516876,26,1,-1,1
201790,26,1,-1,1
179885,26,1,-1,1
464193,26,1,-1,1
583195,26,1,-1,1
234998,26,1,-1,1
413664,26,1,-1,1
403725,26,1,-1,1
316006,26,1,-1,1
359733,26,1,-1,1
197738,26,1,-1,1
501047,26,1,-1,1
736466,26,1,-1,1
703369,26,1,-1,1
89230,26,1,-1,1
212181,26,1,-1,1
170387,26,1,-1,1
453959,26,1,-1,1
409573,26,1,-1,1
125299,26,1,-1,1
285044,26,1,-1,1
475265,26,1,-1,1
51428,26,1,-1,1
793639,26,1,-1,1
132531,26,1,-1,1
218370,26,1,-1,1
18336,26,1,-1,1
8579,26,1,-1,1
139721,26,1,-1,1
27308,26,1,-1,1
80806,26,1,-1,1
562942,26,1,-1,1
332677,26,1,2022,1
286753,26,1,-1,1
670028,26,1,-1,1
13138,26,1,-1,1
91384,26,1,-1,1
322557,26,1,-1,1
322557,10,1,-1,1
85659,26,1,-1,1
513406,26,1,-1,1
538917,26,1,-1,1
663414,26,1,-1,1
483253,26,1,-1,1
788885,26,1,-1,1
796638,26,1,-1,1
44035,26,1,-1,1
202247,26,1,-1,1
697895,26,1,-1,1
299505,26,1,-1,1
102461,26,1,-1,1
244131,26,1,-1,1
186576,26,1,-1,1
825640,26,1,-1,1
126439,26,1,-1,1
126439,10,3,-1,1
239206,26,1,-1,1
179914,26,1,-1,1
708014,26,1,-1,1
627520,26,1,-1,1
769647,26,1,-1,1
258181,26,1,-1,1
111327,26,1,-1,1
195622,26,1,-1,1
311815,26,1,-1,1
462257,26,1,-1,1
232121,26,1,-1,1
803306,26,1,-1,1
269736,26,1,-1,1
794028,26,1,-1,1
293605,26,1,-1,1
247345,26,1,-1,1
710013,26,1,-1,1
293582,26,1,-1,1
150937,26,1,-1,1
751675,26,1,-1,1
243953,26,1,-1,1
384752,26,1,-1,1
808973,26,1,-1,1
417463,26,1,-1,1
417463,10,1,-1,1
724826,26,1,-1,1
578018,26,1,-1,1
285470,26,1,-1,1
212049,26,1,-1,1
106193,26,1,-1,1
306899,26,1,-1,1
131739,26,1,-1,1
441266,26,1,-1,1
158054,26,1,-1,1
43410,26,1,-1,1
150452,26,1,-1,1
227997,26,1,-1,1
548479,26,1,-1,1
733787,26,1,-1,1
678528,26,1,-1,1
240511,26,1,-1,1
115885,26,1,-1,1
208826,26,1,-1,1
489405,26,1,-1,1
244487,26,1,-1,1
274742,26,1,-1,1
652092,26,1,-1,1
785766,26,1,-1,1
635503,26,1,-1,1
617464,26,1,-1,1
257164,26,1,-1,1
7644,26,1,-1,1
86270,26,1,-1,1
709794,26,1,-1,1
655447,26,1,-1,1
30648,26,1,-1,1
278658,26,1,-1,1
635735,26,1,-1,1
687789,26,1,-1,1
635854,26,1,-1,1
573385,26,1,-1,1
801947,26,1,-1,1
327181,10,1,-1,1
829061,26,1,-1,1
24575,26,1,-1,1
380183,26,1,-1,1
540822,26,1,-1,1
420154,26,1,-1,1
797884,26,1,-1,1
809421,26,1,-1,1
100863,26,1,-1,1
121602,26,1,-1,1
412662,26,1,-1,1
601071,26,1,-1,1
30770,26,1,-1,1
189771,26,1,-1,1
709984,26,1,-1,1
304652,26,1,-1,1
742066,26,1,-1,1
361822,26,1,-1,1
120654,26,1,-1,1
518569,26,1,-1,1
59881,26,1,-1,1
576300,26,1,-1,1
512025,26,1,-1,1
114764,26,1,-1,1
430285,26,1,-1,1
404155,26,1,-1,1
109012,26,1,-1,1
461023,26,1,-1,1
766747,26,1,-1,1
361688,26,1,-1,1
108950,26,1,-1,1
297099,26,1,-1,1
401573,26,1,-1,1
145386,26,1,-1,1
262596,26,1,-1,1
203736,26,1,-1,1
361407,26,1,-1,1
598333,26,1,-1,1
542940,26,1,-1,1
571441,26,1,-1,1
218293,26,1,-1,1
587276,26,1,-1,1
118817,26,1,-1,1
569426,26,1,-1,1
62644,26,1,-1,1
767393,26,1,-1,1
255109,26,1,-1,1
30463,26,1,-1,1
731897,26,1,-1,1
494601,26,1,-1,1
753275,26,1,-1,1
628661,26,1,-1,1
420365,26,1,-1,1
411923,26,1,-1,1
727258,26,1,-1,1
291317,26,1,-1,1
102724,26,1,-1,1
615614,26,1,-1,1
141849,26,1,-1,1
326319,26,1,-1,1
505905,26,1,-1,1
500347,26,1,-1,1
328915,26,1,-1,1
812506,26,1,-1,1
338058,26,1,-1,1
685330,26,1,-1,1
316445,26,1,-1,1
398218,26,1,-1,1
128418,26,1,-1,1
743526,26,1,-1,1
568603,26,1,-1,1
651304,26,1,-1,1
499566,26,1,-1,1
714782,26,1,-1,1
617050,26,1,-1,1
776613,26,1,-1,1
745972,26,1,-1,1
135438,26,1,-1,1
135438,10,1,-1,1
411699,26,1,-1,1
644157,26,1,-1,1
504781,26,1,-1,1
472498,26,1,-1,1
88982,26,1,-1,1
317716,26,1,-1,1
800801,26,1,-1,1
758871,26,1,-1,1
211514,26,1,-1,1
815900,26,1,-1,1
337469,26,1,-1,1
557877,26,1,-1,1
170848,26,1,-1,1
696393,26,1,-1,1
70986,26,1,-1,1
735377,26,1,-1,1
209805,26,1,-1,1
216480,26,1,-1,1
630271,26,1,-1,1
258783,26,1,-1,1
179585,26,1,-1,1
244581,26,1,-1,1
38465,26,1,-1,1
232207,26,1,-1,1
640343,26,1,-1,1
96051,26,1,-1,1
814775,26,1,-1,1
404228,26,1,-1,1
204641,26,1,-1,1
448560,26,1,-1,1
65182,26,1,-1,1
174216,26,1,-1,1
389647,26,1,-1,1
375627,5,1,1999,1
176614,26,1,-1,1
178987,26,1,-1,1
98772,26,1,-1,1
317049,26,1,-1,1
292533,26,1,-1,1
746644,26,1,-1,1
83887,26,1,-1,1
776980,26,1,-1,1
376293,26,1,-1,1
576270,26,1,-1,1
649193,26,1,-1,1
314397,26,1,-1,1
735745,26,1,-1,1
286374,26,1,-1,1
557667,26,1,-1,1
432155,26,1,-1,1
357899,26,1,-1,1
686412,26,1,-1,1
712504,26,1,-1,1
376745,26,1,-1,1
476188,26,1,-1,1
104600,26,1,-1,1
696631,26,1,-1,1
773603,26,1,-1,1
9883,26,1,-1,1
88052,26,1,-1,1
407796,26,1,-1,1
388692,26,1,-1,1
634176,26,1,-1,1
605506,26,1,-1,1
439954,26,1,-1,1
745730,26,1,-1,1
65497,26,1,-1,1
353629,26,1,-1,1
353629,10,1,-1,1
117078,26,1,-1,1
74126,26,1,-1,1
650741,26,1,-1,1
298595,26,1,-1,1
805275,26,1,-1,1
569546,26,1,-1,1
83119,26,1,-1,1
448343,26,1,-1,1
9376,26,1,-1,1
700531,26,1,-1,1
422699,26,1,-1,1
803974,26,1,-1,1
210639,26,1,-1,1
298687,26,1,-1,1
677046,26,1,-1,1
64685,26,1,-1,1
612243,26,1,-1,1
310479,26,1,-1,1
640444,26,1,-1,1
99401,26,1,-1,1
8231,26,1,-1,1
727608,26,1,-1,1
44073,26,1,-1,1
429866,26,1,-1,1
735613,26,1,-1,1
507539,26,1,-1,1
426864,26,1,-1,1
400843,26,1,-1,1
272958,26,1,-1,1
183814,26,1,-1,1
183814,10,1,-1,1
644346,26,1,-1,1
38530,26,1,-1,1
44144,26,1,-1,1
789526,26,1,-1,1
699485,26,1,-1,1
360820,26,1,-1,1
425308,26,1,-1,1
59620,26,1,-1,1
137299,26,1,-1,1
760756,26,1,-1,1
221245,26,1,-1,1
172001,26,1,-1,1
378672,26,1,-1,1
378672,10,3,-1,1
135734,10,1,-1,1
548815,26,1,-1,1
275020,26,1,-1,1
170121,26,1,-1,1
740956,26,1,-1,1
317450,26,1,-1,1
539020,26,1,-1,1
811952,26,1,-1,1
772550,26,1,-1,1
182560,26,1,-1,1
367058,26,1,-1,1
454189,26,1,-1,1
815360,26,1,-1,1
435164,26,1,-1,1
196668,26,1,-1,1
366734,26,1,-1,1
461709,26,1,-1,1
84375,26,1,-1,1
452234,26,1,-1,1
427351,26,1,-1,1
966,26,1,-1,1
590257,26,1,-1,1
226506,26,1,-1,1
282540,26,1,-1,1
17182,26,1,-1,1
571922,26,1,-1,1
454835,26,1,-1,1
84153,26,1,-1,1
464696,26,1,-1,1
628288,26,1,-1,1
664431,26,1,-1,1
128239,26,1,-1,1
728939,26,1,-1,1
195431,26,1,-1,1
464095,26,1,-1,1
85973,26,1,-1,1
424404,26,1,-1,1
32818,26,1,-1,1
413027,26,1,-1,1
441090,26,1,-1,1
255182,26,1,-1,1
622676,26,1,-1,1
779829,26,1,-1,1
473245,26,1,-1,1
128550,26,1,-1,1
438520,26,1,-1,1
793831,26,1,-1,1
313217,26,1,-1,1
783677,26,1,-1,1
649604,26,1,-1,1
762160,26,1,-1,1
242347,26,1,-1,1
215274,26,1,-1,1
133943,26,1,-1,1
546430,26,1,-1,1
289067,26,1,-1,1
349301,26,1,-1,1
450315,26,1,-1,1
455948,26,1,-1,1
786415,26,1,-1,1
682900,26,1,-1,1
256954,26,1,-1,1
134369,26,1,-1,1
455950,26,1,-1,1
631936,26,1,-1,1
757194,26,1,-1,1
773078,26,1,-1,1
330591,26,1,-1,1
797478,25,1,-1,1
797478,1,1,-1,1
797478,13,1,-1,1
797478,26,1,-1,1
797478,5,1,-1,1
525684,26,1,-1,1
505529,26,1,-1,1
480662,26,1,-1,1
775764,26,1,-1,1
760930,26,1,-1,1
531355,26,1,-1,1
101333,26,1,-1,1
90760,26,1,-1,1
685944,26,1,-1,1
26419,26,1,-1,1
26419,10,1,-1,1
423977,26,1,-1,1
175768,26,1,-1,1
287839,26,1,-1,1
176976,26,1,-1,1
311256,26,1,-1,1
168482,26,1,-1,1
766915,26,1,-1,1
123179,26,1,-1,1
363612,26,1,-1,1
830486,26,1,-1,1
116044,26,1,-1,1
598068,26,1,-1,1
667345,25,1,-1,1
667345,1,1,-1,1
667345,13,1,-1,1
667345,26,1,-1,1
667345,5,1,-1,1
498085,26,1,-1,1
121515,26,1,-1,1
709735,26,1,-1,1
457352,26,1,-1,1
737582,26,1,-1,1
8723,26,1,-1,1
370715,26,1,-1,1
366703,26,1,-1,1
773987,26,1,-1,1
814888,26,1,-1,1
33788,10,1,-1,1
33961,26,1,-1,1
646565,26,1,-1,1
74455,26,1,-1,1
717856,26,1,-1,1
821925,26,1,-1,1
76543,26,1,-1,1
610011,26,1,-1,1
54645,26,1,-1,1
531353,26,1,-1,1
45229,26,1,-1,1
818236,26,1,-1,1
133360,26,1,-1,1
135024,26,1,-1,1
117498,26,1,-1,1
819943,26,1,-1,1
399584,26,1,-1,1
664990,26,1,-1,1
136149,26,1,-1,1
543222,26,1,-1,1
543222,10,1,-1,1
468624,26,1,-1,1
428127,26,1,-1,1
706329,26,1,-1,1
67662,26,1,-1,1
491253,26,1,-1,1
235419,26,1,-1,1
325713,26,1,-1,1
585923,26,1,-1,1
79157,26,1,-1,1
206925,26,1,-1,1
558340,26,1,-1,1
594324,26,1,-1,1
94736,26,1,-1,1
603836,26,1,-1,1
298502,26,1,-1,1
635135,26,1,-1,1
295341,26,1,-1,1
287363,26,1,-1,1
31259,26,1,-1,1
815901,26,1,-1,1
132491,26,1,-1,1
26667,26,1,-1,1
709963,26,1,-1,1
13996,26,1,-1,1
826664,26,1,-1,1
766081,26,1,-1,1
551393,26,1,-1,1
392836,26,1,-1,1
169196,26,1,-1,1
344859,26,1,-1,1
21839,26,1,-1,1
791495,26,1,-1,1
112023,26,1,-1,1
9624,26,1,-1,1
256215,26,1,-1,1
709488,26,1,-1,1
790113,26,1,-1,1
784398,26,1,-1,1
304320,26,1,-1,1
255230,26,1,-1,1
205106,26,1,-1,1
14942,26,1,-1,1
740633,26,1,-1,1
744578,26,1,-1,1
367211,26,1,-1,1
63529,26,1,-1,1
705591,26,1,-1,1
222417,26,1,-1,1
819005,26,1,-1,1
163071,26,1,-1,1
163071,10,2,-1,1
235898,26,1,-1,1
263398,10,1,-1,1
812814,26,1,-1,1
693212,26,1,-1,1
438523,26,1,-1,1
303503,26,1,-1,1
67589,26,1,-1,1
44471,26,1,-1,1
509548,26,1,-1,1
264626,26,1,-1,1
623389,26,1,-1,1
465153,26,1,-1,1
663891,26,1,-1,1
227957,26,1,-1,1
815153,26,1,-1,1
594281,26,1,-1,1
218326,26,1,-1,1
642512,26,1,-1,1
129263,26,1,-1,1
166653,26,1,-1,1
479201,26,1,-1,1
377013,26,1,-1,1
779147,26,1,-1,1
769426,26,1,-1,1
759878,26,1,-1,1
126048,26,1,-1,1
672040,26,1,-1,1
475717,26,1,-1,1
151934,26,1,-1,1
126503,26,1,-1,1
104079,10,2,-1,1
828629,26,1,-1,1
143799,26,1,-1,1
215515,26,1,-1,1
59627,26,1,-1,1
420096,26,1,-1,1
794157,26,1,-1,1
783036,26,1,-1,1
152521,26,1,-1,1
404573,26,1,-1,1
520025,10,1,-1,1
797299,26,1,-1,1
1623,26,1,-1,1
77171,26,1,-1,1
105963,26,1,-1,1
117438,26,1,-1,1
464410,26,1,-1,1
460715,26,1,-1,1
460715,10,3,-1,1
256796,26,1,-1,1
23480,26,1,-1,1
83471,26,1,-1,1
107866,26,1,-1,1
244472,26,1,-1,1
100517,26,1,-1,1
638467,26,1,-1,1
198425,26,1,-1,1
682433,26,1,-1,1
224251,26,1,-1,1
175486,26,1,-1,1
466705,26,1,-1,1
433451,26,1,-1,1
302036,26,1,-1,1
636955,26,1,-1,1
414489,26,1,-1,1
531392,1,1,1992,1
531392,13,1,1992,1
531392,5,1,1992,1
822961,26,1,-1,1
170026,26,1,-1,1
697286,26,1,-1,1
678546,26,1,-1,1
260733,26,1,-1,1
588843,26,1,-1,1
517150,26,1,-1,1
767982,26,1,-1,1
680877,26,1,-1,1
682574,26,1,-1,1
803111,26,1,-1,1
456851,26,1,-1,1
362390,26,1,-1,1
47284,26,1,-1,1
402612,26,1,-1,1
381000,26,1,-1,1
396368,26,1,-1,1
211489,26,1,-1,1
447533,26,1,-1,1
693899,26,1,-1,1
46383,26,1,-1,1
241926,26,1,-1,1
550510,26,1,-1,1
421873,26,1,-1,1
556243,26,1,-1,1
654878,26,1,-1,1
385098,26,1,-1,1
41298,26,1,-1,1
146964,26,1,-1,1
88386,26,1,-1,1
120647,26,1,-1,1
604931,26,1,-1,1
705284,0,1,2016,1
705284,26,1,-1,1
119603,26,1,-1,1
531922,26,1,-1,1
250241,26,1,-1,1
218018,26,1,-1,1
197991,26,1,-1,1
562876,26,1,-1,1
290490,26,1,-1,1
306010,26,1,-1,1
750540,26,1,-1,1
27340,26,1,-1,1
485507,26,1,-1,1
678776,26,1,-1,1
632122,26,1,-1,1
230369,26,1,-1,1
662542,26,1,-1,1
401066,26,1,-1,1
196931,26,1,-1,1
78702,26,1,-1,1
356355,26,1,-1,1
584517,26,1,-1,1
290682,26,1,-1,1
561626,26,1,-1,1
817439,26,1,-1,1
391610,26,1,-1,1
521570,26,1,-1,1
554389,26,1,-1,1
337636,26,1,-1,1
696202,26,1,-1,1
65134,26,1,-1,1
303545,26,1,-1,1
676288,26,1,-1,1
202403,26,1,-1,1
768307,26,1,-1,1
139303,26,1,-1,1
548249,26,1,-1,1
805728,26,1,-1,1
374019,26,1,-1,1
258731,26,1,-1,1
816041,26,1,-1,1
123689,26,1,-1,1
628281,26,1,-1,1
426833,26,1,-1,1
301244,26,1,-1,1
