ann,db,grado,tramo
OG4962,omcl,3,2-5
OG49620,omcl,3,2-5
OG49623,omcl,3,2-5
OG68119,omcl,3,2-5
OG68096,omcl,3,2-5
OG49497,omcl,3,2-5
OG49484,omcl,3,2-5
OG49463,omcl,3,2-5
OG49450,omcl,3,2-5
OG49443,omcl,3,2-5
OG4943,omcl,3,2-5
OG9912,omcl,3,2-5
OG9943,omcl,3,2-5
OG9941,omcl,3,2-5
OG9932,omcl,3,2-5
OG9952,omcl,3,2-5
OG9957,omcl,3,2-5
IP10077,ip,3,2-5
OG9976,omcl,3,2-5
OG26540,omcl,3,2-5
OG26546,omcl,3,2-5
OG26534,omcl,3,2-5
IP1022,ip,3,2-5
OG9988,omcl,3,2-5
OG9998,omcl,3,2-5
OG9946,omcl,3,2-5
IP10213,ip,3,2-5
OG26775,omcl,3,2-5
OG26757,omcl,3,2-5
OG2676,omcl,3,2-5
OG26760,omcl,3,2-5
OG26751,omcl,3,2-5
OG26756,omcl,3,2-5
OG26743,omcl,3,2-5
IP10397,ip,3,2-5
OG6136,omcl,3,2-5
OG61366,omcl,3,2-5
OG61634,omcl,3,2-5
OG61637,omcl,3,2-5
OG61619,omcl,3,2-5
OG9818,omcl,3,2-5
OG9799,omcl,3,2-5
OG26774,omcl,3,2-5
OG61441,omcl,3,2-5
OG11600,omcl,3,2-5
OG61523,omcl,3,2-5
OG61512,omcl,3,2-5
OG61505,omcl,3,2-5
OG9836,omcl,3,2-5
OG9827,omcl,3,2-5
OG26508,omcl,3,2-5
OG26581,omcl,3,2-5
OG26582,omcl,3,2-5
IP36271,ip,3,2-5
IP10371,ip,3,2-5
IP10375,ip,3,2-5
OG61447,omcl,3,2-5
OG61439,omcl,3,2-5
OG61440,omcl,3,2-5
OG9895,omcl,3,2-5
OG9898,omcl,3,2-5
OG9886,omcl,3,2-5
IP10274,ip,3,2-5
OG26658,omcl,3,2-5
OG2664,omcl,3,2-5
OG26611,omcl,3,2-5
OG26590,omcl,3,2-5
IP10056,ip,3,2-5
OG11556,omcl,3,2-5
OG61484,omcl,3,2-5
OG61480,omcl,3,2-5
OG9875,omcl,3,2-5
OG9865,omcl,3,2-5
OG9869,omcl,3,2-5
OG9855,omcl,3,2-5
OG9966,omcl,2,2-5
OG9963,omcl,2,2-5
IP10017,ip,2,2-5
OG9926,omcl,2,2-5
OG9916,omcl,2,2-5
OG9919,omcl,2,2-5
IP10203,ip,2,2-5
IP10204,ip,2,2-5
IP10205,ip,2,2-5
IP10209,ip,2,2-5
IP10210,ip,2,2-5
IP10216,ip,2,2-5
IP10158,ip,2,2-5
IP10162,ip,2,2-5
IP10197,ip,2,2-5
IP10199,ip,2,2-5
OG26599,omcl,2,2-5
OG26604,omcl,2,2-5
OG26595,omcl,2,2-5
OG99,omcl,2,2-5
OG9891,omcl,2,2-5
OG9892,omcl,2,2-5
OG9896,omcl,2,2-5
OG9897,omcl,2,2-5
IP10240,ip,2,2-5
IP10261,ip,2,2-5
IP1027,ip,2,2-5
IP10270,ip,2,2-5
IP10272,ip,2,2-5
IP10280,ip,2,2-5
OG988,omcl,2,2-5
IP10233,ip,2,2-5
IP10236,ip,2,2-5
OG9863,omcl,2,2-5
OG9866,omcl,2,2-5
IP10313,ip,2,2-5
IP10332,ip,2,2-5
IP1036,ip,2,2-5
IP10401,ip,2,2-5
IP10284,ip,2,2-5
IP10292,ip,2,2-5
IP10294,ip,2,2-5
OG9852,omcl,2,2-5
IP10392,ip,2,2-5
OG26639,omcl,2,2-5
OG26644,omcl,2,2-5
OG26646,omcl,2,2-5
OG26633,omcl,2,2-5
OG26621,omcl,2,2-5
OG26622,omcl,2,2-5
OG2661,omcl,2,2-5
OG9848,omcl,2,2-5
OG9849,omcl,2,2-5
OG983,omcl,2,2-5
OG9833,omcl,2,2-5
OG9837,omcl,2,2-5
IP10489,ip,2,2-5
IP10490,ip,2,2-5
IP1050,ip,2,2-5
IP10506,ip,2,2-5
IP10514,ip,2,2-5
IP1044,ip,2,2-5
IP10460,ip,2,2-5
OG9813,omcl,2,2-5
OG982,omcl,2,2-5
OG9801,omcl,2,2-5
OG9807,omcl,2,2-5
OG9809,omcl,2,2-5
IP10558,ip,2,2-5
IP10584,ip,2,2-5
IP10585,ip,2,2-5
IP10533,ip,2,2-5
IP10534,ip,2,2-5
IP10537,ip,2,2-5
IP1054,ip,2,2-5
IP10545,ip,2,2-5
OG26530,omcl,2,2-5
OG2666,omcl,2,2-5
OG26663,omcl,2,2-5
OG26649,omcl,2,2-5
OG2665,omcl,2,2-5
OG26650,omcl,2,2-5
OG9787,omcl,2,2-5
OG9790,omcl,2,2-5
OG9792,omcl,2,2-5
OG978,omcl,2,2-5
IP10634,ip,2,2-5
IP10637,ip,2,2-5
OG977,omcl,2,2-5
IP10594,ip,2,2-5
IP10599,ip,2,2-5
IP10605,ip,2,2-5
IP1061,ip,2,2-5
IP10610,ip,2,2-5
IP10620,ip,2,2-5
IP10622,ip,2,2-5
OG9763,omcl,2,2-5
OG975,omcl,2,2-5
OG9744,omcl,2,2-5
OG9748,omcl,2,2-5
OG9749,omcl,2,2-5
OG9734,omcl,2,2-5
OG9738,omcl,2,2-5
OG974,omcl,2,2-5
OG26694,omcl,2,2-5
OG26675,omcl,2,2-5
OG26679,omcl,2,2-5
OG26680,omcl,2,2-5
OG26682,omcl,2,2-5
OG26671,omcl,2,2-5
OG26548,omcl,2,2-5
OG26550,omcl,2,2-5
OG9728,omcl,2,2-5
OG9717,omcl,2,2-5
IP1067,ip,2,2-5
OG971,omcl,2,2-5
OG9696,omcl,2,2-5
OG970,omcl,2,2-5
OG9683,omcl,2,2-5
OG9684,omcl,2,2-5
OG9689,omcl,2,2-5
OG9690,omcl,2,2-5
IP10782,ip,2,2-5
IP10794,ip,2,2-5
IP10800,ip,2,2-5
IP10810,ip,2,2-5
IP10811,ip,2,2-5
OG9679,omcl,2,2-5
OG968,omcl,2,2-5
IP10730,ip,2,2-5
IP10739,ip,2,2-5
OG967,omcl,2,2-5
OG9670,omcl,2,2-5
OG9673,omcl,2,2-5
OG9674,omcl,2,2-5
OG9660,omcl,2,2-5
OG9663,omcl,2,2-5
IP10844,ip,2,2-5
OG9655,omcl,2,2-5
IP1082,ip,2,2-5
IP10824,ip,2,2-5
IP10832,ip,2,2-5
IP10833,ip,2,2-5
IP10842,ip,2,2-5
OG26727,omcl,2,2-5
OG265,omcl,2,2-5
OG26719,omcl,2,2-5
OG26721,omcl,2,2-5
OG26698,omcl,2,2-5
OG267,omcl,2,2-5
OG26705,omcl,2,2-5
OG9644,omcl,2,2-5
OG9626,omcl,2,2-5
OG9627,omcl,2,2-5
OG9628,omcl,2,2-5
OG9633,omcl,2,2-5
IP10977,ip,2,2-5
IP10983,ip,2,2-5
OG9625,omcl,2,2-5
OG9623,omcl,2,2-5
IP10924,ip,2,2-5
IP1093,ip,2,2-5
IP10932,ip,2,2-5
OG9617,omcl,2,2-5
OG9602,omcl,2,2-5
OG9608,omcl,2,2-5
IP11069,ip,2,2-5
OG9592,omcl,2,2-5
IP11005,ip,2,2-5
IP11016,ip,2,2-5
IP11035,ip,2,2-5
IP11036,ip,2,2-5
OG26737,omcl,2,2-5
OG26742,omcl,2,2-5
OG26747,omcl,2,2-5
OG26523,omcl,2,2-5
OG26525,omcl,2,2-5
OG26735,omcl,2,2-5
OG26516,omcl,2,2-5
OG26517,omcl,2,2-5
OG9575,omcl,2,2-5
IP11134,ip,2,2-5
IP11139,ip,2,2-5
IP11141,ip,2,2-5
OG9566,omcl,2,2-5
IP11092,ip,2,2-5
IP111,ip,2,2-5
IP11108,ip,2,2-5
IP11122,ip,2,2-5
OG9544,omcl,2,2-5
OG9546,omcl,2,2-5
OG9538,omcl,2,2-5
IP11173,ip,2,2-5
IP11174,ip,2,2-5
IP11190,ip,2,2-5
IP11191,ip,2,2-5
IP11198,ip,2,2-5
OG9535,omcl,2,2-5
IP11152,ip,2,2-5
OG26473,omcl,2,2-5
OG26474,omcl,2,2-5
OG26478,omcl,2,2-5
OG26777,omcl,2,2-5
OG26778,omcl,2,2-5
OG26779,omcl,2,2-5
OG2678,omcl,2,2-5
OG26767,omcl,2,2-5
OG2675,omcl,2,2-5
OG26755,omcl,2,2-5
OG9520,omcl,2,2-5
OG9524,omcl,2,2-5
OG9527,omcl,2,2-5
OG9514,omcl,2,2-5
OG9519,omcl,2,2-5
IP11251,ip,2,2-5
IP11271,ip,2,2-5
IP11274,ip,2,2-5
IP11284,ip,2,2-5
OG9506,omcl,2,2-5
OG9493,omcl,2,2-5
OG9494,omcl,2,2-5
OG9487,omcl,2,2-5
OG9488,omcl,2,2-5
OG9489,omcl,2,2-5
IP1136,ip,2,2-5
IP11378,ip,2,2-5
IP11380,ip,2,2-5
IP11381,ip,2,2-5
OG947,omcl,2,2-5
OG9472,omcl,2,2-5
OG9473,omcl,2,2-5
OG2681,omcl,2,2-5
OG26812,omcl,2,2-5
OG26795,omcl,2,2-5
OG26493,omcl,2,2-5
OG26786,omcl,2,2-5
OG2679,omcl,2,2-5
IP11453,ip,2,2-5
IP11474,ip,2,2-5
IP11484,ip,2,2-5
OG9456,omcl,2,2-5
IP1142,ip,2,2-5
IP11428,ip,2,2-5
IP11452,ip,2,2-5
OG9447,omcl,2,2-5
OG9448,omcl,2,2-5
OG9436,omcl,2,2-5
OG9437,omcl,2,2-5
OG9439,omcl,2,2-5
OG943,omcl,2,2-5
OG9431,omcl,2,2-5
OG9432,omcl,2,2-5
OG9434,omcl,2,2-5
IP11542,ip,2,2-5
IP11546,ip,2,2-5
OG9419,omcl,2,2-5
OG942,omcl,2,2-5
IP11501,ip,2,2-5
IP11512,ip,2,2-5
IP11521,ip,2,2-5
IP11522,ip,2,2-5
OG26442,omcl,2,2-5
OG26443,omcl,2,2-5
OG26445,omcl,2,2-5
OG26446,omcl,2,2-5
OG26448,omcl,2,2-5
OG26841,omcl,2,2-5
OG26440,omcl,2,2-5
OG26824,omcl,2,2-5
OG26832,omcl,2,2-5
OG26814,omcl,2,2-5
OG2682,omcl,2,2-5
OG9407,omcl,2,2-5
OG941,omcl,2,2-5
OG9411,omcl,2,2-5
OG9414,omcl,2,2-5
OG9416,omcl,2,2-5
OG940,omcl,2,2-5
IP11607,ip,2,2-5
IP11613,ip,2,2-5
OG9394,omcl,2,2-5
OG9396,omcl,2,2-5
OG9387,omcl,2,2-5
OG9389,omcl,2,2-5
OG9390,omcl,2,2-5
IP11594,ip,2,2-5
IP11604,ip,2,2-5
OG9374,omcl,2,2-5
IP11767,ip,2,2-5
IP11778,ip,2,2-5
IP11779,ip,2,2-5
IP11626,ip,2,2-5
IP11729,ip,2,2-5
IP11744,ip,2,2-5
IP11753,ip,2,2-5
OG26854,omcl,2,2-5
OG26863,omcl,2,2-5
OG26461,omcl,2,2-5
OG26467,omcl,2,2-5
OG26454,omcl,2,2-5
OG26459,omcl,2,2-5
OG2646,omcl,2,2-5
OG9357,omcl,2,2-5
OG9363,omcl,2,2-5
OG9347,omcl,2,2-5
OG9354,omcl,2,2-5
IP11812,ip,2,2-5
OG9336,omcl,2,2-5
OG9342,omcl,2,2-5
OG9332,omcl,2,2-5
OG9335,omcl,2,2-5
IP11781,ip,2,2-5
IP1179,ip,2,2-5
OG9324,omcl,2,2-5
OG9317,omcl,2,2-5
IP11944,ip,2,2-5
OG9307,omcl,2,2-5
OG9309,omcl,2,2-5
IP11873,ip,2,2-5
IP11883,ip,2,2-5
IP11921,ip,2,2-5
OG9288,omcl,2,2-5
OG9286,omcl,2,2-5
OG9256,omcl,2,2-5
OG9269,omcl,2,2-5
OG9274,omcl,2,2-5
OG26881,omcl,2,2-5
OG26885,omcl,2,2-5
OG26879,omcl,2,2-5
OG2688,omcl,2,2-5
OG26870,omcl,2,2-5
OG26871,omcl,2,2-5
IP12006,ip,2,2-5
IP1201,ip,2,2-5
IP1203,ip,2,2-5
OG9253,omcl,2,2-5
IP11951,ip,2,2-5
IP11958,ip,2,2-5
IP11999,ip,2,2-5
IP12000,ip,2,2-5
IP12173,ip,2,2-5
IP12059,ip,2,2-5
IP12060,ip,2,2-5
IP12062,ip,2,2-5
OG9248,omcl,2,2-5
IP12111,ip,2,2-5
IP12122,ip,2,2-5
IP12140,ip,2,2-5
IP12157,ip,2,2-5
OG9242,omcl,2,2-5
OG9234,omcl,2,2-5
OG9235,omcl,2,2-5
IP12253,ip,2,2-5
OG9222,omcl,2,2-5
IP1220,ip,2,2-5
IP12207,ip,2,2-5
IP12232,ip,2,2-5
IP12243,ip,2,2-5
IP12252,ip,2,2-5
OG26925,omcl,2,2-5
OG26927,omcl,2,2-5
OG26411,omcl,2,2-5
OG26414,omcl,2,2-5
OG26921,omcl,2,2-5
OG26909,omcl,2,2-5
OG2691,omcl,2,2-5
OG26912,omcl,2,2-5
OG26899,omcl,2,2-5
OG9218,omcl,2,2-5
OG9199,omcl,2,2-5
IP12281,ip,2,2-5
IP12299,ip,2,2-5
IP12316,ip,2,2-5
OG918,omcl,2,2-5
OG9183,omcl,2,2-5
OG9175,omcl,2,2-5
IP12402,ip,2,2-5
IP12409,ip,2,2-5
IP12413,ip,2,2-5
OG9167,omcl,2,2-5
IP12482,ip,2,2-5
IP12484,ip,2,2-5
IP12334,ip,2,2-5
IP1234,ip,2,2-5
IP12349,ip,2,2-5
IP12385,ip,2,2-5
IP12449,ip,2,2-5
IP12453,ip,2,2-5
IP12458,ip,2,2-5
IP12459,ip,2,2-5
IP1246,ip,2,2-5
IP12465,ip,2,2-5
IP12476,ip,2,2-5
OG26940,omcl,2,2-5
OG26947,omcl,2,2-5
OG26935,omcl,2,2-5
OG26937,omcl,2,2-5
OG26437,omcl,2,2-5
OG26423,omcl,2,2-5
OG26429,omcl,2,2-5
OG916,omcl,2,2-5
OG9160,omcl,2,2-5
IP12427,ip,2,2-5
IP12431,ip,2,2-5
IP12446,ip,2,2-5
IP12447,ip,2,2-5
OG9150,omcl,2,2-5
OG9153,omcl,2,2-5
OG9159,omcl,2,2-5
OG9142,omcl,2,2-5
OG9120,omcl,2,2-5
OG9126,omcl,2,2-5
OG912,omcl,2,2-5
OG9108,omcl,2,2-5
OG9111,omcl,2,2-5
OG9098,omcl,2,2-5
OG9104,omcl,2,2-5
OG9090,omcl,2,2-5
IP12545,ip,2,2-5
IP12546,ip,2,2-5
IP12553,ip,2,2-5
IP12518,ip,2,2-5
IP12524,ip,2,2-5
OG9067,omcl,2,2-5
OG9072,omcl,2,2-5
OG9075,omcl,2,2-5
OG26983,omcl,2,2-5
OG26980,omcl,2,2-5
OG26981,omcl,2,2-5
OG26962,omcl,2,2-5
OG26956,omcl,2,2-5
OG9063,omcl,2,2-5
OG9048,omcl,2,2-5
OG9050,omcl,2,2-5
OG9054,omcl,2,2-5
IP12570,ip,2,2-5
IP12585,ip,2,2-5
IP12600,ip,2,2-5
IP12620,ip,2,2-5
OG9047,omcl,2,2-5
IP12558,ip,2,2-5
IP12561,ip,2,2-5
OG9034,omcl,2,2-5
OG9036,omcl,2,2-5
OG9042,omcl,2,2-5
OG9026,omcl,2,2-5
OG9031,omcl,2,2-5
IP12688,ip,2,2-5
OG902,omcl,2,2-5
IP12640,ip,2,2-5
IP12642,ip,2,2-5
IP12643,ip,2,2-5
IP12653,ip,2,2-5
IP12661,ip,2,2-5
OG26391,omcl,2,2-5
OG26397,omcl,2,2-5
OG27014,omcl,2,2-5
OG26386,omcl,2,2-5
OG27000,omcl,2,2-5
OG2701,omcl,2,2-5
OG26991,omcl,2,2-5
OG26995,omcl,2,2-5
OG26997,omcl,2,2-5
OG9016,omcl,2,2-5
OG9018,omcl,2,2-5
IP12625,ip,2,2-5
OG9006,omcl,2,2-5
OG9008,omcl,2,2-5
OG901,omcl,2,2-5
OG8995,omcl,2,2-5
OG90,omcl,2,2-5
OG9001,omcl,2,2-5
OG8993,omcl,2,2-5
OG8977,omcl,2,2-5
IP12751,ip,2,2-5
IP12753,ip,2,2-5
OG8965,omcl,2,2-5
OG8969,omcl,2,2-5
IP12823,ip,2,2-5
IP1283,ip,2,2-5
IP12715,ip,2,2-5
IP12733,ip,2,2-5
OG8960,omcl,2,2-5
IP12778,ip,2,2-5
IP12790,ip,2,2-5
OG27035,omcl,2,2-5
OG27026,omcl,2,2-5
OG27030,omcl,2,2-5
OG26407,omcl,2,2-5
OG27017,omcl,2,2-5
OG26401,omcl,2,2-5
OG26404,omcl,2,2-5
OG8945,omcl,2,2-5
OG8946,omcl,2,2-5
OG8947,omcl,2,2-5
OG8948,omcl,2,2-5
IP12881,ip,2,2-5
OG8932,omcl,2,2-5
IP12854,ip,2,2-5
IP12860,ip,2,2-5
IP12863,ip,2,2-5
IP12868,ip,2,2-5
OG8923,omcl,2,2-5
OG8924,omcl,2,2-5
OG8930,omcl,2,2-5
OG8918,omcl,2,2-5
OG892,omcl,2,2-5
OG8900,omcl,2,2-5
OG8905,omcl,2,2-5
OG8907,omcl,2,2-5
OG8909,omcl,2,2-5
OG8889,omcl,2,2-5
OG8890,omcl,2,2-5
OG888,omcl,2,2-5
OG8882,omcl,2,2-5
OG8885,omcl,2,2-5
OG8887,omcl,2,2-5
IP12944,ip,2,2-5
IP1296,ip,2,2-5
IP12961,ip,2,2-5
OG8878,omcl,2,2-5
IP13035,ip,2,2-5
IP13043,ip,2,2-5
IP1293,ip,2,2-5
IP12940,ip,2,2-5
OG27070,omcl,2,2-5
OG27060,omcl,2,2-5
OG27061,omcl,2,2-5
OG27051,omcl,2,2-5
OG27054,omcl,2,2-5
OG27057,omcl,2,2-5
OG27040,omcl,2,2-5
OG27047,omcl,2,2-5
OG8866,omcl,2,2-5
OG8867,omcl,2,2-5
OG8870,omcl,2,2-5
OG8860,omcl,2,2-5
OG8864,omcl,2,2-5
OG8852,omcl,2,2-5
OG8853,omcl,2,2-5
OG8836,omcl,2,2-5
OG8840,omcl,2,2-5
OG8841,omcl,2,2-5
OG8828,omcl,2,2-5
OG883,omcl,2,2-5
IP1311,ip,2,2-5
OG8818,omcl,2,2-5
OG882,omcl,2,2-5
OG8820,omcl,2,2-5
OG8821,omcl,2,2-5
IP13069,ip,2,2-5
IP13102,ip,2,2-5
OG8815,omcl,2,2-5
OG8816,omcl,2,2-5
OG8817,omcl,2,2-5
IP13045,ip,2,2-5
OG26364,omcl,2,2-5
OG27095,omcl,2,2-5
OG27097,omcl,2,2-5
OG271,omcl,2,2-5
OG27084,omcl,2,2-5
OG27088,omcl,2,2-5
OG2709,omcl,2,2-5
OG8804,omcl,2,2-5
OG8805,omcl,2,2-5
OG88,omcl,2,2-5
OG8802,omcl,2,2-5
IP13169,ip,2,2-5
IP13170,ip,2,2-5
OG879,omcl,2,2-5
OG8793,omcl,2,2-5
OG8787,omcl,2,2-5
IP13114,ip,2,2-5
IP13150,ip,2,2-5
OG8773,omcl,2,2-5
OG8777,omcl,2,2-5
OG8781,omcl,2,2-5
IP13307,ip,2,2-5
IP13199,ip,2,2-5
IP1320,ip,2,2-5
IP13256,ip,2,2-5
IP13259,ip,2,2-5
IP13270,ip,2,2-5
IP13286,ip,2,2-5
IP13295,ip,2,2-5
IP13298,ip,2,2-5
OG27114,omcl,2,2-5
OG27118,omcl,2,2-5
OG27119,omcl,2,2-5
OG27122,omcl,2,2-5
OG27105,omcl,2,2-5
OG26378,omcl,2,2-5
OG27102,omcl,2,2-5
OG26368,omcl,2,2-5
OG26371,omcl,2,2-5
OG26376,omcl,2,2-5
OG8756,omcl,2,2-5
IP13260,ip,2,2-5
OG8736,omcl,2,2-5
OG8732,omcl,2,2-5
OG8733,omcl,2,2-5
OG8724,omcl,2,2-5
OG8715,omcl,2,2-5
OG8716,omcl,2,2-5
IP13407,ip,2,2-5
IP13408,ip,2,2-5
OG8702,omcl,2,2-5
OG8706,omcl,2,2-5
IP13360,ip,2,2-5
IP13367,ip,2,2-5
IP13382,ip,2,2-5
IP13385,ip,2,2-5
IP13386,ip,2,2-5
IP13387,ip,2,2-5
IP13399,ip,2,2-5
OG26326,omcl,2,2-5
OG2633,omcl,2,2-5
OG26331,omcl,2,2-5
OG27148,omcl,2,2-5
OG27128,omcl,2,2-5
OG2713,omcl,2,2-5
IP13349,ip,2,2-5
IP13351,ip,2,2-5
OG8684,omcl,2,2-5
OG8674,omcl,2,2-5
OG8679,omcl,2,2-5
OG8680,omcl,2,2-5
OG8681,omcl,2,2-5
IP13413,ip,2,2-5
IP13415,ip,2,2-5
IP13422,ip,2,2-5
IP13431,ip,2,2-5
IP13433,ip,2,2-5
OG8664,omcl,2,2-5
OG8666,omcl,2,2-5
OG8659,omcl,2,2-5
OG8654,omcl,2,2-5
OG8636,omcl,2,2-5
OG8643,omcl,2,2-5
OG8626,omcl,2,2-5
OG8628,omcl,2,2-5
OG863,omcl,2,2-5
IP13541,ip,2,2-5
IP13498,ip,2,2-5
IP135,ip,2,2-5
IP13505,ip,2,2-5
IP13519,ip,2,2-5
IP1352,ip,2,2-5
IP13520,ip,2,2-5
IP13521,ip,2,2-5
IP1354,ip,2,2-5
OG27179,omcl,2,2-5
OG27180,omcl,2,2-5
OG27167,omcl,2,2-5
OG27169,omcl,2,2-5
OG26342,omcl,2,2-5
OG26346,omcl,2,2-5
OG26335,omcl,2,2-5
OG26336,omcl,2,2-5
OG8599,omcl,2,2-5
OG8601,omcl,2,2-5
OG8588,omcl,2,2-5
OG859,omcl,2,2-5
OG8592,omcl,2,2-5
IP13574,ip,2,2-5
IP1358,ip,2,2-5
IP13581,ip,2,2-5
IP13585,ip,2,2-5
IP13603,ip,2,2-5
IP13610,ip,2,2-5
OG8584,omcl,2,2-5
IP13559,ip,2,2-5
OG8576,omcl,2,2-5
OG8579,omcl,2,2-5
OG857,omcl,2,2-5
IP13666,ip,2,2-5
IP13689,ip,2,2-5
OG8562,omcl,2,2-5
IP13642,ip,2,2-5
IP13647,ip,2,2-5
IP13650,ip,2,2-5
IP13651,ip,2,2-5
OG2721,omcl,2,2-5
OG27194,omcl,2,2-5
OG27183,omcl,2,2-5
OG27188,omcl,2,2-5
OG27189,omcl,2,2-5
OG8546,omcl,2,2-5
OG8552,omcl,2,2-5
OG8541,omcl,2,2-5
OG8543,omcl,2,2-5
IP13782,ip,2,2-5
OG8531,omcl,2,2-5
IP13753,ip,2,2-5
IP13754,ip,2,2-5
IP13756,ip,2,2-5
IP13764,ip,2,2-5
IP13777,ip,2,2-5
OG8525,omcl,2,2-5
IP13702,ip,2,2-5
OG8512,omcl,2,2-5
OG8502,omcl,2,2-5
OG8503,omcl,2,2-5
OG8485,omcl,2,2-5
OG849,omcl,2,2-5
OG8492,omcl,2,2-5
OG8494,omcl,2,2-5
IP13845,ip,2,2-5
IP13846,ip,2,2-5
IP13852,ip,2,2-5
OG8475,omcl,2,2-5
IP1392,ip,2,2-5
IP13806,ip,2,2-5
IP13808,ip,2,2-5
IP13813,ip,2,2-5
IP13883,ip,2,2-5
IP13885,ip,2,2-5
IP1389,ip,2,2-5
IP139,ip,2,2-5
IP13907,ip,2,2-5
IP13913,ip,2,2-5
IP13914,ip,2,2-5
OG27241,omcl,2,2-5
OG27226,omcl,2,2-5
OG27228,omcl,2,2-5
OG27229,omcl,2,2-5
OG27231,omcl,2,2-5
OG26311,omcl,2,2-5
OG26318,omcl,2,2-5
OG26320,omcl,2,2-5
IP13863,ip,2,2-5
IP13865,ip,2,2-5
IP13868,ip,2,2-5
IP13870,ip,2,2-5
IP13874,ip,2,2-5
IP1388,ip,2,2-5
OG8469,omcl,2,2-5
OG8461,omcl,2,2-5
OG8444,omcl,2,2-5
OG845,omcl,2,2-5
OG8451,omcl,2,2-5
OG26270,omcl,2,2-5
OG26271,omcl,2,2-5
OG27259,omcl,2,2-5
OG27263,omcl,2,2-5
OG27264,omcl,2,2-5
OG2725,omcl,2,2-5
OG27251,omcl,2,2-5
OG27255,omcl,2,2-5
OG27257,omcl,2,2-5
OG8432,omcl,2,2-5
OG8435,omcl,2,2-5
OG8438,omcl,2,2-5
OG844,omcl,2,2-5
OG8442,omcl,2,2-5
OG8426,omcl,2,2-5
OG8416,omcl,2,2-5
OG8417,omcl,2,2-5
OG842,omcl,2,2-5
OG8411,omcl,2,2-5
OG8413,omcl,2,2-5
OG840,omcl,2,2-5
OG8402,omcl,2,2-5
OG8393,omcl,2,2-5
IP1395,ip,2,2-5
IP13950,ip,2,2-5
IP13952,ip,2,2-5
IP13977,ip,2,2-5
OG8380,omcl,2,2-5
OG8375,omcl,2,2-5
OG8376,omcl,2,2-5
IP1403,ip,2,2-5
IP14031,ip,2,2-5
IP14035,ip,2,2-5
IP14040,ip,2,2-5
IP14044,ip,2,2-5
IP14048,ip,2,2-5
IP13994,ip,2,2-5
IP13996,ip,2,2-5
IP1402,ip,2,2-5
IP14025,ip,2,2-5
OG27298,omcl,2,2-5
OG27299,omcl,2,2-5
OG2629,omcl,2,2-5
OG26292,omcl,2,2-5
OG26278,omcl,2,2-5
OG26285,omcl,2,2-5
OG8348,omcl,2,2-5
OG8352,omcl,2,2-5
OG8339,omcl,2,2-5
OG8343,omcl,2,2-5
OG8329,omcl,2,2-5
OG833,omcl,2,2-5
OG8332,omcl,2,2-5
OG8321,omcl,2,2-5
OG8322,omcl,2,2-5
OG8324,omcl,2,2-5
OG8326,omcl,2,2-5
OG8309,omcl,2,2-5
OG8314,omcl,2,2-5
OG830,omcl,2,2-5
OG8306,omcl,2,2-5
IP14166,ip,2,2-5
IP14196,ip,2,2-5
IP14208,ip,2,2-5
IP14211,ip,2,2-5
IP14074,ip,2,2-5
IP14141,ip,2,2-5
IP14146,ip,2,2-5
OG26239,omcl,2,2-5
OG26252,omcl,2,2-5
OG27321,omcl,2,2-5
OG27323,omcl,2,2-5
OG27324,omcl,2,2-5
OG27308,omcl,2,2-5
OG27311,omcl,2,2-5
OG27301,omcl,2,2-5
OG27304,omcl,2,2-5
OG27307,omcl,2,2-5
OG8281,omcl,2,2-5
OG8283,omcl,2,2-5
OG8275,omcl,2,2-5
IP14246,ip,2,2-5
IP14261,ip,2,2-5
IP14265,ip,2,2-5
IP14268,ip,2,2-5
IP14272,ip,2,2-5
IP14229,ip,2,2-5
IP1423,ip,2,2-5
IP14233,ip,2,2-5
IP14236,ip,2,2-5
IP14242,ip,2,2-5
OG8264,omcl,2,2-5
OG827,omcl,2,2-5
OG8255,omcl,2,2-5
OG8258,omcl,2,2-5
IP14334,ip,2,2-5
IP14339,ip,2,2-5
OG8244,omcl,2,2-5
OG8246,omcl,2,2-5
IP14291,ip,2,2-5
IP143,ip,2,2-5
IP14325,ip,2,2-5
OG27352,omcl,2,2-5
OG27353,omcl,2,2-5
OG27359,omcl,2,2-5
OG27339,omcl,2,2-5
OG27343,omcl,2,2-5
OG27344,omcl,2,2-5
OG26263,omcl,2,2-5
OG27332,omcl,2,2-5
OG27333,omcl,2,2-5
OG27334,omcl,2,2-5
OG27336,omcl,2,2-5
OG8228,omcl,2,2-5
OG8229,omcl,2,2-5
OG8213,omcl,2,2-5
OG8215,omcl,2,2-5
OG8218,omcl,2,2-5
OG8202,omcl,2,2-5
OG8205,omcl,2,2-5
OG8212,omcl,2,2-5
OG8190,omcl,2,2-5
IP14381,ip,2,2-5
IP14384,ip,2,2-5
IP1439,ip,2,2-5
IP14403,ip,2,2-5
IP14415,ip,2,2-5
OG8180,omcl,2,2-5
IP14349,ip,2,2-5
IP14355,ip,2,2-5
OG26216,omcl,2,2-5
OG2622,omcl,2,2-5
OG27360,omcl,2,2-5
OG8175,omcl,2,2-5
OG8177,omcl,2,2-5
OG8167,omcl,2,2-5
OG817,omcl,2,2-5
IP14468,ip,2,2-5
OG8153,omcl,2,2-5
IP14441,ip,2,2-5
IP14457,ip,2,2-5
IP14459,ip,2,2-5
