ann,db,grado,tramo
OG8149,omcl,2,2-5
OG8150,omcl,2,2-5
OG8152,omcl,2,2-5
OG8139,omcl,2,2-5
IP14518,ip,2,2-5
IP14534,ip,2,2-5
IP14537,ip,2,2-5
IP14538,ip,2,2-5
IP1454,ip,2,2-5
IP14489,ip,2,2-5
IP14490,ip,2,2-5
IP14493,ip,2,2-5
IP14495,ip,2,2-5
IP14509,ip,2,2-5
OG8113,omcl,2,2-5
OG8115,omcl,2,2-5
OG8120,omcl,2,2-5
OG8107,omcl,2,2-5
OG8110,omcl,2,2-5
OG8112,omcl,2,2-5
OG8098,omcl,2,2-5
OG27402,omcl,2,2-5
OG27393,omcl,2,2-5
OG26234,omcl,2,2-5
OG26235,omcl,2,2-5
OG26226,omcl,2,2-5
OG26227,omcl,2,2-5
IP14578,ip,2,2-5
IP14607,ip,2,2-5
OG8074,omcl,2,2-5
IP14657,ip,2,2-5
IP1467,ip,2,2-5
IP14681,ip,2,2-5
IP14559,ip,2,2-5
IP14567,ip,2,2-5
IP14615,ip,2,2-5
IP14616,ip,2,2-5
IP14623,ip,2,2-5
IP14633,ip,2,2-5
OG8057,omcl,2,2-5
OG8061,omcl,2,2-5
OG8056,omcl,2,2-5
IP14716,ip,2,2-5
IP14727,ip,2,2-5
IP14745,ip,2,2-5
IP14748,ip,2,2-5
OG804,omcl,2,2-5
OG8030,omcl,2,2-5
IP14704,ip,2,2-5
OG27441,omcl,2,2-5
OG27442,omcl,2,2-5
OG27434,omcl,2,2-5
OG27436,omcl,2,2-5
OG2744,omcl,2,2-5
OG27423,omcl,2,2-5
OG27425,omcl,2,2-5
OG27426,omcl,2,2-5
OG27416,omcl,2,2-5
OG8029,omcl,2,2-5
OG803,omcl,2,2-5
OG8018,omcl,2,2-5
OG802,omcl,2,2-5
IP14907,ip,2,2-5
IP14771,ip,2,2-5
IP14805,ip,2,2-5
OG8008,omcl,2,2-5
IP14868,ip,2,2-5
IP14889,ip,2,2-5
OG8,omcl,2,2-5
OG80,omcl,2,2-5
OG7992,omcl,2,2-5
IP14945,ip,2,2-5
IP14948,ip,2,2-5
OG7981,omcl,2,2-5
IP1493,ip,2,2-5
IP14933,ip,2,2-5
OG7977,omcl,2,2-5
OG7959,omcl,2,2-5
OG796,omcl,2,2-5
IP15007,ip,2,2-5
IP15010,ip,2,2-5
IP15011,ip,2,2-5
IP15039,ip,2,2-5
IP14984,ip,2,2-5
IP14985,ip,2,2-5
IP14986,ip,2,2-5
IP14990,ip,2,2-5
IP14994,ip,2,2-5
IP1500,ip,2,2-5
IP15006,ip,2,2-5
OG26181,omcl,2,2-5
OG26186,omcl,2,2-5
OG26187,omcl,2,2-5
OG26188,omcl,2,2-5
OG2746,omcl,2,2-5
OG27471,omcl,2,2-5
OG27474,omcl,2,2-5
OG27454,omcl,2,2-5
OG7947,omcl,2,2-5
OG7953,omcl,2,2-5
OG7942,omcl,2,2-5
OG7943,omcl,2,2-5
OG7944,omcl,2,2-5
OG7930,omcl,2,2-5
OG7914,omcl,2,2-5
OG7915,omcl,2,2-5
OG7921,omcl,2,2-5
OG7907,omcl,2,2-5
IP15050,ip,2,2-5
IP15056,ip,2,2-5
IP15062,ip,2,2-5
IP15064,ip,2,2-5
IP15071,ip,2,2-5
IP1510,ip,2,2-5
OG7888,omcl,2,2-5
OG7891,omcl,2,2-5
OG7892,omcl,2,2-5
OG27482,omcl,2,2-5
OG27484,omcl,2,2-5
OG27488,omcl,2,2-5
OG2749,omcl,2,2-5
OG26206,omcl,2,2-5
OG2748,omcl,2,2-5
OG26198,omcl,2,2-5
OG2620,omcl,2,2-5
OG7873,omcl,2,2-5
IP15147,ip,2,2-5
IP1517,ip,2,2-5
OG7868,omcl,2,2-5
IP15240,ip,2,2-5
IP15249,ip,2,2-5
IP15108,ip,2,2-5
IP15112,ip,2,2-5
IP15113,ip,2,2-5
IP15120,ip,2,2-5
IP15144,ip,2,2-5
IP15210,ip,2,2-5
IP15219,ip,2,2-5
IP15239,ip,2,2-5
IP15182,ip,2,2-5
IP15184,ip,2,2-5
OG7857,omcl,2,2-5
OG7859,omcl,2,2-5
OG786,omcl,2,2-5
OG7849,omcl,2,2-5
OG7850,omcl,2,2-5
OG7831,omcl,2,2-5
OG7836,omcl,2,2-5
OG7839,omcl,2,2-5
OG27533,omcl,2,2-5
OG27526,omcl,2,2-5
OG27531,omcl,2,2-5
OG27522,omcl,2,2-5
OG27511,omcl,2,2-5
OG27513,omcl,2,2-5
OG7822,omcl,2,2-5
OG7826,omcl,2,2-5
OG7828,omcl,2,2-5
OG7818,omcl,2,2-5
OG782,omcl,2,2-5
IP15269,ip,2,2-5
IP15270,ip,2,2-5
IP15275,ip,2,2-5
IP15280,ip,2,2-5
IP15283,ip,2,2-5
OG7804,omcl,2,2-5
OG7809,omcl,2,2-5
IP15250,ip,2,2-5
OG7794,omcl,2,2-5
OG7795,omcl,2,2-5
OG7801,omcl,2,2-5
OG7782,omcl,2,2-5
OG7786,omcl,2,2-5
IP15364,ip,2,2-5
IP15376,ip,2,2-5
IP15377,ip,2,2-5
IP1538,ip,2,2-5
IP1539,ip,2,2-5
IP15393,ip,2,2-5
OG7780,omcl,2,2-5
IP15315,ip,2,2-5
IP15322,ip,2,2-5
OG27550,omcl,2,2-5
OG27551,omcl,2,2-5
OG27552,omcl,2,2-5
OG27539,omcl,2,2-5
OG26175,omcl,2,2-5
OG26178,omcl,2,2-5
OG26179,omcl,2,2-5
OG26161,omcl,2,2-5
OG26170,omcl,2,2-5
OG7760,omcl,2,2-5
OG7763,omcl,2,2-5
OG7766,omcl,2,2-5
OG7768,omcl,2,2-5
OG776,omcl,2,2-5
OG7748,omcl,2,2-5
OG7749,omcl,2,2-5
OG775,omcl,2,2-5
OG7742,omcl,2,2-5
OG7734,omcl,2,2-5
OG7735,omcl,2,2-5
OG7736,omcl,2,2-5
IP15424,ip,2,2-5
IP15440,ip,2,2-5
IP15444,ip,2,2-5
IP15453,ip,2,2-5
OG7718,omcl,2,2-5
OG7702,omcl,2,2-5
OG7704,omcl,2,2-5
OG7705,omcl,2,2-5
OG7706,omcl,2,2-5
OG771,omcl,2,2-5
IP15537,ip,2,2-5
OG7695,omcl,2,2-5
IP15504,ip,2,2-5
IP15509,ip,2,2-5
IP15510,ip,2,2-5
IP15515,ip,2,2-5
OG7689,omcl,2,2-5
OG27590,omcl,2,2-5
OG26122,omcl,2,2-5
OG26126,omcl,2,2-5
OG27581,omcl,2,2-5
OG27586,omcl,2,2-5
OG2759,omcl,2,2-5
OG27575,omcl,2,2-5
OG27561,omcl,2,2-5
OG7684,omcl,2,2-5
OG7688,omcl,2,2-5
OG7668,omcl,2,2-5
OG767,omcl,2,2-5
OG7671,omcl,2,2-5
IP15556,ip,2,2-5
IP15579,ip,2,2-5
IP15583,ip,2,2-5
IP1560,ip,2,2-5
OG7661,omcl,2,2-5
IP15545,ip,2,2-5
IP15554,ip,2,2-5
OG7646,omcl,2,2-5
OG765,omcl,2,2-5
OG7650,omcl,2,2-5
IP15684,ip,2,2-5
IP1569,ip,2,2-5
OG7637,omcl,2,2-5
OG7639,omcl,2,2-5
OG7640,omcl,2,2-5
IP15642,ip,2,2-5
IP15646,ip,2,2-5
IP15657,ip,2,2-5
IP1566,ip,2,2-5
IP15663,ip,2,2-5
OG2760,omcl,2,2-5
OG27601,omcl,2,2-5
OG27593,omcl,2,2-5
OG26134,omcl,2,2-5
OG26139,omcl,2,2-5
OG7629,omcl,2,2-5
OG7630,omcl,2,2-5
OG7632,omcl,2,2-5
OG7634,omcl,2,2-5
OG7635,omcl,2,2-5
OG7619,omcl,2,2-5
OG7620,omcl,2,2-5
OG7622,omcl,2,2-5
OG7615,omcl,2,2-5
OG76150,omcl,2,2-5
OG76138,omcl,2,2-5
IP15749,ip,2,2-5
IP15760,ip,2,2-5
IP15761,ip,2,2-5
IP15766,ip,2,2-5
OG76121,omcl,2,2-5
IP1580,ip,2,2-5
IP15804,ip,2,2-5
IP15806,ip,2,2-5
IP15810,ip,2,2-5
IP15822,ip,2,2-5
OG76111,omcl,2,2-5
IP15779,ip,2,2-5
IP158,ip,2,2-5
OG27632,omcl,2,2-5
OG27636,omcl,2,2-5
OG27638,omcl,2,2-5
OG27612,omcl,2,2-5
OG27614,omcl,2,2-5
OG27618,omcl,2,2-5
OG76106,omcl,2,2-5
OG76093,omcl,2,2-5
OG7610,omcl,2,2-5
IP15837,ip,2,2-5
IP1584,ip,2,2-5
IP15847,ip,2,2-5
IP15885,ip,2,2-5
OG76092,omcl,2,2-5
OG76082,omcl,2,2-5
OG76088,omcl,2,2-5
OG76074,omcl,2,2-5
OG76075,omcl,2,2-5
OG7608,omcl,2,2-5
OG76062,omcl,2,2-5
OG76064,omcl,2,2-5
OG76067,omcl,2,2-5
IP15965,ip,2,2-5
IP15988,ip,2,2-5
IP15998,ip,2,2-5
IP15999,ip,2,2-5
IP16006,ip,2,2-5
OG26102,omcl,2,2-5
OG26105,omcl,2,2-5
OG26106,omcl,2,2-5
OG27678,omcl,2,2-5
OG26094,omcl,2,2-5
OG261,omcl,2,2-5
OG27661,omcl,2,2-5
OG2767,omcl,2,2-5
OG27673,omcl,2,2-5
OG27654,omcl,2,2-5
OG27659,omcl,2,2-5
OG76047,omcl,2,2-5
OG76049,omcl,2,2-5
OG76038,omcl,2,2-5
IP16024,ip,2,2-5
IP16032,ip,2,2-5
IP16041,ip,2,2-5
IP16042,ip,2,2-5
IP16065,ip,2,2-5
OG76023,omcl,2,2-5
OG76030,omcl,2,2-5
IP16011,ip,2,2-5
OG76012,omcl,2,2-5
OG76014,omcl,2,2-5
OG76019,omcl,2,2-5
IP16153,ip,2,2-5
OG76008,omcl,2,2-5
IP16090,ip,2,2-5
IP16098,ip,2,2-5
IP161,ip,2,2-5
IP16106,ip,2,2-5
IP16121,ip,2,2-5
OG76,omcl,2,2-5
IP16080,ip,2,2-5
IP16083,ip,2,2-5
OG27692,omcl,2,2-5
OG27699,omcl,2,2-5
OG27685,omcl,2,2-5
OG27681,omcl,2,2-5
OG26108,omcl,2,2-5
OG26113,omcl,2,2-5
OG26114,omcl,2,2-5
OG75992,omcl,2,2-5
OG75979,omcl,2,2-5
IP1616,ip,2,2-5
IP16182,ip,2,2-5
IP1619,ip,2,2-5
OG75966,omcl,2,2-5
OG75969,omcl,2,2-5
OG75972,omcl,2,2-5
OG75958,omcl,2,2-5
OG75961,omcl,2,2-5
OG75964,omcl,2,2-5
IP16283,ip,2,2-5
IP16284,ip,2,2-5
IP16288,ip,2,2-5
IP16225,ip,2,2-5
IP16230,ip,2,2-5
IP16255,ip,2,2-5
IP1627,ip,2,2-5
IP16271,ip,2,2-5
IP16279,ip,2,2-5
OG26074,omcl,2,2-5
OG2773,omcl,2,2-5
OG27732,omcl,2,2-5
OG26066,omcl,2,2-5
OG27717,omcl,2,2-5
OG27719,omcl,2,2-5
OG27707,omcl,2,2-5
OG27709,omcl,2,2-5
OG75937,omcl,2,2-5
OG75946,omcl,2,2-5
OG7593,omcl,2,2-5
OG75935,omcl,2,2-5
IP16333,ip,2,2-5
IP16341,ip,2,2-5
IP16352,ip,2,2-5
IP16293,ip,2,2-5
IP16298,ip,2,2-5
IP16300,ip,2,2-5
IP16301,ip,2,2-5
IP16318,ip,2,2-5
OG75907,omcl,2,2-5
OG7591,omcl,2,2-5
OG75912,omcl,2,2-5
OG75917,omcl,2,2-5
OG75896,omcl,2,2-5
OG75900,omcl,2,2-5
OG75901,omcl,2,2-5
IP16404,ip,2,2-5
IP16405,ip,2,2-5
IP16409,ip,2,2-5
IP16417,ip,2,2-5
OG75890,omcl,2,2-5
IP16362,ip,2,2-5
IP16386,ip,2,2-5
IP16391,ip,2,2-5
IP16402,ip,2,2-5
OG2775,omcl,2,2-5
OG26093,omcl,2,2-5
OG27736,omcl,2,2-5
OG27740,omcl,2,2-5
OG26087,omcl,2,2-5
OG75886,omcl,2,2-5
OG75873,omcl,2,2-5
OG7588,omcl,2,2-5
OG75867,omcl,2,2-5
OG75868,omcl,2,2-5
OG75872,omcl,2,2-5
OG75855,omcl,2,2-5
OG75858,omcl,2,2-5
OG75859,omcl,2,2-5
OG75851,omcl,2,2-5
OG75835,omcl,2,2-5
OG75838,omcl,2,2-5
IP16454,ip,2,2-5
IP16468,ip,2,2-5
IP16490,ip,2,2-5
IP16496,ip,2,2-5
OG75831,omcl,2,2-5
IP16427,ip,2,2-5
OG75817,omcl,2,2-5
OG75809,omcl,2,2-5
OG75810,omcl,2,2-5
OG75813,omcl,2,2-5
IP16587,ip,2,2-5
OG75805,omcl,2,2-5
OG75807,omcl,2,2-5
IP16532,ip,2,2-5
IP16543,ip,2,2-5
IP16550,ip,2,2-5
IP16553,ip,2,2-5
IP16556,ip,2,2-5
OG27787,omcl,2,2-5
OG27774,omcl,2,2-5
OG75796,omcl,2,2-5
OG75797,omcl,2,2-5
OG75792,omcl,2,2-5
OG75774,omcl,2,2-5
OG75776,omcl,2,2-5
OG75780,omcl,2,2-5
OG75782,omcl,2,2-5
OG75754,omcl,2,2-5
OG75757,omcl,2,2-5
OG75758,omcl,2,2-5
IP16650,ip,2,2-5
OG75747,omcl,2,2-5
IP16612,ip,2,2-5
IP16613,ip,2,2-5
IP16618,ip,2,2-5
IP1662,ip,2,2-5
IP16622,ip,2,2-5
OG75731,omcl,2,2-5
OG75735,omcl,2,2-5
OG75736,omcl,2,2-5
OG75717,omcl,2,2-5
OG75718,omcl,2,2-5
OG75724,omcl,2,2-5
IP16667,ip,2,2-5
IP16687,ip,2,2-5
IP16705,ip,2,2-5
IP16706,ip,2,2-5
OG75710,omcl,2,2-5
OG27815,omcl,2,2-5
OG27816,omcl,2,2-5
OG27799,omcl,2,2-5
OG27804,omcl,2,2-5
OG26058,omcl,2,2-5
OG26050,omcl,2,2-5
OG26053,omcl,2,2-5
OG75697,omcl,2,2-5
OG757,omcl,2,2-5
IP16810,ip,2,2-5
IP1682,ip,2,2-5
OG75691,omcl,2,2-5
IP16886,ip,2,2-5
IP16897,ip,2,2-5
IP16768,ip,2,2-5
IP16837,ip,2,2-5
IP16840,ip,2,2-5
IP16853,ip,2,2-5
IP16867,ip,2,2-5
IP16875,ip,2,2-5
OG75686,omcl,2,2-5
OG75687,omcl,2,2-5
IP16836,ip,2,2-5
OG75672,omcl,2,2-5
OG75676,omcl,2,2-5
OG75678,omcl,2,2-5
OG75667,omcl,2,2-5
OG75657,omcl,2,2-5
OG26010,omcl,2,2-5
OG26013,omcl,2,2-5
OG26014,omcl,2,2-5
OG26015,omcl,2,2-5
OG27843,omcl,2,2-5
OG27847,omcl,2,2-5
OG2785,omcl,2,2-5
OG27850,omcl,2,2-5
OG27834,omcl,2,2-5
OG27837,omcl,2,2-5
OG27818,omcl,2,2-5
OG75643,omcl,2,2-5
OG75651,omcl,2,2-5
OG75641,omcl,2,2-5
IP16956,ip,2,2-5
IP16986,ip,2,2-5
IP16989,ip,2,2-5
IP17006,ip,2,2-5
IP1701,ip,2,2-5
OG75629,omcl,2,2-5
IP16924,ip,2,2-5
OG75617,omcl,2,2-5
IP17080,ip,2,2-5
IP17082,ip,2,2-5
OG75603,omcl,2,2-5
IP17018,ip,2,2-5
IP17068,ip,2,2-5
IP17069,ip,2,2-5
OG75598,omcl,2,2-5
IP17012,ip,2,2-5
OG27868,omcl,2,2-5
OG27874,omcl,2,2-5
OG27855,omcl,2,2-5
OG2786,omcl,2,2-5
OG27860,omcl,2,2-5
OG26025,omcl,2,2-5
OG26028,omcl,2,2-5
OG75587,omcl,2,2-5
OG75591,omcl,2,2-5
OG75573,omcl,2,2-5
OG75579,omcl,2,2-5
OG75581,omcl,2,2-5
IP17091,ip,2,2-5
IP17096,ip,2,2-5
IP17100,ip,2,2-5
IP17111,ip,2,2-5
IP17137,ip,2,2-5
OG7557,omcl,2,2-5
OG75554,omcl,2,2-5
OG75556,omcl,2,2-5
IP17163,ip,2,2-5
IP17164,ip,2,2-5
IP17171,ip,2,2-5
IP17260,ip,2,2-5
IP17274,ip,2,2-5
IP17157,ip,2,2-5
IP17160,ip,2,2-5
OG75526,omcl,2,2-5
IP17338,ip,2,2-5
IP17342,ip,2,2-5
IP17292,ip,2,2-5
IP17297,ip,2,2-5
IP17302,ip,2,2-5
IP17314,ip,2,2-5
IP1733,ip,2,2-5
OG75508,omcl,2,2-5
IP17283,ip,2,2-5
OG27897,omcl,2,2-5
OG2790,omcl,2,2-5
OG27890,omcl,2,2-5
OG27885,omcl,2,2-5
OG755,omcl,2,2-5
OG75491,omcl,2,2-5
OG75494,omcl,2,2-5
IP17393,ip,2,2-5
OG75486,omcl,2,2-5
IP17363,ip,2,2-5
IP17368,ip,2,2-5
IP17385,ip,2,2-5
OG75471,omcl,2,2-5
OG75480,omcl,2,2-5
OG75462,omcl,2,2-5
OG75465,omcl,2,2-5
IP17415,ip,2,2-5
IP17432,ip,2,2-5
IP17435,ip,2,2-5
IP17479,ip,2,2-5
OG75452,omcl,2,2-5
OG75432,omcl,2,2-5
OG75434,omcl,2,2-5
OG7544,omcl,2,2-5
IP17516,ip,2,2-5
IP17483,ip,2,2-5
IP17486,ip,2,2-5
IP17503,ip,2,2-5
OG25987,omcl,2,2-5
OG25988,omcl,2,2-5
OG25989,omcl,2,2-5
OG27934,omcl,2,2-5
OG27936,omcl,2,2-5
OG27937,omcl,2,2-5
OG27925,omcl,2,2-5
OG27928,omcl,2,2-5
OG27916,omcl,2,2-5
OG2792,omcl,2,2-5
OG27920,omcl,2,2-5
OG75414,omcl,2,2-5
OG75400,omcl,2,2-5
OG75411,omcl,2,2-5
OG7540,omcl,2,2-5
IP17573,ip,2,2-5
IP17577,ip,2,2-5
IP17596,ip,2,2-5
OG75381,omcl,2,2-5
OG75386,omcl,2,2-5
OG75371,omcl,2,2-5
OG75379,omcl,2,2-5
OG75380,omcl,2,2-5
IP17670,ip,2,2-5
IP17681,ip,2,2-5
IP17709,ip,2,2-5
OG7536,omcl,2,2-5
OG75363,omcl,2,2-5
OG75364,omcl,2,2-5
OG75356,omcl,2,2-5
OG75359,omcl,2,2-5
IP17784,ip,2,2-5
OG75344,omcl,2,2-5
OG75346,omcl,2,2-5
IP17881,ip,2,2-5
IP17728,ip,2,2-5
IP17743,ip,2,2-5
IP17749,ip,2,2-5
IP17756,ip,2,2-5
IP17765,ip,2,2-5
IP17852,ip,2,2-5
IP17855,ip,2,2-5
IP17859,ip,2,2-5
IP17873,ip,2,2-5
OG27954,omcl,2,2-5
OG27961,omcl,2,2-5
OG27946,omcl,2,2-5
OG26002,omcl,2,2-5
OG25996,omcl,2,2-5
OG26,omcl,2,2-5
OG7534,omcl,2,2-5
OG75341,omcl,2,2-5
IP17818,ip,2,2-5
IP1782,ip,2,2-5
IP17835,ip,2,2-5
OG75334,omcl,2,2-5
OG75336,omcl,2,2-5
OG75320,omcl,2,2-5
OG75324,omcl,2,2-5
OG75314,omcl,2,2-5
OG75317,omcl,2,2-5
OG75303,omcl,2,2-5
OG75306,omcl,2,2-5
OG7531,omcl,2,2-5
OG75299,omcl,2,2-5
OG75302,omcl,2,2-5
IP17961,ip,2,2-5
IP17964,ip,2,2-5
OG75285,omcl,2,2-5
OG75282,omcl,2,2-5
OG75284,omcl,2,2-5
IP17894,ip,2,2-5
IP179,ip,2,2-5
IP17915,ip,2,2-5
IP17948,ip,2,2-5
OG25958,omcl,2,2-5
OG2799,omcl,2,2-5
OG27993,omcl,2,2-5
OG27978,omcl,2,2-5
OG27982,omcl,2,2-5
OG27984,omcl,2,2-5
OG75271,omcl,2,2-5
OG75273,omcl,2,2-5
OG75263,omcl,2,2-5
OG7527,omcl,2,2-5
IP18015,ip,2,2-5
IP18028,ip,2,2-5
IP17987,ip,2,2-5
IP17989,ip,2,2-5
IP17993,ip,2,2-5
IP17996,ip,2,2-5
OG75252,omcl,2,2-5
OG75237,omcl,2,2-5
OG75242,omcl,2,2-5
IP1812,ip,2,2-5
IP18122,ip,2,2-5
OG75227,omcl,2,2-5
OG75229,omcl,2,2-5
IP18085,ip,2,2-5
IP18087,ip,2,2-5
IP18102,ip,2,2-5
IP18104,ip,2,2-5
IP18119,ip,2,2-5
OG28004,omcl,2,2-5
OG28011,omcl,2,2-5
OG27997,omcl,2,2-5
OG27999,omcl,2,2-5
OG28,omcl,2,2-5
OG2800,omcl,2,2-5
OG28001,omcl,2,2-5
OG2597,omcl,2,2-5
OG25972,omcl,2,2-5
OG25978,omcl,2,2-5
OG25962,omcl,2,2-5
OG25963,omcl,2,2-5
IP18056,ip,2,2-5
IP18057,ip,2,2-5
IP18067,ip,2,2-5
IP18071,ip,2,2-5
IP18083,ip,2,2-5
IP18084,ip,2,2-5
OG75211,omcl,2,2-5
OG75216,omcl,2,2-5
OG75208,omcl,2,2-5
OG75209,omcl,2,2-5
OG7521,omcl,2,2-5
OG75197,omcl,2,2-5
OG752,omcl,2,2-5
OG28046,omcl,2,2-5
OG28047,omcl,2,2-5
OG28048,omcl,2,2-5
OG2805,omcl,2,2-5
OG2804,omcl,2,2-5
OG28023,omcl,2,2-5
OG28027,omcl,2,2-5
OG28029,omcl,2,2-5
OG28017,omcl,2,2-5
OG28019,omcl,2,2-5
OG75181,omcl,2,2-5
OG75184,omcl,2,2-5
OG75172,omcl,2,2-5
OG75180,omcl,2,2-5
IP18176,ip,2,2-5
IP18188,ip,2,2-5
IP18198,ip,2,2-5
OG75164,omcl,2,2-5
OG75149,omcl,2,2-5
OG75154,omcl,2,2-5
IP18282,ip,2,2-5
OG75145,omcl,2,2-5
IP18261,ip,2,2-5
IP18274,ip,2,2-5
IP18279,ip,2,2-5
IP18281,ip,2,2-5
OG75134,omcl,2,2-5
OG7514,omcl,2,2-5
IP18223,ip,2,2-5
IP18231,ip,2,2-5
OG28063,omcl,2,2-5
OG28064,omcl,2,2-5
OG28052,omcl,2,2-5
OG2806,omcl,2,2-5
OG75126,omcl,2,2-5
OG75131,omcl,2,2-5
IP18318,ip,2,2-5
IP18340,ip,2,2-5
IP18344,ip,2,2-5
IP18389,ip,2,2-5
OG75112,omcl,2,2-5
OG75106,omcl,2,2-5
OG75107,omcl,2,2-5
OG75110,omcl,2,2-5
IP18295,ip,2,2-5
OG75095,omcl,2,2-5
OG75097,omcl,2,2-5
OG75092,omcl,2,2-5
OG75093,omcl,2,2-5
IP18396,ip,2,2-5
IP18417,ip,2,2-5
IP18427,ip,2,2-5
OG75078,omcl,2,2-5
OG75060,omcl,2,2-5
IP18478,ip,2,2-5
IP18493,ip,2,2-5
OG75054,omcl,2,2-5
IP18574,ip,2,2-5
IP18586,ip,2,2-5
IP18588,ip,2,2-5
IP18447,ip,2,2-5
IP18461,ip,2,2-5
IP18470,ip,2,2-5
IP18521,ip,2,2-5
IP18523,ip,2,2-5
IP18548,ip,2,2-5
IP18550,ip,2,2-5
OG28096,omcl,2,2-5
OG28097,omcl,2,2-5
OG25947,omcl,2,2-5
OG25937,omcl,2,2-5
OG7505,omcl,2,2-5
OG75052,omcl,2,2-5
OG75040,omcl,2,2-5
OG75042,omcl,2,2-5
OG75026,omcl,2,2-5
OG75027,omcl,2,2-5
OG75013,omcl,2,2-5
OG75014,omcl,2,2-5
OG75016,omcl,2,2-5
OG75020,omcl,2,2-5
OG75002,omcl,2,2-5
OG75003,omcl,2,2-5
OG75007,omcl,2,2-5
OG75012,omcl,2,2-5
IP18642,ip,2,2-5
OG74999,omcl,2,2-5
IP18802,ip,2,2-5
IP18668,ip,2,2-5
IP1869,ip,2,2-5
IP18594,ip,2,2-5
IP18623,ip,2,2-5
IP18756,ip,2,2-5
IP18759,ip,2,2-5
IP18760,ip,2,2-5
IP18777,ip,2,2-5
IP18779,ip,2,2-5
OG25898,omcl,2,2-5
OG259,omcl,2,2-5
OG28125,omcl,2,2-5
OG28127,omcl,2,2-5
OG28116,omcl,2,2-5
OG28118,omcl,2,2-5
OG28124,omcl,2,2-5
OG28104,omcl,2,2-5
OG28114,omcl,2,2-5
IP18746,ip,2,2-5
OG74984,omcl,2,2-5
OG74986,omcl,2,2-5
OG74988,omcl,2,2-5
OG74970,omcl,2,2-5
OG74961,omcl,2,2-5
OG74952,omcl,2,2-5
OG74954,omcl,2,2-5
OG74955,omcl,2,2-5
OG74959,omcl,2,2-5
OG74940,omcl,2,2-5
OG74950,omcl,2,2-5
IP18839,ip,2,2-5
IP18864,ip,2,2-5
IP18872,ip,2,2-5
IP18897,ip,2,2-5
OG7494,omcl,2,2-5
OG74936,omcl,2,2-5
OG74937,omcl,2,2-5
OG74922,omcl,2,2-5
OG74925,omcl,2,2-5
OG74914,omcl,2,2-5
OG74915,omcl,2,2-5
IP18925,ip,2,2-5
IP18942,ip,2,2-5
IP18955,ip,2,2-5
OG7490,omcl,2,2-5
OG28155,omcl,2,2-5
OG28162,omcl,2,2-5
OG28141,omcl,2,2-5
OG25913,omcl,2,2-5
OG25914,omcl,2,2-5
OG28139,omcl,2,2-5
OG2590,omcl,2,2-5
OG25906,omcl,2,2-5
OG25908,omcl,2,2-5
OG74890,omcl,2,2-5
OG74898,omcl,2,2-5
IP1903,ip,2,2-5
OG74884,omcl,2,2-5
OG74886,omcl,2,2-5
OG74889,omcl,2,2-5
IP19098,ip,2,2-5
IP191,ip,2,2-5
IP18980,ip,2,2-5
IP18985,ip,2,2-5
IP19011,ip,2,2-5
IP19046,ip,2,2-5
IP19056,ip,2,2-5
IP19071,ip,2,2-5
IP19078,ip,2,2-5
IP19089,ip,2,2-5
OG28193,omcl,2,2-5
OG25867,omcl,2,2-5
OG25871,omcl,2,2-5
OG28186,omcl,2,2-5
OG28189,omcl,2,2-5
OG28171,omcl,2,2-5
OG28164,omcl,2,2-5
OG28165,omcl,2,2-5
OG28169,omcl,2,2-5
OG2817,omcl,2,2-5
OG28170,omcl,2,2-5
OG74871,omcl,2,2-5
OG74873,omcl,2,2-5
OG74876,omcl,2,2-5
OG74867,omcl,2,2-5
IP19157,ip,2,2-5
IP19101,ip,2,2-5
IP19103,ip,2,2-5
IP19110,ip,2,2-5
IP19113,ip,2,2-5
OG74845,omcl,2,2-5
OG74849,omcl,2,2-5
OG74841,omcl,2,2-5
OG74842,omcl,2,2-5
OG74827,omcl,2,2-5
OG74830,omcl,2,2-5
OG74831,omcl,2,2-5
OG74833,omcl,2,2-5
OG74817,omcl,2,2-5
OG74822,omcl,2,2-5
OG74806,omcl,2,2-5
OG74814,omcl,2,2-5
IP1927,ip,2,2-5
OG74798,omcl,2,2-5
IP19216,ip,2,2-5
IP19227,ip,2,2-5
IP19238,ip,2,2-5
IP19239,ip,2,2-5
IP19245,ip,2,2-5
IP19193,ip,2,2-5
IP19195,ip,2,2-5
OG2820,omcl,2,2-5
OG25883,omcl,2,2-5
OG25885,omcl,2,2-5
OG25878,omcl,2,2-5
OG25881,omcl,2,2-5
OG74786,omcl,2,2-5
OG74787,omcl,2,2-5
OG7479,omcl,2,2-5
OG74771,omcl,2,2-5
OG74765,omcl,2,2-5
OG74766,omcl,2,2-5
IP19272,ip,2,2-5
IP19288,ip,2,2-5
OG74755,omcl,2,2-5
OG74763,omcl,2,2-5
OG74747,omcl,2,2-5
IP19381,ip,2,2-5
IP19384,ip,2,2-5
IP19398,ip,2,2-5
OG74740,omcl,2,2-5
OG74737,omcl,2,2-5
IP19349,ip,2,2-5
OG74727,omcl,2,2-5
OG7473,omcl,2,2-5
OG74714,omcl,2,2-5
IP19457,ip,2,2-5
IP19466,ip,2,2-5
IP19477,ip,2,2-5
IP19480,ip,2,2-5
OG74709,omcl,2,2-5
OG74710,omcl,2,2-5
IP1943,ip,2,2-5
IP19441,ip,2,2-5
IP19445,ip,2,2-5
OG28249,omcl,2,2-5
OG28256,omcl,2,2-5
