drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets,archivo,grupo
326077,cele,no informativa,Q9XUB2,10,0.0,13833.0,0.5043938012762078,186676.0,13833.0,indirecta,27425.0,cele_pseudohuerfanas,2
326919,cele,no informativa,Q9XUB2,3,0.0,14090.5,0.5137830446672744,187017.5,14090.5,indirecta,27425.0,cele_pseudohuerfanas,3
344791,cele,no informativa,G5EF15,4,0.0,14005.5,0.5106836827711941,186216.0,14005.5,indirecta,27425.0,cele_pseudohuerfanas,1
345803,cele,informativa,Q17339,9,0.0004685039891657,28.0,0.0010209662716499,308.0,28.0,directa,27425.0,cele_pseudohuerfanas,2
346537,cele,no informativa,Q9XUB2,58,0.0,14764.5,0.538359161349134,194158.0,14764.5,indirecta,27425.0,cele_pseudohuerfanas,3
348962,cele,no informativa,G5EF15,2,0.0,13728.5,0.5005834092980856,184662.5,13728.5,indirecta,27425.0,cele_pseudohuerfanas,3
349342,cele,no informativa,Q9XUB2,4,0.0,13963.0,0.509134001823154,184970.5,13963.0,indirecta,27425.0,cele_pseudohuerfanas,2
359462,cele,no informativa,Q17339,2,0.0,13798.0,0.5031175934366454,184723.5,13798.0,indirecta,27425.0,cele_pseudohuerfanas,1
361577,cele,no informativa,G5EF15,2,0.0,13977.5,0.5096627164995442,186142.5,13977.5,indirecta,27425.0,cele_pseudohuerfanas,0
361719,cele,no informativa,Q9XUB2,5,0.0,13811.0,0.5035916134913401,185747.5,13811.0,indirecta,27425.0,cele_pseudohuerfanas,2
365428,cele,informativa,Q09596,10,5.203929403318067e-05,72.5,0.0026435733819507,1148.0,72.5,indirecta,27425.0,cele_pseudohuerfanas,2
366165,cele,no informativa,G5EF15,4,0.0,13807.5,0.5034639927073837,186522.5,13807.5,indirecta,27425.0,cele_pseudohuerfanas,2
367863,cele,no informativa,Q9XUB2,10,0.0,14285.0,0.5208751139471285,188074.0,14285.0,indirecta,27425.0,cele_pseudohuerfanas,3
368298,cele,no informativa,Q9XUB2,8,0.0,14383.5,0.5244667274384686,189322.5,14383.5,indirecta,27425.0,cele_pseudohuerfanas,1
368381,cele,no informativa,Q9XUB2,6,0.0,14028.5,0.5115223336371924,186943.0,14028.5,indirecta,27425.0,cele_pseudohuerfanas,3
372114,cele,no informativa,Q17339,2,0.0,13980.0,0.5097538742023701,186189.0,13980.0,indirecta,27425.0,cele_pseudohuerfanas,0
375851,cele,no informativa,Q9XUB2,3,0.0,13935.5,0.5081312670920692,184743.0,13935.5,indirecta,27425.0,cele_pseudohuerfanas,3
386556,cele,no informativa,Q9XUB2,2,0.0,13713.0,0.5000182315405651,184277.5,13713.0,indirecta,27425.0,cele_pseudohuerfanas,2
387028,cele,no informativa,G5EF15,4,0.0,14045.0,0.5121239744758432,187153.0,14045.0,indirecta,27425.0,cele_pseudohuerfanas,2
388671,cele,no informativa,Q9XUB2,2,0.0,13737.5,0.5009115770282588,184620.0,13737.5,indirecta,27425.0,cele_pseudohuerfanas,1
388781,cele,no informativa,Q9XUB2,9,0.0,14177.5,0.5169553327256153,189922.0,14177.5,indirecta,27425.0,cele_pseudohuerfanas,2
389573,cele,no informativa,Q17339,2,0.0,13934.0,0.5080765724703737,184712.5,13934.0,indirecta,27425.0,cele_pseudohuerfanas,0
389742,cele,no informativa,Q9XUB2,6,0.0,14121.5,0.5149134001823154,188337.0,14121.5,indirecta,27425.0,cele_pseudohuerfanas,1
393268,cele,no informativa,G5EF15,3,0.0,13774.5,0.5022607110300821,185191.5,13774.5,indirecta,27425.0,cele_pseudohuerfanas,3
396872,cele,no informativa,Q17339,3,0.0,13978.0,0.5096809480401094,185388.5,13978.0,indirecta,27425.0,cele_pseudohuerfanas,0
400272,cele,no informativa,Q9XUB2,2,0.0,13992.5,0.5102096627164996,186503.5,13992.5,indirecta,27425.0,cele_pseudohuerfanas,1
401384,cele,no informativa,Q9XUB2,14,0.0,14077.0,0.5132907930720146,188217.5,14077.0,indirecta,27425.0,cele_pseudohuerfanas,0
408075,cele,no informativa,Q9XUB2,3,0.0,13981.5,0.5098085688240657,186245.5,13981.5,indirecta,27425.0,cele_pseudohuerfanas,1
410635,cele,no informativa,Q9XUB2,2,0.0,13723.0,0.5003828623518687,184389.5,13723.0,indirecta,27425.0,cele_pseudohuerfanas,3
417292,cele,informativa,G5EF15,9,8.719094618168197e-05,134.5,0.0049042844120328,1776.5,134.5,directa,27425.0,cele_pseudohuerfanas,3
429677,cele,informativa,G5EF15,3,3.6620197396306425e-05,23.5,0.0008568824065633,220.5,23.5,directa,27425.0,cele_pseudohuerfanas,1
431951,cele,no informativa,Q9XUB2,5,0.0,13730.5,0.5006563354603464,184693.5,13730.5,indirecta,27425.0,cele_pseudohuerfanas,0
433155,cele,no informativa,G5EF15,5,0.0,14037.0,0.5118322698268004,187215.5,14037.0,indirecta,27425.0,cele_pseudohuerfanas,3
433803,cele,no informativa,G5EF15,7,0.0,13814.5,0.5037192342752963,186610.0,13814.5,indirecta,27425.0,cele_pseudohuerfanas,3
434806,cele,no informativa,Q9XUB2,3,0.0,13772.0,0.5021695533272561,185295.0,13772.0,indirecta,27425.0,cele_pseudohuerfanas,3
