l,rho,lambda,lambda_suave
750,170.0,0.0,0.0212762779998005
751,170.0,0.0,0.0220600686201558
752,170.0,0.0,0.0228598076506543
753,170.0,0.0,0.0236748270268516
754,170.0,0.0,0.0245042982087411
755,170.0,0.0,0.0253473926563167
756,170.0,0.0,0.026203281829572
757,170.0,0.0,0.0270711371885007
758,170.0,0.0,0.0279501301930964
759,170.0,0.0,0.0288394323033529
760,170.0,0.0,0.0297382149792637
761,170.0,0.0,0.0306456496808226
762,170.0,0.0,0.0315609078680233
763,170.0,0.0,0.0324831610008595
764,170.0,0.0,0.0334115805393247
765,170.0,0.0,0.0343453379434128
766,170.0,0.0,0.0352836046731173
767,170.0,0.0,0.036225552188432
768,170.0,0.0,0.0371703519493505
769,170.0,0.0,0.0381171754158666
770,170.0,0.0,0.0390651940479738
771,170.0,0.0,0.0400135793056658
772,170.0,0.0,0.0409615026489364
773,170.0,0.0,0.0419081355377793
774,170.0,0.0,0.042852649432188
775,170.0,0.0,0.0437942157921563
776,170.0,0.0,0.0447320060776778
777,170.0,0.0,0.0456651917487463
778,170.0,0.0,0.0465929442653554
779,170.0,0.0,0.0475144350874988
780,171.0,1.0,0.0484288356751701
781,171.0,0.0,0.0493353174883631
782,171.0,0.0,0.0502330519870714
783,171.0,0.0,0.0511212106312887
784,171.0,0.0,0.0519989648810086
785,171.0,0.0,0.0528654861962249
786,171.0,0.0,0.0537199460369313
787,171.0,0.0,0.0545615158631213
788,171.0,0.0,0.0553893671347887
789,171.0,0.0,0.0562026713119272
790,171.0,0.0,0.0570005998545305
791,171.0,0.0,0.0577823242225921
792,171.0,0.0,0.0585470158761059
793,171.0,0.0,0.0592938462750654
794,171.0,0.0,0.0600219868794644
795,172.0,1.0,0.0607306091492965
796,172.0,0.0,0.0614188845445554
797,172.0,0.0,0.0620859845252348
798,172.0,0.0,0.0627310805513283
799,172.0,0.0,0.0633533440828297
800,172.0,0.0,0.0639519465797326
801,172.0,0.0,0.0645260595020307
802,172.0,0.0,0.0650748543097177
803,172.0,0.0,0.0655975024627872
804,172.0,0.0,0.066093175421233
805,172.0,0.0,0.0665610446450486
806,172.0,0.0,0.0670002815942279
807,172.0,0.0,0.0674100577287644
808,172.0,0.0,0.0677895445086518
809,172.0,0.0,0.0681379133938839
810,172.0,0.0,0.0684543358444542
811,172.0,0.0,0.0687379833203566
812,172.0,0.0,0.0689880272815846
813,172.0,0.0,0.0692036391881319
814,172.0,0.0,0.0693839904999922
815,172.0,0.0,0.0695285069161465
816,172.0,0.0,0.0696376310915249
817,172.0,0.0,0.069712059920045
818,172.0,0.0,0.0697524902956241
819,172.0,0.0,0.0697596191121798
820,172.0,0.0,0.0697341432636295
821,172.0,0.0,0.0696767596438907
822,172.0,0.0,0.0695881651468808
823,172.0,0.0,0.0694690566665174
824,172.0,0.0,0.0693201310967178
825,172.0,0.0,0.0691420853313996
826,172.0,0.0,0.0689356162644801
827,172.0,0.0,0.068701420789877
828,172.0,0.0,0.0684401958015076
829,172.0,0.0,0.0681526381932894
830,172.0,0.0,0.0678394448591398
831,172.0,0.0,0.0675013126929764
832,173.0,1.0,0.0671389385887166
833,173.0,0.0,0.0667530194402779
834,174.0,1.0,0.0663442521415778
835,174.0,0.0,0.0659133335865336
836,174.0,0.0,0.0654609606690629
837,174.0,0.0,0.0649878302830831
838,174.0,0.0,0.0644946393225118
839,174.0,0.0,0.0639820846812663
840,174.0,0.0,0.0634508632532641
841,174.0,0.0,0.0629016719324227
842,174.0,0.0,0.0623352076126596
843,175.0,1.0,0.0617521671878922
844,175.0,0.0,0.0611532475520381
845,175.0,0.0,0.0605391455990146
846,175.0,0.0,0.0599105582227392
847,175.0,0.0,0.0592681823171294
848,175.0,0.0,0.0586127147761027
849,175.0,0.0,0.0579448524935765
850,175.0,0.0,0.0572652923634683
851,175.0,0.0,0.0565747312796956
852,175.0,0.0,0.0558738661361758
853,175.0,0.0,0.0551633938268264
854,175.0,0.0,0.0544440112455648
855,176.0,1.0,0.0537164152863086
856,176.0,0.0,0.0529813028429751
857,176.0,0.0,0.0522393708094819
858,176.0,0.0,0.0514913160797465
859,176.0,0.0,0.0507378355476862
860,176.0,0.0,0.0499796261072185
861,176.0,0.0,0.049217384652261
862,176.0,0.0,0.0484518080767311
863,176.0,0.0,0.0476835932745462
864,176.0,0.0,0.0469134371396239
865,176.0,0.0,0.0461420365658815
866,176.0,0.0,0.0453700884472366
867,176.0,0.0,0.0445982896776066
868,176.0,0.0,0.043827337150909
869,177.0,1.0,0.0430579277610612
870,177.0,0.0,0.0422907584019807
871,177.0,0.0,0.0415265259675851
872,177.0,0.0,0.0407659273517916
873,177.0,0.0,0.0400096594485179
874,177.0,0.0,0.0392584191516814
875,177.0,0.0,0.0385129033551995
876,177.0,0.0,0.0377738089529897
877,177.0,0.0,0.0370417261808211
878,177.0,0.0,0.0363168186418693
879,177.0,0.0,0.0355991432811614
880,177.0,0.0,0.0348887570437247
881,177.0,0.0,0.0341857168745864
882,177.0,0.0,0.0334900797187737
883,177.0,0.0,0.0328019025213138
884,177.0,0.0,0.0321212422272338
885,177.0,0.0,0.031448155781561
886,177.0,0.0,0.0307827001293225
887,177.0,0.0,0.0301249322155456
888,177.0,0.0,0.0294749089852575
889,177.0,0.0,0.0288326873834853
890,177.0,0.0,0.0281983243552563
891,177.0,0.0,0.0275718768455977
892,177.0,0.0,0.0269534017995367
893,177.0,0.0,0.0263429561621004
894,177.0,0.0,0.025740596878316
895,177.0,0.0,0.0251463808932108
896,177.0,0.0,0.024560365151812
897,177.0,0.0,0.0239826065991467
898,177.0,0.0,0.0234131621802422
899,177.0,0.0,0.0228520888401256
900,177.0,0.0,0.0222994435238242
901,177.0,0.0,0.0217552831763652
902,177.0,0.0,0.0212196647427757
903,177.0,0.0,0.0206926451680829
904,177.0,0.0,0.0201742813973141
905,177.0,0.0,0.0196646303754965
906,177.0,0.0,0.0191637490476571
907,177.0,0.0,0.0186716943588234
908,177.0,0.0,0.0181885232540224
909,177.0,0.0,0.0177142926782813
910,177.0,0.0,0.0172490595766274
911,177.0,0.0,0.0167928808940878
912,177.0,0.0,0.0163458135756898
913,177.0,0.0,0.0159079145664605
914,177.0,0.0,0.0154792408114271
915,177.0,0.0,0.0150598492556169
916,177.0,0.0,0.014649796844057
917,177.0,0.0,0.0142491405217747
918,177.0,0.0,0.0138579372337971
919,177.0,0.0,0.0134762439251514
920,177.0,0.0,0.0131041175408649
921,177.0,0.0,0.0127416150259647
922,177.0,0.0,0.012388793325478
923,177.0,0.0,0.0120457093844321
924,177.0,0.0,0.0117124201478541
925,177.0,0.0,0.0113889825607712
926,177.0,0.0,0.0110754535682107
927,177.0,0.0,0.0107718901151996
928,177.0,0.0,0.0104783491467653
929,177.0,0.0,0.010194887607935
930,177.0,0.0,0.0099215624437357
931,177.0,0.0,0.0096584305991948
932,177.0,0.0,0.0094055490193394
933,177.0,0.0,0.0091629746491968
934,177.0,0.0,0.008930764433794
935,177.0,0.0,0.0087089753181584
936,177.0,0.0,0.0084976642473171
937,177.0,0.0,0.0082968881662973
938,177.0,0.0,0.0081067040201262
939,177.0,0.0,0.0079271687538311
940,177.0,0.0,0.007758339312439
941,177.0,0.0,0.0076002726409773
942,177.0,0.0,0.0074530256844731
943,177.0,0.0,0.0073166553879536
944,177.0,0.0,0.007191218696446
945,177.0,0.0,0.0070767725549775
946,177.0,0.0,0.0069733739085754
947,177.0,0.0,0.0068810797022667
948,177.0,0.0,0.0067999468810788
949,177.0,0.0,0.0067300323900387
950,177.0,0.0,0.0066713931741738
951,177.0,0.0,0.0066240861785111
952,177.0,0.0,0.006588168348078
953,177.0,0.0,0.0065636966279016
954,177.0,0.0,0.0065507279630091
955,177.0,0.0,0.0065493192984276
956,177.0,0.0,0.0065595275791845
957,177.0,0.0,0.0065814097503069
958,177.0,0.0,0.006615022756822
959,177.0,0.0,0.0066604235437569
960,177.0,0.0,0.006717669056139
961,177.0,0.0,0.0067868162389954
962,177.0,0.0,0.0068679220373532
963,177.0,0.0,0.0069610433962398
964,177.0,0.0,0.0070662372606822
965,178.0,1.0,0.0071835605757077
966,178.0,0.0,0.0073130702863436
967,178.0,0.0,0.0074548233376169
968,178.0,0.0,0.0076088766745549
969,178.0,0.0,0.0077752872421848
970,178.0,0.0,0.0079541119855338
971,178.0,0.0,0.008145407849629
972,178.0,0.0,0.0083492317794978
973,178.0,0.0,0.0085656407201672
974,178.0,0.0,0.0087946916166645
975,178.0,0.0,0.0090364414140169
976,178.0,0.0,0.0092909470572516
977,178.0,0.0,0.0095582654913958
978,178.0,0.0,0.0098384536614766
979,178.0,0.0,0.0101315685125213
980,178.0,0.0,0.0104376669895571
981,178.0,0.0,0.0107568060376112
982,178.0,0.0,0.0110890426017107
983,178.0,0.0,0.0114344336268829
984,178.0,0.0,0.011793036058155
985,178.0,0.0,0.0121649068405542
986,178.0,0.0,0.0125501029191076
987,178.0,0.0,0.0129486812388425
988,178.0,0.0,0.0133606987447861
989,178.0,0.0,0.0137862123819655
990,178.0,0.0,0.0142252790954081
991,178.0,0.0,0.0146779558301408
992,178.0,0.0,0.0151442995311911
993,178.0,0.0,0.015624367143586
994,178.0,0.0,0.0161182156123527
995,178.0,0.0,0.0166259018825186
996,178.0,0.0,0.0171474828991107
997,178.0,0.0,0.0176830156071562
998,178.0,0.0,0.0182325569516824
999,178.0,0.0,0.0187961638777165
1000,178.0,0.0,0.0193738933302857
