ann,nombre
IPR018093,"BCCT transporter, conserved site"
IPR051311,DedA domain-containing protein
IPR010064,"Bacteriophage HK97-gp10, putative tail-component"
IPR053523,Oligopeptide Permease AppC-like
IPR042274,"Regulatory protein YycH/YycI , domain 2"
IPR009996,Regulatory protein YycH
IPR003876,Arginine deiminase
IPR015855,"ABC transporter, maltose/maltodextrin import, MalK-like"
IPR047641,"ABC transporter, ATP-binding protein MalK/UgpC-like"
IPR005116,"Transport-associated OB, type 1"
IPR040582,"MalK-like, OB fold domain"
IPR008995,"Molybdate/tungstate binding, C-terminal"
IPR051319,Bifunctional oligoribonuclease/pAp-phosphatase and c-di-AMP PDE
IPR049553,"Cyclic-di-AMP phosphodiesterase GdpP-like, PAS domain"
IPR014528,Cyclic-di-AMP phosphodiesterase GdpP/PdeA
IPR054480,"Acetolactate synthase small subunit-like, ACT domain"
IPR056566,CPBP family lipoprotein N-acylation protein LnsB-like
IPR011379,"NTP Pyrophosphohydrolase MazG-related, GP37"
IPR050036,Metal-staphylopine import system permease protein CntB
IPR039532,"Transcriptional regulator TetR, C-terminal, Firmicutes type"
IPR049844,RsaX20-like
IPR012837,"Ribonucleoside-triphosphate reductase activating, anaerobic"
IPR034457,Organic radical-activating enzymes
IPR004872,Lipoprotein NlpA family
IPR051768,Bacterial secretion system and toxin
IPR006829,LXG domain
IPR009951,Host-nuclease inhibitor protein Gam
IPR009859,"Protein of unknown function, Gam-like"
IPR022961,"Glycine-tRNA ligase, bacterial"
IPR060648,"Glycyl-tRNA synthetase, insertion domain 1"
IPR051925,RNA-binding domain-containing protein
IPR001890,"RNA-binding, CRM domain"
IPR035920,YhbY-like superfamily
IPR017924,RNA-binding protein YhbY
IPR004605,Holliday junction branch migration complex subunit RuvB
IPR041445,"RuvB, AAA lid domain"
IPR008823,"RuvB, winged helix, C-terminal domain"
IPR008824,"RuvB-like, AAA+ ATPase domain"
IPR023019,Histidine biosynthesis bifunctional protein HisIE
IPR004651,"Histidine biosynthesis, HisF"
IPR050064,Imidazole glycerol phosphate synthase HisA/HisF
IPR002496,Phosphoribosyl-AMP cyclohydrolase domain
IPR038019,Phosphoribosyl-AMP cyclohydrolase domain superfamily
IPR008179,Phosphoribosyl-ATP pyrophosphohydrolase
IPR021130,Phosphoribosyl-ATP pyrophosphohydrolase-like
IPR006062,Histidine biosynthesis protein
IPR026660,Phosphoribosyl-AMP cyclohydrolase
IPR052576,Amino Acid Transporter-Related
IPR032813,"Putative Na+/H+ antiporter, N-terminal"
IPR044146,"Tex, S1 domain"
IPR055179,"Tex-like, central region"
IPR049839,Lmo0850-like
IPR018191,4-oxalocrotonate tautomerase
IPR004370,4-oxalocrotonate tautomerase-like domain
IPR023841,Bacillithiol biosynthesis deacetylase BshB2
IPR015199,"DNA polymerase III, delta subunit, C-terminal"
IPR021415,SAV0927-like
IPR016977,Competence protein ComGF
IPR012902,Prokaryotic N-terminal methylation site
IPR000291,"D-alanine--D-alanine ligase/VANA/B/C, conserved site"
IPR005905,D-alanine--D-alanine ligase
IPR011127,"D-alanine--D-alanine ligase, N-terminal domain"
IPR001348,ATP phosphoribosyltransferase HisG
IPR024893,"ATP phosphoribosyltransferase HisG, short form"
IPR013820,"ATP phosphoribosyltransferase, catalytic domain"
IPR000298,Cytochrome c oxidase subunit III-like
IPR024791,Cytochrome c oxidase subunit III
IPR035973,Cytochrome c oxidase subunit III-like superfamily
IPR014246,Quinol oxidase subunit III
IPR033946,Ubiquinol oxidase subunit III domain
IPR055590,TscA antitoxin
IPR007127,"RNA polymerase sigma factor 70, region 1.1"
IPR042189,"Sigma-70 factor, region 1.1 superfamily"
IPR050239,"Sigma-70 factor family, RNA polymerase initiation factors"
IPR012760,"RNA polymerase sigma factor RpoD, C-terminal"
IPR009042,RNA polymerase sigma-70 region 1.2
IPR028630,RNA polymerase sigma factor RpoD
IPR008326,Pyruvate dehydrogenase inhibitor-like
IPR009309,IreB regulatory phosphoprotein-like
IPR006654,"Tryptophan synthase, beta chain"
IPR023026,Tryptophan synthase beta chain/beta chain-like
IPR006653,"Tryptophan synthase, beta chain, conserved site"
IPR001516,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal"
IPR001750,"NADH:quinone oxidoreductase/Mrp antiporter, transmembrane domain"
IPR046806,MrpA C-terminal/MbhE
IPR050616,CPA3 Na+/H+ Antiporter Subunit A
IPR025383,MrpA C-terminal/MbhD
IPR015864,FAD synthetase
IPR002606,"Riboflavin kinase, bacterial"
IPR056792,"Ribosome maturation factor RimM, PRC barrel domain"
IPR036976,"RimM, N-terminal domain superfamily"
IPR011961,Ribosome maturation factor RimM
IPR002676,"RimM, N-terminal"
IPR003804,L-lactate permease
IPR040476,"RNase II/RNase R, cold shock domain"
IPR013223,"Ribonuclease B, N-terminal OB domain"
IPR011805,Ribonuclease R
IPR004476,Ribonuclease II/ribonuclease R
IPR009164,"Fructose-1,6-bisphosphatase class 3"
IPR032613,Protein of unknown function DUF4889
IPR006054,"DNA polymerase III epsilon subunit, exonuclease domain"
IPR040982,DNA polymerase III alpha subunit finger domain
IPR003141,"Polymerase/histidinol phosphatase, N-terminal"
IPR044923,"PolC, middle finger subdomain superfamily"
IPR011708,"Bacterial DNA polymerase III, alpha subunit, NTPase domain"
IPR006308,"DNA polymerase III, alpha subunit, PolC-type, Gram-positive bacteria"
IPR004805,Error-prone DNA polymerase/DNA polymerase III subunit alpha DnaE/PolC
IPR024754,"DNA polymerase III PolC-like, N-terminal domain II"
IPR029460,"DNA polymerase, helix-hairpin-helix motif"
IPR028112,"DNA polymerase III PolC-type, N-terminal domain I"
IPR005110,"MoeA, N-terminal and linker domain"
IPR036688,"MoeA, C-terminal, domain IV superfamily"
IPR036135,"MoeA, N-terminal and linker domain superfamily"
IPR038987,Molybdopterin biosynthesis protein MoeA-like
IPR005111,"MoeA, C-terminal, domain IV"
IPR029100,Bacterial toxin 50
IPR005881,Serine O-acetyltransferase
IPR053376,Serine acetyltransferase
IPR006179,5'-Nucleotidase/apyrase
IPR041825,"SA0022-like, N-terminal metallophosphatase domain"
IPR008334,"5'-Nucleotidase, C-terminal"
IPR036907,"5'-Nucleotidase, C-terminal domain superfamily"
IPR006146,"5'-Nucleotidase, conserved site"
IPR014579,"Predicted 5'-nucleotidase, SA0022 type"
IPR001640,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt
IPR011614,Catalase core domain
IPR024711,"Catalase, mono-functional, haem-containing, clades 1 and 3"
IPR010582,Catalase immune-responsive domain
IPR018028,"Catalase, mono-functional, haem-containing"
IPR040333,"Catalase, clade 3"
IPR020835,Catalase superfamily
IPR002226,Catalase haem-binding site
IPR024708,Catalase active site
IPR050492,Bacterial metal-binding protein 9
IPR015304,ZinT domain
IPR006128,Adhesion lipoprotein PsaA-like
IPR006129,Adhesin B
IPR006127,"Periplasmic solute binding protein, ZnuA-like"
IPR023755,"Heme A synthase, type 1, bacillales"
IPR050450,"COX15/CtaA Heme A synthase, prokaryotes"
IPR003918,NADH:ubiquinone oxidoreductase
IPR050586,CPA3 Na+/H+ Antiporter Subunit D
IPR004775,Na(+)/H(+) antiporter subunit D1
IPR009368,Protein of unknown function DUF1024
IPR052829,N-acetyltransferase domain-containing protein
IPR012318,Crp-type HTH domain
IPR004573,rRNA small subunit methyltransferase B
IPR018913,"BppU, N-terminal"
IPR051327,Multi Antimicrobial Extrusion Protein MepA
IPR045070,Multidrug and toxic compound extrusion MepA-like
IPR048279,Multidrug resistance protein MdtK-like
IPR008286,"Orn/Lys/Arg decarboxylase, C-terminal"
IPR036633,"Orn/Lys/Arg decarboxylase, C-terminal domain superfamily"
IPR000310,"Orn/Lys/Arg decarboxylase, major domain"
IPR052357,Orn/Lys/Arg decarboxylase class-I
IPR023616,"Cytochrome c oxidase-like, subunit I domain"
IPR014233,Quinol oxidase subunit I
IPR000883,Cytochrome c oxidase subunit I
IPR036927,"Cytochrome c oxidase-like, subunit I superfamily"
IPR023615,"Cytochrome c oxidase, subunit I, copper-binding site"
IPR019718,Protein of unknown function DUF2602
IPR009928,"Primosomal DnaI, N-terminal"
IPR013317,"Chromosomal replication initiator protein DnaA, ATPAse domain"
IPR017039,Virulence factor BrkB
IPR051013,N-acyl homoserine lactonase-like
IPR025989,Virulence factor domain
IPR048062,SE1832-like
IPR011726,"K+ transporting P-type ATPase, F subunit"
IPR031165,Yjdj-type Gcn5-related N-acetyltransferase
IPR045057,Gcn5-related N-acetyltransferase
IPR001721,"Threonine dehydratase, ACT-like domain"
IPR011820,L-threonine dehydratase biosynthetic IlvA
IPR000634,"Serine/threonine dehydratase, pyridoxal-phosphate-binding site"
IPR038110,"Threonine dehydratase, ACT-like domain superfamily"
IPR048587,"Conserved virulence factor B, third S1 domain"
IPR014464,Conserved virulence factor B
IPR039566,"Conserved virulence factor B, first S1 domain"
IPR048588,"Conserved virulence factor B, second S1 domain"
IPR040764,"Conserved virulence factor B-like, winged helix domain"
IPR012833,"Ribonucleoside-triphosphate reductase, anaerobic"
IPR020814,"Small ribosomal subunit protein bS6, plastid/chloroplast"
IPR000529,Small ribosomal subunit protein bS6
IPR020815,"Small ribosomal subunit protein bS6, conserved site"
IPR010230,"FeS cluster assembly SUF system, ATPase SufC"
IPR060270,"Lipoteichoic acid synthase, N-terminal domain"
IPR012160,Lipoteichoic acid synthase-like
IPR000917,"Sulfatase, N-terminal"
IPR050448,OpgB/LTA synthase bacterial cell wall biosynthesis
IPR009881,Protein of unknown function DUF1433
IPR050495,Autophagy-related 22 and Lipoteichoic acid anchor flippase
IPR022932,Putative phosphoesterase YjcG
IPR050580,2H phosphoesterase superfamily YjcG-like protein
IPR006528,Phage head morphogenesis domain
IPR005128,Alpha-acetolactate decarboxylase
IPR016473,Deoxycytidylate deaminase
IPR013404,"Competence operon E, ComEB"
IPR010572,Tail spike domain
IPR007119,"Phage tail spike protein, N-terminal domain"
IPR030392,Intramolecular chaperone auto-processing domain
IPR007163,Undecaprenyl phosphate translocase-like
IPR006298,GTP-binding protein BipA
IPR035651,"BipA, domain V"
IPR047043,"GTP-binding protein BipA, domain 3"
IPR012156,"Cold shock, CspA"
IPR019844,"Cold-shock domain, conserved site"
IPR050181,Cold shock domain-containing protein
IPR036945,Diacylglycerol kinase (DAGK) superfamily
IPR033717,Undecaprenol kinase
IPR000829,DAGK family
IPR060474,"PSP1-like protein, third domain"
IPR008513,tRNA(Met) cytidine acetate ligase
IPR034683,Cytidylyltransferase IspD/TarI
IPR034709,Ribitol-5-phosphate cytidylyltransferase
IPR050088,"IspD/TarI cytidylyltransferase, baterial-type"
IPR018294,"4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site"
IPR001460,"Penicillin-binding protein, transpeptidase"
IPR039422,Transcription regulators MarR/SlyA-like
IPR050093,"ABC Transporter, Small Molecule Importer"
IPR023856,Bacilliredoxin reductase Bdr
IPR002656,Acyltransferase 3 domain
IPR009338,Protein of unknown function Orf51
IPR019491,"Lipoate protein ligase, C-terminal"
IPR050807,"Transcriptional regulator/dioxygenase, bacterial-type"
IPR032688,ABC-2 type transporter permease protein NosY-like
IPR006042,Xanthine/uracil permease
IPR017588,Uric acid permease UacT-like
IPR023460,"RNA-binding family, YbxF-like"
IPR052379,Type VII TA system RNase
IPR037038,tRNA nuclease HepT-like superfamily
IPR008201,Ribonuclease HepT-like
IPR003964,Carbamate kinase
IPR010954,"Chorismate mutase, Firmicutes/Deinococcus"
IPR002701,"Chorismate mutase II, prokaryotic-type"
IPR052899,Class-I DAHP synthase
IPR006218,DAHP synthetase I/KDSA
IPR036979,Chorismate mutase domain superfamily
IPR006268,"Phospho-2-dehydro-3-deoxyheptonate aldolase, subtype 2"
IPR036263,Chorismate mutase type II superfamily
IPR013563,"Oligopeptide/dipeptide ABC transporter, C-terminal"
IPR022695,"Histidinol dehydrogenase, monofunctional"
IPR012131,Histidinol dehydrogenase
IPR001692,"Histidinol dehydrogenase, conserved site"
IPR001705,Large ribosomal subunit protein bL33
IPR018264,"Large ribosomal subunit protein bL33, conserved site"
IPR025987,GW domain
IPR002502,N-acetylmuramoyl-L-alanine amidase domain
IPR038200,GW domain superfamily
IPR036505,N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily
IPR052515,Gfo/Idh/MocA Oxidoreductase
IPR014874,"Staphylocoagulase, N-terminal, subdomain 1"
IPR001443,Staphylocoagulase repeat
IPR043071,"Staphylcoagulase, N-terminal, subdomain 2"
IPR043072,"Staphylcoagulase, N-terminal, subdomain 1"
IPR010192,2-succinylbenzoate--CoA ligase
IPR050237,ATP-dependent AMP-binding enzyme
IPR014914,RES domain
IPR040549,Domain of unknown function DUF5613
IPR041609,"Phosphoribosylformylglycinamidine synthase, linker domain"
IPR010074,Phosphoribosylformylglycinamidine subunit PurL
IPR023784,"2-oxoglutarate dehydrogenase E1 component, bacterial"
IPR002988,Protein G-related albumin-binding (GA) module
IPR006433,Prohead protease
IPR054613,Prohead serine protease domain
IPR001328,Peptidyl-tRNA hydrolase
IPR018171,"Peptidyl-tRNA hydrolase, conserved site"
IPR036416,Peptidyl-tRNA hydrolase superfamily
IPR050963,Sirohydrochlorin Cobaltochelatase/CbiX
IPR002762,Sirohydrochlorin cobaltochelatase CbiX-like
IPR037943,"Nitrate reductase alpha subunit-like, MopB domain"
IPR028189,"Nitrate reductase, alpha subunit, N-terminal"
IPR044906,"Nitrate reductase, alpha subunit, N-terminal domain superfamily"
IPR006468,Nitrate reductase alpha subunit
IPR005815,Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
IPR050679,Bacterial HTH-type transcriptional regulator
IPR024180,"Bifunctional tetrapyrrole methylase/MazG NTP pyrophosphohydrolase, predicted"
IPR035013,"YabN, N-terminal"
IPR048015,"MazG-like, N-terminal domain"
IPR011551,NTP pyrophosphohydrolase MazG
IPR004518,NTP pyrophosphohydrolase MazG-like domain
IPR014962,YolD-like protein
IPR054456,"Replication initiation protein, N-terminal"
IPR027855,Domain of unknown function DUF4479
IPR037154,YtpR-like superfamily
IPR023731,Global transcriptional regulator Spx
IPR005807,"SecE subunit of protein translocation complex, bacterial-like"
IPR038379,SecE superfamily
IPR055180,"Restriction endonuclease, type I, HsdR, second RecA-like helicase domain"
IPR004473,"Restriction endonuclease, type I, HsdR"
IPR051268,Type I restriction enzyme R subunit
IPR040980,SWI2/SNF2 ATPase
IPR007409,"Restriction endonuclease, type I, HsdR, N-terminal"
IPR022625,"Type I restriction enzyme R protein, C-terminal"
IPR037953,"SbnI-like, N-terminal"
IPR003115,"ParB-like, N-terminal domain"
IPR036086,ParB/Sulfiredoxin superfamily
IPR050336,Chromosome-partitioning and nucleoid occlusion protein
IPR016999,L-serine kinase SbnI-like
IPR023098,"L-serine kinase SerK/SbnI, C-terminal"
IPR007227,Cell shape-determining protein MreD
IPR052552,YeaO-like
IPR005672,Phosphate transport system permease protein PstA
IPR050215,3-ketoacyl-CoA thiolase-like
IPR020827,"Asparaginase/glutaminase, active site 1"
IPR004550,"L-asparaginase, type II"
IPR051799,NADH-dependent flavin oxidoreductase
IPR003735,Metal-sensitive transcriptional repressor
IPR038390,"Metal-sensitive repressor, helix protomer superfamily"
IPR018095,"Thymidylate kinase, conserved site"
IPR003317,Cytochrome ubiquinol oxidase subunit 2
IPR061024,SAS049
IPR011280,"Succinate dehydrogenase/fumarate reductase flavoprotein subunit, low-GC Gram-positive bacteria"
IPR013798,Indole-3-glycerol phosphate synthase domain
IPR045186,Indole-3-glycerol phosphate synthase
IPR001468,"Indole-3-glycerol phosphate synthase, conserved site"
IPR009718,"Rex DNA-binding, C-terminal domain"
IPR022876,Redox-sensing transcriptional repressor Rex
IPR058203,"Redox-sensing transcriptional repressor Rex, bacilli-type"
IPR020930,"Large ribosomal subunit protein uL5, bacteria"
IPR000835,MarR-type HTH domain
IPR026017,Lumazine-binding domain
IPR001783,Lumazine-binding protein
IPR022572,"DNA replication/recombination mediator RecO, N-terminal"
IPR042242,"Recombination protein O, C-terminal"
IPR003717,"Recombination protein O, RecO"
IPR025007,Domain of unknown function DUF3899
IPR011266,Fibrinogen-binding domain 2
IPR008966,Adhesion domain superfamily
IPR041171,SDR-like Ig domain
IPR050972,Serine-aspartate repeat-containing protein-like
IPR011252,Fibrogen-binding domain 1
IPR015867,"Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal"
IPR019264,Domain of unknown function DUF2179
IPR003740,Uncharacterised membrane protein YitT
IPR051461,UPF0750 membrane-associated protein
IPR014269,Accessory Sec system protein translocase subunit SecY2
IPR025889,General stress protein 17M-like domain
IPR023035,"Small ribosomal subunit protein uS9, bacteria/plastid"
IPR004488,Magnesium/cobalt transport protein CorA
IPR006479,Holin
IPR045213,"Malic enzyme, NAD-binding domain, bacterial type"
IPR051674,Malate Decarboxylating Enzymes
IPR004398,"RNA methyltransferase, RsmD"
IPR023351,YppE-like superfamily
IPR014913,YppE-like
IPR003343,"Bacterial Ig-like domain, group 2"
IPR003682,rRNA small subunit methyltransferase G
IPR010162,Methylformimidoylglutamase-like
IPR050640,Bacterial two-component sensor kinase systems
IPR010559,"Signal transduction histidine kinase, internal region"
IPR007838,Cell division protein ZapA-like
IPR053712,Bacterial Cell Division Activator
IPR036192,Cell division protein ZapA-like superfamily
IPR036467,Lumazine/riboflavin synthase superfamily
IPR002180,Lumazine/riboflavin synthase
IPR034964,Lumazine synthase
