ann,nombre
IPR046462,"Terminase large subunit-like, endonuclease domain"
IPR005021,Terminase large subunit-like
IPR046461,"Terminase large subunit-like, ATPase domain"
IPR020594,"Large ribosomal subunit protein bL9, bacteria/chloroplast"
IPR036791,"Large ribosomal subunit protein bL9, C-terminal domain superfamily"
IPR020069,"Large ribosomal subunit protein bL9, C-terminal"
IPR022934,"Manganese-dependent inorganic pyrophosphatase, probable"
IPR034332,"Uracil phosphoribosyltransferase, bacterial-type"
IPR005765,Uracil phosphoribosyl transferase
IPR023052,Cell division protein SepF
IPR007561,Cell division protein SepF/SepF-related
IPR038594,SepF-like superfamily
IPR004784,Galactose-6-phosphate isomerase subunit LacB
IPR037455,"Aerobactin siderophore biosynthesis, IucA/IucC-like"
IPR007310,"Aerobactin siderophore biosynthesis, IucA/IucC, N-terminal"
IPR022770,"Aerobactin siderophore biosynthesis IucA/IucC-like, C-terminal"
IPR021358,Protein of unknown function DUF2977
IPR009812,Protein of unknown function DUF1381
IPR036634,PRD domain superfamily
IPR013011,"Phosphotransferase system, EIIB component, type 2"
IPR007737,Mga helix-turn-helix domain
IPR011608,PRD domain
IPR050661,BglG family transcriptional antiterminators
IPR005359,Protein with unknown function UPF0154
IPR043148,"CDP-glycerol glycerophosphotransferase, C-terminal domain"
IPR016993,"Predicted glycerophosphotransferase, SA2157 type"
IPR007554,CDP-glycerol glycerophosphotransferase
IPR043149,"CDP-glycerol glycerophosphotransferase, N-terminal domain"
IPR051612,Teichoic Acid Biosynthesis Enzymes
IPR051598,4-Toluene sulfonate uptake permease/Inactive protease-like domain-containing protein
IPR007693,"DNA helicase, DnaB-like, N-terminal"
IPR007692,"DNA helicase, DnaB type"
IPR060911,SAS053-like DNA gyrase inhibitor
IPR004548,Peptide chain release factor 3
IPR041732,"Peptide chain release factor 3, GTP-binding domain"
IPR038467,"Peptide chain release factor 3, domain III superfamily"
IPR032090,"Peptide chain release factor 3, C-terminal"
IPR004438,"Peptidase M3B, oligoendopeptidase F"
IPR013647,"Oligopeptidase F, N-terminal domain"
IPR042088,"Oligoendopeptidase F, C-terminal domain"
IPR034009,Oligopeptidase F type 4
IPR009898,Protein of unknown function DUF1440
IPR018480,"Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site"
IPR010290,Transmembrane secretion effector
IPR047127,Mutator MutT-like
IPR046335,"Transcriptional regulator LacI/GalR-like, sensor domain"
IPR019676,Domain of unknown function DUF2529
IPR003488,DNA recombination-mediator protein A
IPR057666,"Smf/DprA, SLOG domain"
IPR004399,Hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase domain
IPR007076,"TfoX, N-terminal"
IPR009825,"ECF transporter, substrate-specific component-like"
IPR022914,Protein of unknown function UPF0397
IPR005744,Hly-III
IPR035277,"MalF, N-terminal"
IPR000944,Transcription regulator Rrf2
IPR001249,Acetyl-CoA biotin carboxyl carrier
IPR050709,Biotin Carboxyl Carrier/Decarboxylase Components
IPR057006,Phage tail chaperone protein-like
IPR044772,Nitrate transporter
IPR019931,LPXTG cell wall anchor motif
IPR053378,Prenyl diphosphate synthase
IPR002696,Membrane protein insertion efficiency factor YidD-like
IPR009682,Protein of unknown function DUF1270
IPR001867,OmpR/PhoB-type DNA-binding domain
IPR039420,Transcriptional regulatory protein WalR-like
IPR006660,Arsenate reductase-like
IPR006504,Transcriptional regulator Spx/MgsR
IPR007404,YdjM inner membrane
IPR053170,Negative transcriptional regulator
IPR043797,"6-phospho-N-acetylmuramidase, N-terminal"
IPR043894,"6-phospho-N-acetylmuramidase, C-terminal"
IPR008589,6-phospho-N-acetylmuramidase
IPR050045,Nickel import system permease protein NikB
IPR016856,"NADPH-dependent 7-cyano-7-deazaguanine reductase, QueF type 1"
IPR050084,NADPH-dependent 7-cyano-7-deazaguanine reductase
IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
IPR000792,"Transcription regulator LuxR, C-terminal"
IPR016032,"Signal transduction response regulator, C-terminal effector"
IPR050425,NAD(P)-dependent dehydratase-like
IPR004401,Nucleoid-associated protein YbaB/EbfC
IPR001626,"ABC transporter, TroCD-like"
IPR051169,NADH:quinone oxidoreductase/NAD(P)H-quinone oxidoreductase
IPR009300,Transcription activator RinB
IPR010673,Protein of unknown function UPF0346
IPR023089,YozE SAM-like domain
IPR036806,YozE SAM-like superfamily
IPR050622,CPA3 Na(+)/H(+) Antiporter Subunit B
IPR007182,Na+/H+ antiporter MnhB subunit-related protein
IPR027022,"ABC transporter permease protein, BceB-type"
IPR052536,ABC-4 Integral Membrane
IPR029493,"ATP-dependent RecD2 DNA helicase-like, helix-hairpin-helix domain"
IPR027785,UvrD-like helicase C-terminal domain
IPR055446,"ATP-dependent RecD2 DNA helicase, OB-fold domain"
IPR050534,Coronaviruses polyprotein 1ab
IPR006345,ATP-dependent RecD2 DNA helicase
IPR041451,"ATP-dependent RecD2 DNA helicase, SH3 domain"
IPR038734,"YhaN, AAA domain"
IPR012440,Helical membrane plugin domain
IPR009063,Immunoglobulin/albumin-binding domain superfamily
IPR003132,"Protein A, Ig-binding domain"
IPR021657,"Immunoglobulin-binding protein Sbi, domain IV"
IPR050922,LytR/CpsA/Psr cell wall biosynthesis
IPR004474,Cell envelope-related transcriptional attenuator domain
IPR023927,"2,3-diaminopropionate biosynthesis protein SbnA"
IPR006944,Bacteriophage/Gene transfer agent portal protein
IPR006427,"Phage portal protein, HK97"
IPR021461,Protein of unknown function DUF3113
IPR005182,"YdbS-like, PH domain"
IPR050210,tRNA (adenine-N(6)-)-methyltransferase
IPR053943,"Ribosomal RNA large subunit methyltransferase K/L-like, conserved site"
IPR054170,"RlmL, ferredoxin-like domain"
IPR004114,THUMP domain
IPR007300,CidB/LrgB family
IPR004607,Phosphoribosylglycinamide formyltransferase
IPR024469,Protein of unknown function DUF2538
IPR019953,Organic hydroperoxide resistance protein famiy
IPR052556,Polysaccharide Synthase/Transporter
IPR002797,Polysaccharide biosynthesis protein
IPR025966,"Oligopeptide transport permease C-like, N-terminal domain"
IPR050366,Binding-protein-dependent transport system permease
IPR000100,Ribonuclease P
IPR020539,"Ribonuclease P, conserved site"
IPR011260,"RNA polymerase, alpha subunit, C-terminal"
IPR011773,"DNA-directed RNA polymerase, alpha subunit"
IPR013762,"Integrase-like, catalytic domain superfamily"
IPR007372,"Lipid/polyisoprenoid-binding, YceI-like"
IPR050763,ABC transporter ATP-binding component
IPR014358,Enoyl-[acyl-carrier-protein] reductase (NADH)
IPR016994,VraC
IPR002747,S-adenosyl-l-methionine hydroxide adenosyltransferase
IPR046469,"S-adenosyl-l-methionine hydroxide adenosyltransferase, N-terminal domain"
IPR023228,"S-adenosyl-l-methionine hydroxide adenosyltransferase, N-terminal domain superfamily"
IPR023227,"S-adenosyl-l-methionine hydroxide adenosyltransferase, C-terminal domain superfamily"
IPR046470,"S-adenosyl-l-methionine hydroxide adenosyltransferase, C-terminal domain"
IPR010962,"Putative 8-amino-7-oxononanoate synthase, Archaea/Firmicutes type"
IPR007936,Virulence-associated protein E-like domain
IPR024528,"Threonine/Serine exporter, ThrE"
IPR058245,"NreC/VraR/RcsB-like, phosphoacceptor receiver domain"
IPR002901,Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain
IPR051056,Glycosyl Hydrolase Family 73
IPR014078,Nucleoside triphosphatase YtkD
IPR000847,"LysR, HTH, N-terminal domain"
IPR005119,"LysR, substrate-binding"
IPR061212,"SdrH-like, C-terminal domain"
IPR014007,Acetoin reductase
IPR050881,LL-diaminopimelate aminotransferase
IPR012081,Alkyl hydroperoxide reductase subunit F
IPR044141,"AhpF, N-terminal domain, C-terminal TRX-fold subdomain"
IPR044142,"AhpF, N-terminal domain, N-terminal TRX-fold subdomain"
IPR050097,Ferredoxin--NADP reductase type 2
IPR008255,"Pyridine nucleotide-disulphide oxidoreductase, class-II, active site"
IPR005290,"Small ribosomal subunit protein uS15, bacteria"
IPR050270,DegV domain-containing
IPR043168,"DegV, C-terminal domain"
IPR003797,DegV
IPR013849,"DNA helicase, Holliday junction RuvA type, domain I, bacterial"
IPR036267,"RuvA, C-terminal domain superfamily"
IPR011114,"Holliday junction DNA helicase RuvA, C-terminal"
IPR000085,Holliday junction branch migration complex subunit RuvA
IPR003583,"Helix-hairpin-helix DNA-binding motif, class 1"
IPR020547,"ATP synthase epsilon subunit, C-terminal domain"
IPR052537,Extradiol ring-cleavage dioxygenase
IPR001381,3-dehydroquinate dehydratase type I
IPR050146,Type-I 3-dehydroquinase
IPR002571,Heat-inducible transcription repressor HrcA
IPR023120,"Winged helix-turn-helix transcription repressor, HrcA, inserted dimerising domain superfamily"
IPR021153,"Heat-inducible transcription repressor HrcA, C-terminal"
IPR052509,Metal-responsive DNA-binding regulator
IPR005149,"Transcription regulator PadR, N-terminal"
IPR050596,Aspartate/prephenate aminotransferase-like
IPR005877,YSIRK Gram-positive signal peptide
IPR056304,"Lipase-like, C-terminal domain"
IPR003736,Phenylacetic acid degradation-related domain
IPR013196,"Helix-turn-helix, type 11"
IPR036095,PTS system IIB component-like superfamily
IPR004623,Potassium-transporting ATPase A chain
IPR009403,Protein of unknown function UPF0637
IPR053707,UPF0637 domain-containing protein
IPR023577,CYTH domain
IPR009195,Uncharacterised protein family YjbK
IPR025580,Capsid assembly scaffolding protein Gp46
IPR004561,Isochorismate synthase
IPR015890,"Chorismate-utilising enzyme, C-terminal"
IPR005801,ADC synthase
IPR007395,Putative neutral zinc metallopeptidase
IPR025711,PepSY domain
IPR050728,Extracellular Zinc Metalloprotease M4
IPR001570,"Peptidase M4, C-terminal"
IPR011096,FTP domain
IPR013856,Peptidase M4 domain
IPR023612,Peptidase M4
IPR028359,UDP-N-acetyl-D-mannosamine/glucosamine dehydrogenase
IPR005235,"Metallophosphoesterase, YmdB-like"
IPR003159,"Polysaccharide lyase family 8, central domain"
IPR004103,"Polysaccharide lyase family 8, C-terminal"
IPR008929,Chondroitin AC/alginate lyase
IPR011071,"Polysaccharide lyase family 8-like, C-terminal"
IPR038970,Polysaccharide lyase 8
IPR012970,"Polysaccharide lyase 8, N-terminal alpha-helical"
IPR006657,Molybdopterin dinucleotide-binding domain
IPR027467,"Molybdopterin oxidoreductase, molybdopterin cofactor binding site"
IPR006655,"Molybdopterin oxidoreductase, prokaryotic, conserved site"
IPR041924,"Formate dehydrogenase H, N-terminal"
IPR006478,"Formate dehydrogenase, alpha subunit"
IPR018385,C4-dicarboxylate anaerobic carrier-like
IPR051679,Divalent Anion Sodium Symporter-Related Transporters
IPR010379,Septation ring formation regulator EzrA
IPR011067,Plasmid maintenance toxin/Cell growth inhibitor
IPR003477,mRNA interferase PemK-like
IPR000524,"Transcription regulator HTH, GntR"
IPR022485,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
IPR044672,Molybdopterin synthase sulfur carrier subunit
IPR003749,Sulfur carrier ThiS/MoaD-like
IPR001669,Arginine repressor
IPR036251,"Arginine repressor, C-terminal domain superfamily"
IPR020899,"Arginine repressor, C-terminal"
IPR020900,"Arginine repressor, DNA-binding domain"
IPR057698,Phage family of unknown function (DUF7938)
IPR006293,"DNA helicase, ATP-dependent, RecQ type, bacterial"
IPR000860,Porphobilinogen deaminase
IPR022418,"Porphobilinogen deaminase, C-terminal"
IPR022417,"Porphobilinogen deaminase, N-terminal"
IPR022419,"Porphobilinogen deaminase, dipyrromethane cofactor binding site"
IPR036803,"Porphobilinogen deaminase, C-terminal domain superfamily"
IPR010368,"Control of competence regulator ComK, YlbF/YmcA"
IPR023378,YheA/YmcA-like domain superfamily
IPR014922,YdhG-like domain
IPR016786,"Uncharacterised protein YdeI, bacterial"
IPR051533,O-antigen ligase-like
IPR007016,O-antigen ligase-related domain
IPR051789,Bacterial Polyamine Transport Permease
IPR050272,Isochorismatase-like hydrolase
IPR030960,"3-dehydroquinate synthase, N-terminal domain"
IPR030963,3-dehydroquinate synthase family
IPR016037,3-dehydroquinate synthase AroB
IPR056179,"3-dehydroquinate synthase, C-terminal domain"
IPR050071,Dehydroquinate Synthase
IPR001095,"Acetyl-CoA carboxylase, alpha subunit"
IPR051537,DNA Adenine N(4)/N(6)-Methyltransferase
IPR038333,"Type I restriction enzyme EcoKI-like, methylase subunit, N-terminal domain superfamily"
IPR004546,"Restriction endonuclease, type I, methylase subunit"
IPR003356,"DNA methylase, adenine-specific"
IPR022749,"N6 adenine-specific DNA methyltransferase, N-terminal domain"
IPR049698,Teichoic acid glycerol-phosphate primase
IPR013615,"CbbQ/NirQ/NorQ, C-terminal"
IPR050764,CbbQ/NirQ/NorQ/GpvN
IPR051314,AAA ATPase RarA/MGS1/WRNIP1
IPR021886,"MgsA AAA+ ATPase, C-terminal"
IPR032423,AAA C-terminal domain
IPR051541,PTS System Sugar Transport and Nitrogen Regulation
IPR050769,"N-acetyltransferase, camello-type"
IPR050833,Polysaccharide Biosynthesis and Transport
IPR050524,Amino-acid permease-like
IPR004840,"Amino acid permease, conserved site"
IPR050857,D-isomer specific 2-hydroxyacid dehydrogenases
IPR000821,Alanine racemase
IPR011079,"Alanine racemase, C-terminal"
IPR020622,"Alanine racemase, pyridoxal-phosphate attachment site"
IPR055166,"Transcriptional regulator SarA/SarZ/Rot-like, helix-turn-helix domain"
IPR010166,Transcriptional regulator SarA/Rot domain
IPR012828,"ATP-dependent 6-phosphofructokinase, prokaryotic"
IPR012003,"ATP-dependent 6-phosphofructokinase, prokaryotic-type"
IPR005701,Capsular polysaccharide biosynthesis protein CpsC-like
IPR050445,Bacterial polysaccharide biosynthesis and export
IPR003856,"Polysaccharide chain length determinant, N-terminal domain"
IPR057505,"SH3b, T C-terminal domain"
IPR050351,Bacteriophytochrome/Sensor protein kinase WalK/GraS-like
IPR013542,"Epoxyqueuosine reductase QueG, DUF1730"
IPR004453,Epoxyqueuosine reductase QueG
IPR027493,Large ribosomal subunit protein bL31 type B
IPR042105,Large ribosomal subunit protein bL31 superfamily
IPR002150,Large ribosomal subunit protein bL31 type A/B
IPR007927,Protein of unknown function DUF722
IPR006523,Transcription activator RinA
IPR004472,Dethiobiotin synthase BioD
IPR053385,ABC_transport_system_permease
IPR009526,Protein of unknown function DUF1146
IPR051318,Iron-sulphur-dependent L-serine dehydratase
IPR029009,Allosteric substrate binding domain superfamily
IPR004643,Iron-sulphur-dependent L-serine dehydratase beta subunit
IPR005131,Serine dehydratase beta chain
IPR005747,Endonuclease MutS2
IPR046893,MutS2 and Smr-associated SH3 domain
IPR053989,"Teichoic acid transporter subunit TagH, SH3-like domain"
IPR053990,"Teichoic acid transporter subunit TagH, C-terminal domain"
IPR050683,Bacterial Polysaccharide Export ATP-binding
IPR005279,Dipeptide/tripeptide permease
IPR018456,"PTR2 family proton/oligopeptide symporter, conserved site"
IPR016667,"Capsular polysaccharide synthesis, CpsB/CapC"
IPR022551,BrxC
IPR030678,"Peptide/nickel binding protein, MppA-type"
IPR000914,Solute-binding protein family 5 domain
IPR039424,Solute-binding protein family 5
IPR036166,YxeA-like superfamily
IPR006542,Protein of unknown function DUF1093
IPR001638,Solute-binding protein family 3/N-terminal domain of MltF
IPR060936,SE1626-like
IPR021229,Protein of unknown function DUF2800
IPR004445,Sodium/glutamate symport carrier protein GltS
IPR008003,Protein of unknown function DUF739
IPR007492,LytTR DNA-binding domain
IPR046947,Transcriptional regulatory protein LytR-like
IPR047670,YfjT-like
IPR023048,"NADH:quinone oxidoreductase, FMN-dependent"
IPR050104,"FMN-dependent NADH:quinone oxidoreductase, azoreductase type 1"
IPR003680,Flavodoxin-like fold
IPR005790,"DNA polymerase III, delta subunit"
IPR010372,"DNA polymerase III delta, N-terminal"
IPR048466,"DNA polymerase III delta subunit-like, C-terminal domain"
IPR036661,Luciferase-like domain superfamily
IPR050766,Bacterial Luciferase Oxidoreductase
IPR019949,N-acetyl-S-alkylcysteine monooxygenase-like
IPR011251,Luciferase-like domain
IPR005719,"Dihydroorotate dehydrogenase, class 2"
IPR001295,"Dihydroorotate dehydrogenase, conserved site"
IPR038728,Uncharacterized membrane protein YkvI-like
IPR002481,Ferric-uptake regulator
IPR043135,"Ferric-uptake regulator, C-terminal domain"
IPR021008,D-Ala-teichoic acid biosynthesis protein DltX
IPR050388,"ABC Transporter, Nickel and Peptide Import"
IPR050189,Major Facilitator Superfamily Efflux Transporters
IPR019903,Repair of iron centres family
IPR012312,Hemerythrin-like
IPR038062,"ScdA-like, N-terminal domain superfamily"
IPR023551,Iron-sulfur cluster repair protein ScdA
IPR009474,Bacilliredoxins BrxB/BrxA
IPR005501,LamB/YcsF/PxpA-like
IPR011605,NusB antitermination factor
IPR035926,NusB-like superfamily
IPR006027,NusB/RsmB/TIM44
IPR010964,"Peptidase M20A, peptidase V-related"
IPR005025,NADPH-dependent FMN reductase-like domain
IPR050712,NAD(P)H-dependent reductase
IPR003786,Sulfur carrier protein FdhD
IPR037235,"TRCF-like, C-terminal D7 domain"
IPR047112,ATP-dependent DNA helicase RecG/Transcription-repair-coupling factor
IPR003711,"CarD-like/TRCF, RNAP-interacting domain"
IPR048635,"Transcription-repair-coupling factor, D3 domain"
IPR036101,"CarD-like/TRCF, RNAP-interacting domain superfamily"
IPR005118,"Transcription-repair-coupling factor, C-terminal domain"
IPR041471,"UvrB, interaction domain"
IPR004576,Transcription-repair coupling factor
IPR061475,AraC family transcriptional regulator Rsp
IPR035908,"ATP synthase, F0 complex, subunit A superfamily"
IPR000568,"ATP synthase, F0 complex, subunit A"
IPR023011,"ATP synthase, F0 complex, subunit A, active site"
IPR045082,"ATP synthase, F0 complex, subunit A, bacterial/chloroplast"
IPR018580,Uncharacterised protein family YfhO
IPR050090,Bacterial tyrosine recombinase XerC/XerD complex
IPR010998,"Integrase/recombinase, N-terminal"
IPR004107,"Integrase, SAM-like, N-terminal"
IPR002104,"Integrase, catalytic domain"
IPR044068,Core-binding (CB) domain
IPR019981,"Small ribosomal subunit protein uS11, bacteria"
IPR036170,Immunity protein YezG-like superfamily
IPR006728,Immunity protein YezG-like
IPR051917,Transposase/Integrase Enzymes
IPR053392,Transposase IS30-like
IPR050950,HTH-type LysR transcriptional regulators
IPR033470,"Fatty acid kinase subunit A-like, C-terminal"
IPR019986,Protein YloV-like
IPR048394,"Fatty acid kinase subunit A-like, middle domain"
IPR048170,DNA damage-induced cell division inhibitor SosA-like
IPR030679,"ABC-type amino acid transport system, ATPase component, HisP-type"
IPR017144,Xaa-Arg dipeptidase
IPR052030,Peptidase M20/M20A family hydrolases
IPR005598,ATP synthase protein I
IPR004093,Staphylokinase
IPR036120,Staphylokinase/Streptokinase superfamily
IPR000238,Ribosome-binding factor A
IPR020053,"Ribosome-binding factor A, conserved site"
IPR044946,Type I restriction modification DNA specificity domain superfamily
IPR000055,Type I restriction modification DNA specificity domain
IPR052021,Type I restriction system S subunit
IPR049874,"ROK, conserved site"
IPR000600,ROK family
IPR004654,Glucokinase ROK
IPR030676,Citrate carrier CitT-related
IPR050073,2-IPM synthase/homocitrate synthase-like
IPR000891,Pyruvate carboxyltransferase
IPR036230,"2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain superfamily"
IPR005671,"2-isopropylmalate synthase, bacterial-type"
IPR054691,"2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain"
IPR013709,"2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain"
IPR006448,"Putative phage terminase, small subunit, P27 family"
IPR018113,"Phosphotransferase system EIIB, cysteine phosphorylation site"
IPR036878,Glucose permease domain IIB
IPR001996,"Phosphotransferase system, IIB component, type 1"
IPR050429,Phosphotransferase System Glucose-Specific EIICBA
IPR025233,Protein of unknown function DUF4176
IPR005861,Histidinol-phosphate aminotransferase family
IPR050106,Histidinol-phosphate aminotransferase
IPR039518,"WhiA, LAGLIDADG-like domain"
IPR027434,Homing endonuclease
IPR003802,Sporulation regulator WhiA
IPR023054,"Sporulation regulator WhiA, C-terminal"
IPR018478,"Sporulation transcription regulator WhiA, N-terminal domain"
IPR004722,Dihydroorotase
IPR021683,Putative zincin peptidase
IPR050711,Electron transfer and nitrogen metabolism enzyme
IPR050396,Glycosyltransferase 51/Transpeptidase
IPR001264,"Glycosyl transferase, family 51"
IPR036950,Transglycosylase domain
IPR061473,AuxA
IPR018257,"Large ribosomal subunit protein bL19, conserved site"
IPR050563,4-hydroxybenzoyl-CoA thioesterase
IPR000119,Histone-like DNA-binding protein
IPR010992,Integration host factor (IHF)-like DNA-binding domain superfamily
IPR020816,"Histone-like DNA-binding protein, conserved site"
IPR019826,"Carboxylesterase type B, active site"
IPR008681,"Negative regulator of genetic competence, MecA"
IPR038471,"MecA, C-terminal domain superfamily"
IPR052345,Radiation response metalloprotease
IPR010359,IrrE N-terminal-like domain
IPR028301,"Serine proteases, V8 family, histidine active site"
IPR008353,"Peptidase S1B, exfoliative toxin"
IPR008256,Peptidase S1B
IPR002686,Transposase IS200-like
IPR036515,Transposase IS200-like superfamily
IPR014957,IDEAL domain
IPR027393,"Virus scaffolding protein, C-terminal"
IPR041242,Putative HNHc nuclease
IPR048715,"CggR, N-terminal DNA binding domain"
IPR007324,"Sugar-binding domain, putative"
IPR051054,Bacterial SorC Transcriptional Regulators
IPR010298,Ribosome-associated endoribonuclease 1
IPR029757,DNA-directed RNA polymerase subunit delta
IPR007759,"ASXL, HARE-HTH domain"
IPR038087,"DNA-directed RNA polymerase subunit delta, N-terminal domain superfamily"
IPR006264,3-phosphoshikimate 1-carboxyvinyltransferase
IPR023193,"3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
IPR024962,YukD-like
IPR014921,EsaB
IPR002986,"Diaminopimelate decarboxylase, LysA"
IPR005738,DNA topoisomerase III
IPR036289,Hypothetical protein YfhH
IPR014938,YfhH-like
IPR034660,DinB/YfiT-like putative metalloenzymes
IPR024194,Alginate O-acetyltransferase AlgI/D-alanyl transfer protein DltB
IPR024024,D-alanyl transfer protein DltB
IPR008863,Toxic anion resistance
IPR006327,"Phosphotransferase system, fructose IIC component"
IPR003353,"Phosphotransferase system, fructose-specific IIB subunit"
IPR050864,Bacterial PTS System Sugar Transport Components
IPR004715,"Phosphotransferase system, IIA component fructose subfamily"
IPR013014,"Phosphotransferase system, EIIC component, type 2"
IPR003501,"Phosphotransferase system, EIIB component, type 2/3"
IPR041122,"RecJ, OB domain"
IPR051673,Single-stranded-DNA-specific exonuclease RecJ
IPR018779,"Single-stranded-DNA-specific exonuclease RecJ, C-terminal"
IPR004610,Bacterial RecJ exonuclease
IPR061202,Membrane protein Msa
IPR036721,"Regulator of K+ conductance, C-terminal domain superfamily"
IPR006037,"Regulator of K+ conductance, C-terminal"
IPR050721,Trk/Ktr/HKT Potassium Transport
IPR010499,"Bacterial transcription activator, effector binding"
IPR050959,Multiple antibiotic resistance protein MarA-like
IPR029441,Integron-associated effector binding protein
IPR011256,"Regulatory factor, effector binding domain superfamily"
IPR001647,"DNA-binding HTH domain, TetR-type"
IPR023772,"DNA-binding HTH domain, TetR-type, conserved site"
IPR050624,Nucleoid occlusion factor SlmA/HTH-type transcriptional regulator
IPR010075,Phosphoribosylformylglycinamidine synthase subunit PurQ
IPR021337,Protein of unknown function DUF2951
IPR029754,Urease nickel binding site
IPR005848,"Urease, alpha subunit"
IPR011612,"Urease alpha-subunit, N-terminal domain"
IPR050112,Urease Alpha Subunit
IPR017951,"Urease alpha subunit, C-terminal"
IPR017950,Urease active site
IPR009296,Protein of unknown function DUF951
IPR005892,Glycine betaine/proline betaine transport system ATP-binding protein ProV-like
IPR021739,SaV-like
IPR020667,"DNA mismatch repair protein, MutL"
IPR007295,Domain of unknown function DUF402
IPR035930,FomD-like superfamily
IPR045447,Protein of unknown function DUF6501
IPR036868,TusA-like domain superfamily
IPR001455,TusA-like domain
IPR004369,"Prolyl-tRNA editing protein, YbaK/EbsC"
IPR051782,"ABC Transporter Superfamily, Various Functions"
IPR025083,Protein of unknown function DUF3969
IPR038231,MepB-like superfamily
IPR011235,MepB-like
IPR028259,"AP2-like integrase, N-terminal domain"
IPR048242,Antitoxin MazE
IPR060358,"MazE/EndoAI antitoxin, C-terminal domain"
IPR013321,Arc-type ribbon-helix-helix
IPR047594,"Molybdenum cofactor biosynthesis C, bacteria/eukaryotes"
IPR023045,Molybdenum cofactor biosynthesis C
IPR019096,YopX protein
IPR023385,"YopX-like, C-terminal"
IPR008489,Protein of unknown function DUF771
IPR009711,Uncharacterised protein family UPF0473
IPR024568,"Ribonuclease HIII, N-terminal"
IPR004641,Ribonuclease HIII
IPR047817,"ABC-2 type transporter, transmembrane domain, bacterial-type"
IPR050229,Thiosulfate sulfurtransferase GlpE
IPR003828,Epoxyqueuosine reductase QueH
IPR052962,Amino Acid Transporter AGT Superfamily
IPR038091,"Peptidoglycan synthesis regulatory protein ReoY-like, N-terminal domain superfamily"
IPR011188,Peptidoglycan synthesis regulatory protein ReoY-like
IPR014963,"Peptidoglycan synthesis regulatory protein ReoY-like, N-terminal domain"
IPR051910,ComF/GntX DNA utilization and transformation protein
IPR035911,"MurE/MurF, N-terminal"
IPR000713,"Mur ligase, N-terminal catalytic domain"
IPR005863,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IPR051046,MurCDEF Family: Cell Wall and Coenzyme F430 Synthesis
IPR006231,Malate:quinone-oxidoreductase
IPR024036,"tRNA-dihydrouridine synthase, putative, C-terminal"
IPR018752,Probable inorganic carbon transporter subunit DabA
IPR023010,Probable glycine dehydrogenase (decarboxylating) subunit 1
IPR058928,Type VII secretion system extracellular protein C
IPR010974,"Phosphotransferase system, N-acetylglucosamine-specific IIBC component"
IPR041719,"Ferritin, prokaryotic-type"
IPR017283,Protein/nucleic acid deglycase HchA
IPR008846,Phenol-soluble modulin beta protein
IPR050319,ABC Transporter ATP-Binding
IPR005864,"ATP synthase, F0 complex, subunit b, bacterial"
IPR002146,"ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast"
IPR050059,ATP synthase B chain
IPR028987,"F-type ATP synthase subunit B-like, membrane domain superfamily"
IPR054738,"Siphovirus-type tail component, C-terminal domain"
IPR008841,"Siphovirus-type tail component, RIFT-related domain"
IPR020260,Uncharacterised protein family YueH
IPR011932,Tyrosine recombinase XerD
IPR023009,Tyrosine recombinase XerC/XerD
IPR037229,Large ribosomal subunit protein bL35 superfamily
IPR001706,Large ribosomal subunit protein bL35
IPR021137,Large ribosomal subunit protein bL35-like
IPR018265,"Large ribosomal subunit protein bL35, conserved site"
IPR010139,"Imidazole glycerol phosphate synthase, subunit H"
IPR022493,Integral membrane YkoY
IPR005496,Integral membrane protein TerC
IPR017202,Sensor histidine kinase LiaS/VraS
IPR011712,"Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain"
IPR050482,Sensor Histidine Kinase Two-Component System
IPR009414,Protein of unknown function DUF1064
IPR051322,Amino Acid ABC Transporter Permease
IPR050244,Autonomous Glycyl Radical Cofactor
IPR005949,Formate acetyltransferase
IPR019777,"Formate C-acetyltransferase glycine radical, conserved site"
IPR001150,Glycine radical domain
IPR004184,Pyruvate formate lyase domain
IPR035681,"ComA-like, MBL domain"
IPR052159,Bacterial competence-related DNA uptake protein
IPR004797,Competence protein ComEC/Rec2
IPR004477,ComEC/Rec2-related protein
IPR051462,CBS domain-containing protein
IPR016842,"Protein of unknown function UCP026546, HtH-CBS"
IPR005940,Anthranilate phosphoribosyl transferase
IPR022263,KxYKxGKxW signal peptide
IPR056573,"Legume lectins, beta-barrel domain"
IPR011426,CamS sex pheromone cAM373
IPR003362,Bacterial sugar transferase
IPR045633,Protein of unknown function DUF6414
IPR008141,Alanine dehydrogenase
IPR008142,"Alanine dehydrogenase/NAD(P) transhydrogenase, conserved site-1"
IPR014780,"tRNA pseudouridine synthase II, TruB"
IPR000060,BCCT transporter family
