AUC01,AUC,YoudenCutOff,N_targets,params,alpha,beta,lambda_,gamma
0.5583776041541918,0.8418638666577154,0.6708135919085034,22012,1 2 4 1,0.0,0.5,,0.8
0.5568138068989616,0.8413017984753455,0.6682787858184556,22012,1 2 4 2,0.0,0.5,,1.0
0.5560826481661657,0.840828682760719,0.6657005569260084,22012,1 2 4 3,0.0,0.5,,1.2
0.5520234565806429,0.8386274037877826,0.6598059115003294,22012,1 2 1 1,0.0,0.5,0.0,0.8
0.5101015882028295,0.8134563193747116,0.6091554979124201,22012,1 1 3 1,0.0,0.0,1.0,0.8
0.5098998892420582,0.8037979596996399,0.6061907489433547,22012,1 1 4 3,0.0,0.0,,1.2
0.5096792810037145,0.8043762043042852,0.6055122676558686,22012,1 1 4 2,0.0,0.0,,1.0
0.5094964913205156,0.8053556813166252,0.601498372359101,22012,1 1 4 1,0.0,0.0,,0.8
0.5091876397868345,0.8006685897445054,0.6040277505988492,22012,1 1 1 1,0.0,0.0,0.0,0.8
0.5083808439437492,0.8090867927546769,0.6000285676331574,22012,1 1 2 1,0.0,0.0,0.5,0.8
