params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
5 3 3 1,0.7363767149407463,0.834545811593555,0.647048605567512,8633,1.2,1.0,1.0,0.8
4 2 4 2,0.6719088594051318,0.8282667542644024,0.6398018354014061,8633,0.9,0.5,,1.0
4 2 4 3,0.6718597223201199,0.8283143516064552,0.6394354256739065,8633,0.9,0.5,,1.2
3 2 4 3,0.6718591575260393,0.8281929334810678,0.6359450337512054,8633,0.6,0.5,,1.2
5 2 4 2,0.6717010151834722,0.8280301046702472,0.6423449903248675,8633,1.2,0.5,,1.0
4 2 1 1,0.6716874601255379,0.828372346523019,0.6377689399503153,8633,0.9,0.5,0.0,0.8
3 2 4 2,0.6716784234202484,0.8281000737609125,0.6363928678625941,8633,0.6,0.5,,1.0
3 2 1 1,0.6716422765990903,0.8281887824340461,0.6343898280189286,8633,0.6,0.5,0.0,0.8
5 2 4 3,0.6716287215411558,0.8281143828989634,0.6421007171732009,8633,1.2,0.5,,1.2
4 2 4 1,0.6714750975512337,0.8281099724115031,0.640241527074406,8633,0.9,0.5,,0.8
5 2 4 1,0.6714299140247859,0.8278596323449583,0.6427168283446263,8633,1.2,0.5,,0.8
4 2 2 1,0.6714299140247859,0.8277611048490613,0.6418211601218493,8633,0.9,0.5,0.5,0.8
5 2 2 1,0.6714208773194963,0.8275823903005994,0.6438106292348662,8633,1.2,0.5,0.5,0.8
5 2 1 1,0.6711588128660996,0.8282235274958969,0.6415226040475903,8633,1.2,0.5,0.0,0.8
3 2 4 1,0.6710097072288221,0.8279559047047327,0.6372288248705194,8633,0.6,0.5,,0.8
3 2 2 1,0.670833491475676,0.8276472304533581,0.6397584090633321,8633,0.6,0.5,0.5,0.8
2 2 2 1,0.6698846374202737,0.8262727549221839,0.6250721643559172,8633,0.3,0.5,0.5,0.8
5 2 3 1,0.6698756007149842,0.8269179633366756,0.6421061454654602,8633,1.2,0.5,1.0,0.8
4 2 3 1,0.6697039033144828,0.826969691768793,0.6364091527393718,8633,0.9,0.5,1.0,0.8
2 2 4 3,0.6694644306243098,0.8267083354620753,0.6326602783117372,8633,0.3,0.5,,1.2
2 2 1 1,0.669383100276704,0.8266013262595233,0.6317876005032348,8633,0.3,0.5,0.0,0.8
2 2 4 1,0.6693469534555457,0.8266496021381085,0.6344678996340694,8633,0.3,0.5,,0.8
2 2 4 2,0.6690216320651221,0.8266735105723974,0.6332248207066997,8633,0.3,0.5,,1.0
3 2 3 1,0.6689267466595819,0.8268624430827589,0.6289011859222029,8633,0.6,0.5,1.0,0.8
2 2 3 1,0.6653211012490534,0.8250504711438368,0.6306870940754981,8633,0.3,0.5,1.0,0.8
5 1 1 1,0.6268879936526183,0.8206137602419102,0.6426245473762191,8633,1.2,0.0,0.0,0.8
5 1 4 3,0.6266440026098005,0.8204500732819454,0.6434143638999408,8633,1.2,0.0,,1.2
5 1 4 2,0.6264361583881409,0.820390681378403,0.6436314955903106,8633,1.2,0.0,,1.0
5 1 4 1,0.6261063186450726,0.8203425451985158,0.6438323424039032,8633,1.2,0.0,,0.8
4 1 1 1,0.6255505612697656,0.8195327717179587,0.6361133108112424,8633,0.9,0.0,0.0,0.8
4 1 4 3,0.6250535424788406,0.8194294745093782,0.6368189888049454,8633,0.9,0.0,,1.2
4 1 4 2,0.6250173956576823,0.8194168217987444,0.6370496912259638,8633,0.9,0.0,,1.0
5 1 2 1,0.6242537940607159,0.819948115903619,0.6353967762330206,8633,1.2,0.0,0.5,0.8
4 1 4 1,0.6242131288869128,0.8192865427845224,0.6373943877844264,8633,0.9,0.0,,0.8
5 1 3 1,0.6233727152949852,0.8193184140445886,0.6337486509097179,8633,1.2,0.0,1.0,0.8
4 1 2 1,0.6233094583579584,0.8190538845817341,0.6257724140573611,8633,0.9,0.0,0.5,0.8
3 1 4 3,0.6230654673151407,0.817097783500546,0.6282999227266632,8633,0.6,0.0,,1.2
3 1 4 2,0.622821476272323,0.8169955240537208,0.6271328398909233,8633,0.6,0.0,,1.0
4 1 3 1,0.6225548934662813,0.8183449735610235,0.6283122162120738,8633,0.9,0.0,1.0,0.8
3 1 1 1,0.6225323017030575,0.8170562331164144,0.6352454226723803,8633,0.6,0.0,0.0,0.8
3 1 4 1,0.6221889069020548,0.8168935839182051,0.6254602872524537,8633,0.6,0.0,,0.8
3 1 2 1,0.6211993876728497,0.8166058844284646,0.6196445107192807,8633,0.6,0.0,0.5,0.8
3 1 3 1,0.6210096168617691,0.8160689225478488,0.616933877014056,8633,0.6,0.0,1.0,0.8
2 1 2 1,0.612768141637704,0.8091045832348789,0.6004385740834168,8633,0.3,0.0,0.5,0.8
2 1 4 2,0.6125331873001759,0.8090588818037254,0.610641688007306,8633,0.3,0.0,,1.0
2 1 1 1,0.6124383018946357,0.8089378229035614,0.6087580705933444,8633,0.3,0.0,0.0,0.8
2 1 4 3,0.6122575677888448,0.8089894315939381,0.6099034402600472,8633,0.3,0.0,,1.2
2 1 4 1,0.6122349760256209,0.8090473466826746,0.6089779164298441,8633,0.3,0.0,,0.8
2 1 3 1,0.6108975436427682,0.8086791408290599,0.6047513522833952,8633,0.3,0.0,1.0,0.8
1 2 3 1,0.6078205454916781,0.786112013609048,0.5832492480218665,8633,0.0,0.5,1.0,0.8
1 2 4 2,0.5986437712701451,0.7858854821920083,0.5746568999980841,8633,0.0,0.5,,1.0
1 2 4 1,0.598128679068641,0.7861118140394797,0.5766925095953048,8633,0.0,0.5,,0.8
1 2 2 1,0.5981151240107067,0.7863877987955578,0.5855813381698352,8633,0.0,0.5,0.5,0.8
1 2 4 3,0.5979840917840082,0.7858020421554791,0.5705503969039576,8633,0.0,0.5,,1.2
1 2 1 1,0.594532070363402,0.7846475322025455,0.5656187933864243,8633,0.0,0.5,0.0,0.8
1 1 3 1,0.5342256176136231,0.7294167140311776,0.45914363899940613,8633,0.0,0.0,1.0,0.8
1 1 2 1,0.5313293535683238,0.7274555438829532,0.4462704439065823,8633,0.0,0.0,0.5,0.8
1 1 4 1,0.5304482748025932,0.7258433410819545,0.4406494472721234,8633,0.0,0.0,,0.8
1 1 4 2,0.530154581880683,0.7255165259568164,0.4410131428534936,8633,0.0,0.0,,1.0
1 1 4 3,0.5298473339008384,0.7252747474247541,0.439661498080939,8633,0.0,0.0,,1.2
1 1 1 1,0.5296078612106655,0.7237337909596581,0.42606905426376396,8633,0.0,0.0,0.0,0.8
