params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
5 4 4 1,0.7261208576998051,0.8569971160648217,0.6819712438734471,6564,1.2,1.5,,0.8
5 4 4 2,0.725825506527261,0.856804702949249,0.6816537215247584,6564,1.2,1.5,,1.0
5 4 4 3,0.7256644058876913,0.8566757038412062,0.6817351375116019,6564,1.2,1.5,,1.2
5 4 1 1,0.7247112271035716,0.8562901991435038,0.6813524823734389,6564,1.2,1.5,0.0,0.8
1 3 4 1,0.7226867290663145,0.8580350342037608,0.6960562095973164,6564,0.0,1.0,,0.8
1 3 2 1,0.7226491389170815,0.8597052379427448,0.7047025874000619,6564,0.0,1.0,0.5,0.8
1 3 4 2,0.722471928213555,0.8576005442206408,0.692859275180608,6564,0.0,1.0,,1.0
1 3 4 3,0.7220852866785882,0.8573095725298844,0.6911685365204978,6564,0.0,1.0,,1.2
1 3 1 1,0.7218033605593415,0.8564783605353192,0.6853364379962983,6564,0.0,1.0,0.0,0.8
1 3 3 1,0.7206622310290572,0.8604447664899035,0.7172976405647011,6564,0.0,1.0,1.0,0.8
2 3 4 1,0.7169434912656604,0.8564356623733306,0.691325940761728,6564,0.3,1.0,,0.8
2 3 4 2,0.7168629409458755,0.8561536464411262,0.6908754389678624,6564,0.3,1.0,,1.0
2 3 2 1,0.7167662805621339,0.8577189140192902,0.694940810577565,6564,0.3,1.0,0.5,0.8
2 3 3 1,0.7164575043362922,0.8591515640011071,0.7004228203583389,6564,0.3,1.0,1.0,0.8
2 3 4 3,0.7164333392403568,0.8558207455171453,0.6898251727375855,6564,0.3,1.0,,1.2
2 3 1 1,0.7159903124815405,0.8550761058552568,0.687613371761679,6564,0.3,1.0,0.0,0.8
3 3 2 1,0.7114284793710631,0.8559843011884923,0.6915593332573451,6564,0.6,1.0,0.5,0.8
3 3 4 1,0.7109183273457595,0.8549827488570101,0.6882782689875651,6564,0.6,1.0,,0.8
3 3 3 1,0.7109156423351001,0.8572942844167992,0.6967075374920619,6564,0.6,1.0,1.0,0.8
3 3 4 2,0.7108109269193799,0.8546718754805805,0.6876377965577323,6564,0.6,1.0,,1.0
3 3 4 3,0.7106498262798103,0.8544845282486336,0.6873691238011497,6564,0.6,1.0,,1.2
3 3 1 1,0.7098577481352601,0.8538852613543639,0.6862700079787667,6564,0.6,1.0,0.0,0.8
4 3 2 1,0.7069445115697109,0.8546033051272172,0.688894316621345,6564,0.9,1.0,0.5,0.8
4 3 3 1,0.7060718831053759,0.8556945507375384,0.69168145723761,6564,0.9,1.0,1.0,0.8
4 3 4 2,0.7059242075191039,0.8535768304575398,0.6865359668691211,6564,0.9,1.0,,1.0
4 3 4 1,0.7057631068795344,0.8537273143398884,0.6868643446827218,6564,0.9,1.0,,0.8
4 3 4 3,0.7054140554938003,0.8533846887285899,0.6862944327748197,6564,0.9,1.0,,1.2
4 3 1 1,0.7045951272426552,0.8529364032588105,0.6851817476212962,6564,0.9,1.0,0.0,0.8
5 3 3 1,0.7034674227656684,0.8546741370357707,0.6902349665380294,6564,1.2,1.0,1.0,0.8
5 3 2 1,0.702755894940903,0.8536574322845145,0.6873121326103595,6564,1.2,1.0,0.5,0.8
5 3 4 3,0.7016550405705111,0.8526590008991944,0.6849782076541882,6564,1.2,1.0,,1.2
5 3 4 1,0.7016281904639161,0.8528608673154616,0.6857652288603391,6564,1.2,1.0,,0.8
5 3 4 2,0.7016281904639161,0.8527964129925442,0.6853228686651578,6564,1.2,1.0,,1.0
5 3 1 1,0.700138009547898,0.8521036081756126,0.6839632216848766,6564,1.2,1.0,0.0,0.8
5 2 3 1,0.6361193003936225,0.8455358257480773,0.6784486455093655,6564,1.2,0.5,1.0,0.8
4 2 3 1,0.6359044995408631,0.845432970218032,0.6784215068470845,6564,0.9,0.5,1.0,0.8
3 2 3 1,0.6344008935715475,0.8448221693922929,0.6773251048909299,6564,0.6,0.5,1.0,0.8
5 2 2 1,0.6330476481991634,0.8440706546026266,0.6762802663931091,6564,1.2,0.5,0.5,0.8
4 2 2 1,0.6320810443617461,0.843633450753279,0.6753331270795,6564,0.9,0.5,0.5,0.8
2 2 3 1,0.6314086350768966,0.8435618499159607,0.6700166631386404,6564,0.3,0.5,1.0,0.8
3 2 2 1,0.6305613283284734,0.842897631156632,0.6727142461693778,6564,0.6,0.5,0.5,0.8
5 2 4 1,0.6295302842352284,0.8426634697322499,0.6742530083207139,6564,1.2,0.5,,0.8
4 2 4 1,0.6285636803978112,0.8423388913313684,0.6730236269193819,6564,0.9,0.5,,0.8
5 2 4 2,0.6278387275197483,0.8423849818261424,0.6739137750422006,6564,1.2,0.5,,1.0
2 2 2 1,0.6276883669228167,0.8416071877651674,0.6638100510749623,6564,0.3,0.5,0.5,0.8
3 2 4 1,0.627580966496437,0.8415487944101593,0.6701333593864491,6564,0.6,0.5,,0.8
4 2 4 2,0.6273554256010396,0.8419808871447777,0.6723994376869176,6564,0.9,0.5,,1.0
4 2 4 3,0.6266304727229768,0.841812220358701,0.6719272249632271,6564,0.9,0.5,,1.2
5 2 4 3,0.6264156718702174,0.8421768735175507,0.6731891727592965,6564,1.2,0.5,,1.2
3 2 4 2,0.6259860701646985,0.8411511677766381,0.6695634474785468,6564,0.6,0.5,,1.0
5 2 1 1,0.6253819427663128,0.8416440963458697,0.6725948360553411,6564,1.2,0.5,0.0,0.8
4 2 1 1,0.6251564018709155,0.8411031323444006,0.6711402037570764,6564,0.9,0.5,0.0,0.8
3 2 4 3,0.6246328247923144,0.8408888726056916,0.6691102318184532,6564,0.6,0.5,,1.2
2 2 4 1,0.6229788582260671,0.8397330369791411,0.660827512090274,6564,0.3,0.5,,0.8
3 2 1 1,0.6228741428103469,0.8400430057334947,0.6680898181166852,6564,0.6,0.5,0.0,0.8
2 2 4 2,0.6225653665845053,0.839285475207023,0.6593484549959565,6564,0.3,0.5,,1.0
2 2 4 3,0.6214376621075186,0.8389312704331512,0.6578314037744453,6564,0.3,0.5,,1.2
2 2 1 1,0.6187419114053883,0.8378196255950152,0.6549329946428282,6564,0.3,0.5,0.0,0.8
1 2 3 1,0.5990285631433957,0.8162477361832547,0.6326939464499917,6564,0.0,0.5,1.0,0.8
1 2 2 1,0.5968912946584398,0.8126557533059414,0.6205114009520243,6564,0.0,0.5,0.5,0.8
1 2 4 1,0.5907157701416075,0.8087244919190111,0.6108961729058451,6564,0.0,0.5,,0.8
1 2 4 2,0.589480665238241,0.807737911082887,0.6081877344101954,6564,0.0,0.5,,1.0
1 2 4 3,0.5875474575634065,0.8069159262334974,0.6062066120636782,6564,0.0,0.5,,1.2
1 2 1 1,0.5833588409345986,0.8046175981560184,0.6018074349079185,6564,0.0,0.5,0.0,0.8
5 1 3 1,0.5778733641572558,0.8327417557267103,0.6640298742394388,6564,1.2,0.0,1.0,0.8
5 1 4 3,0.5754729646276696,0.8302861591013122,0.6595329978994675,6564,1.2,0.0,,1.2
4 1 3 1,0.5754192644144798,0.8307283383720783,0.6584528791406814,6564,0.9,0.0,1.0,0.8
5 1 4 2,0.5753789892545873,0.830433838655225,0.6597446794652599,6564,1.2,0.0,,1.0
3 1 3 1,0.5753548241586519,0.8285802227903248,0.6512774168335693,6564,0.6,0.0,1.0,0.8
5 1 2 1,0.5752608487855697,0.8312904252990229,0.6611070403117689,6564,1.2,0.0,0.5,0.8
5 1 4 1,0.5752581637749102,0.8305930521406071,0.6600242076867548,6564,1.2,0.0,,0.8
5 1 1 1,0.5749474185412516,0.8298871755346768,0.6590824961056021,6564,1.2,0.0,0.0,0.8
4 1 4 3,0.5741197192552855,0.8281582165918545,0.6533508106318422,6564,0.9,0.0,,1.2
4 1 4 2,0.5740257438822032,0.8283138568200364,0.6535869169936874,6564,0.9,0.0,,1.0
4 1 4 1,0.5737169676563616,0.8285448972982556,0.6539641443993944,6564,0.9,0.0,,0.8
4 1 1 1,0.5736766924964692,0.8276409084576737,0.6525583616932353,6564,0.9,0.0,0.0,0.8
4 1 2 1,0.5734887417503047,0.829482628542274,0.6563252080178463,6564,0.9,0.0,0.5,0.8
2 1 3 1,0.5723476122200205,0.8235649980007852,0.6391312371430589,6564,0.3,0.0,1.0,0.8
3 1 2 1,0.5722804869535332,0.8268476453591982,0.6461319264650807,6564,0.6,0.0,0.5,0.8
3 1 4 3,0.5719717107276916,0.8251804721041689,0.6429241365834595,6564,0.6,0.0,,1.2
3 1 4 2,0.5719582856743941,0.825370578433448,0.6431656706777611,6564,0.6,0.0,,1.0
3 1 4 1,0.5714615587023881,0.8256331902221209,0.6439689750812803,6564,0.6,0.0,,0.8
3 1 1 1,0.5711527824765464,0.8248084010442956,0.64506103485147,6564,0.6,0.0,0.0,0.8
2 1 2 1,0.5693430852920486,0.8217194332723619,0.6319177807087533,6564,0.3,0.0,0.5,0.8
2 1 4 1,0.5684811968703516,0.8202555738289214,0.6290030883797675,6564,0.3,0.0,,0.8
2 1 4 2,0.5683872214972694,0.8198793415074985,0.6285254479236211,6564,0.3,0.0,,1.0
2 1 4 3,0.5680515951648328,0.8195170855971503,0.6280260965376494,6564,0.3,0.0,,1.2
2 1 1 1,0.5675011679796369,0.8187011164845663,0.6262349448270996,6564,0.3,0.0,0.0,0.8
1 1 4 3,0.5430460908929808,0.7361822596373913,0.4822876806756442,6564,0.0,0.0,,1.2
1 1 4 2,0.5428581401468163,0.7357181885123851,0.4732716742926306,6564,0.0,0.0,,1.0
1 1 2 1,0.5426970395072468,0.7418913747903539,0.47858271050103385,6564,0.0,0.0,0.5,0.8
1 1 4 1,0.5426164891874621,0.7379841311195423,0.47297586287376725,6564,0.0,0.0,,0.8
1 1 1 1,0.5420123617890763,0.7325886484403409,0.45841054282752314,6564,0.0,0.0,0.0,0.8
1 1 3 1,0.5412739838577159,0.7473760984373559,0.49129717377971005,6564,0.0,0.0,1.0,0.8
