target_id,score,druggable,de_la_especie
104993,0.9583333333333333,0,False
32055,0.9583333333333333,0,False
262882,0.9583333333333333,0,False
50079,0.9583333333333333,0,False
118907,0.9583333333333333,0,False
301182,0.9583333333333333,0,False
164260,0.9583333333333333,0,False
304205,0.9583333333333333,0,False
134713,0.9583333333333333,0,False
223837,0.9583333333333333,0,False
397051,0.9583333333333333,0,False
27058,0.9583333333333333,0,False
47496,0.9582539682539681,0,False
370582,0.9561558655106485,0,False
207900,0.9561558655106485,0,False
350414,0.9561558655106485,0,False
203657,0.9555555555555556,0,False
359248,0.9555555555555556,0,False
324472,0.9555555555555556,0,False
50266,0.9555555555555556,0,False
360329,0.9555555555555556,0,False
379135,0.9555555555555556,0,False
172995,0.9555555555555556,0,False
354809,0.9555555555555556,0,False
193304,0.9555555555555556,0,False
337639,0.9555555555555556,0,False
330984,0.9555555555555556,0,False
212171,0.9555555555555556,0,False
198594,0.9555555555555556,0,False
283404,0.9555555555555556,0,False
175349,0.9541666666666666,0,False
163496,0.9521188027354607,0,False
96044,0.9500000000000001,0,False
273481,0.9500000000000001,0,False
388005,0.9500000000000001,0,False
69135,0.9500000000000001,0,False
184867,0.9500000000000001,0,False
54851,0.9500000000000001,0,False
393867,0.9500000000000001,0,False
77566,0.9500000000000001,0,False
28377,0.9500000000000001,0,False
292676,0.95,0,False
162959,0.95,0,False
49598,0.9472549554744141,0,False
379597,0.9472549554744141,0,False
289948,0.9472549554744141,0,False
259746,0.9472549554744141,0,False
368384,0.9472549554744141,0,False
93391,0.9472549554744141,0,False
24463,0.9472549554744141,0,False
373821,0.9472549554744141,0,False
107671,0.9472549554744141,0,False
211673,0.9472549554744141,0,False
65758,0.9472549554744141,0,False
207827,0.9472549554744141,0,False
317395,0.9472549554744141,0,False
312360,0.9472549554744141,0,False
238361,0.9472549554744141,0,False
97666,0.9472549554744141,0,False
13139,0.9466666666666668,0,False
375681,0.9466666666666668,0,False
379773,0.9466666666666668,0,False
113599,0.9466666666666668,0,False
110274,0.9466666666666668,0,False
143090,0.9466666666666668,0,False
368730,0.9466666666666668,0,False
149,0.9466666666666668,0,False
338331,0.9466666666666668,0,False
289310,0.9466666666666668,0,False
103938,0.9466666666666668,0,False
120987,0.9466666666666668,0,False
205988,0.9466666666666668,0,False
153738,0.9466666666666668,0,False
151772,0.9466666666666668,0,False
208444,0.9466666666666668,0,False
98172,0.9466666666666668,0,False
360712,0.9466666666666668,0,False
190845,0.9466666666666668,0,False
187107,0.9466666666666668,0,False
191293,0.9466666666666668,0,False
357361,0.9466666666666668,0,False
38981,0.9466666666666668,0,False
341432,0.9444444444444444,0,False
392678,0.9444444444444444,0,False
215724,0.9444444444444444,0,False
238063,0.9444444444444444,0,False
256082,0.9444444444444444,0,False
209317,0.9444444444444444,0,False
141395,0.9444444444444444,0,False
54473,0.9444444444444444,0,False
47093,0.9444444444444444,0,False
323348,0.9444444444444444,0,False
287702,0.9444444444444443,0,False
43052,0.9444444444444443,0,False
96250,0.9444444444444443,0,False
185606,0.9444444444444443,0,False
14647,0.9444444444444443,0,False
56085,0.9415411540141978,0,False
184538,0.9411764705882353,0,False
166672,0.9411764705882353,0,False
105587,0.9411764705882353,0,False
156,0.9411764705882353,0,False
368422,0.9411764705882353,0,False
191702,0.9411764705882353,0,False
114214,0.9411764705882353,0,False
151658,0.9411764705882353,0,False
142701,0.9411764705882353,0,False
262545,0.9411764705882353,0,False
184174,0.9411764705882353,0,False
252083,0.9411764705882353,0,False
283832,0.9411764705882353,0,False
297849,0.9411764705882353,0,False
97689,0.9411764705882353,0,False
284184,0.9411764705882353,0,False
240265,0.9411764705882353,0,False
153930,0.9407516518248047,0,False
289107,0.9407516518248047,0,False
288576,0.9395993819492195,0,False
154382,0.9378360215053763,0,False
123009,0.9378360215053763,0,False
241731,0.9378360215053763,0,False
137295,0.9378360215053763,0,False
6255,0.9378360215053763,0,False
351375,0.9378360215053763,0,False
250045,0.9378360215053763,0,False
275725,0.9378360215053763,0,False
112124,0.9375,0,False
307127,0.9375,0,False
135769,0.9375,0,False
160342,0.9375,0,False
183558,0.9375,0,False
145578,0.9375,0,False
372594,0.9375,0,False
33601,0.9356820520014963,0,False
238649,0.9356820520014963,0,False
380248,0.9356820520014963,0,False
275759,0.9356820520014963,0,False
277038,0.9356820520014963,0,False
128344,0.9356820520014963,0,False
354539,0.9356820520014963,0,False
158693,0.9356820520014963,0,False
9664,0.9356820520014963,0,False
381884,0.9356820520014963,0,False
65000,0.93558319075262,0,False
235855,0.9349915317182775,0,False
377241,0.9345238095238094,0,False
20000,0.9345238095238094,0,False
314684,0.9345238095238094,0,False
364231,0.9333333333333333,0,False
174234,0.9333333333333333,0,False
256055,0.9333333333333333,0,False
73884,0.9333333333333333,0,False
95576,0.9333333333333333,0,False
195306,0.9333333333333333,0,False
119992,0.9333333333333333,0,False
152833,0.9333333333333333,0,False
186898,0.9333333333333333,0,False
395267,0.9333333333333333,0,False
326523,0.9333333333333333,0,False
369602,0.9333333333333333,0,False
132243,0.9333333333333333,0,False
70176,0.9333333333333333,0,False
139748,0.9333333333333333,0,False
294887,0.9333333333333333,0,False
273351,0.9333333333333333,0,False
35851,0.9333333333333333,0,False
381518,0.9333333333333333,0,False
137402,0.9333333333333332,0,False
95635,0.9333333333333332,0,False
88270,0.9333333333333332,0,False
